Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
SRR27848293_1	(1, 33.10996652188822)	(2, 33.45454706464361)	(3, 33.240305309496144)	(4, 33.3519854104339)	(5, 33.41496992437273)	(6, 33.320454747373105)	(7, 33.508927651554785)	(8, 33.34575945254282)	(9, 33.54925667849683)	(10, 33.41503865106257)	(11, 33.52210809591743)	(12, 33.491195331359386)	(13, 33.54606374301018)	(14, 33.52959815003922)	(15, 33.54449214136611)	(16, 33.533258760703774)	(17, 33.51651139472154)	(18, 33.52220030903909)	(19, 33.49124769455164)	(20, 33.528621666342445)	(21, 33.529859452635876)	(22, 33.55173513875973)	(23, 33.43771717529711)	(24, 33.53158025087552)	(25, 33.51279200380686)	(26, 33.55442074165082)	(27, 33.56308280722282)	(28, 33.578428751935824)	(29, 33.553553347937914)	(30, 33.52945023685521)	(31, 33.56324002514075)	(32, 33.544276335709796)	(33, 31.677083829652652)	(34, 33.49863404901817)	(35, 33.5244091245301)	(36, 33.37756713999207)	(37, 33.00589153291994)	(38, 33.10477345363263)	(39, 32.12974751989537)	(40, 33.479565889885016)	(41, 33.27602669637251)	(42, 33.147258868702856)	(43, 33.41563383318043)	(44, 32.94328126179636)	(45, 31.602975666741138)	(46, 31.591327679969517)	(47, 33.33134795979752)	(48, 31.716714231503897)	(49, 31.14799644533496)	(50, 33.13396259644557)	(51, 32.40935509498834)
SRR27848293_2	(1, 33.191336355831766)	(2, 33.295532819705606)	(3, 33.217835467983676)	(4, 33.24860526049228)	(5, 33.34370143791187)	(6, 33.3348792667459)	(7, 33.3397489152846)	(8, 33.20730270170008)	(9, 33.32479338437269)	(10, 33.195640084036505)	(11, 33.18823967621323)	(12, 33.08478425418274)	(13, 33.18353173753297)	(14, 33.1708730641461)	(15, 33.13649932359397)	(16, 33.20327054338459)	(17, 33.180634564243746)	(18, 33.249126582274016)	(19, 33.282828200184355)	(20, 33.24138979227695)	(21, 33.26435477397502)	(22, 33.28002266248159)	(23, 33.31248809836298)	(24, 33.298755016976166)	(25, 33.241231932653236)	(26, 33.23032691284233)	(27, 33.214815408036166)	(28, 33.15411376243622)	(29, 33.13792314039518)	(30, 33.10441929620853)	(31, 33.13481895281893)	(32, 33.127937492465975)	(33, 33.15572502149794)	(34, 33.22306569100435)	(35, 33.22364457379522)	(36, 33.191028722077256)	(37, 33.14309978098261)	(38, 33.013990630004606)	(39, 32.86167495927013)	(40, 32.692981031722375)	(41, 32.683799954509475)	(42, 32.62137090110027)	(43, 32.71910962295261)	(44, 32.7147541732614)	(45, 32.658015381751895)	(46, 32.72272762435288)	(47, 32.71522165592756)	(48, 32.64496135342938)	(49, 32.73350045277156)	(50, 32.75420393493347)	(51, 32.751464428756236)
SRR27848294_1	(1, 33.1666243445474)	(2, 33.38304869131563)	(3, 33.16561406602397)	(4, 33.32065983674766)	(5, 33.40014290447562)	(6, 33.29517301102829)	(7, 33.43144218954764)	(8, 33.27140008153241)	(9, 33.526980799854144)	(10, 33.40066885571429)	(11, 33.497656258882905)	(12, 33.45346126116458)	(13, 33.481765483329575)	(14, 33.48558065781406)	(15, 33.47924051843233)	(16, 33.48561988805816)	(17, 33.491158201145694)	(18, 33.48720911189576)	(19, 33.49556661671127)	(20, 33.48545665034755)	(21, 33.49664079398823)	(22, 33.487195215080476)	(23, 33.39775112293249)	(24, 33.48834552562776)	(25, 33.479431283805745)	(26, 33.51541977990237)	(27, 33.51945790185883)	(28, 33.52071293721026)	(29, 33.51745656098238)	(30, 33.51029750687809)	(31, 33.51198161471286)	(32, 33.498178553064925)	(33, 33.51997574108092)	(34, 33.504537576157375)	(35, 33.50750052345779)	(36, 33.5033514264549)	(37, 33.49653068333699)	(38, 33.48210705242098)	(39, 33.48210299641269)	(40, 33.48626884938425)	(41, 33.47285682683045)	(42, 33.45157275710887)	(43, 33.480213827437595)	(44, 33.381669116562165)	(45, 33.029980350967065)	(46, 33.013518609132255)	(47, 33.37708383243845)	(48, 32.72543044720417)	(49, 32.63764353365559)	(50, 33.351032689631516)	(51, 32.67815148685617)
SRR27848294_2	(1, 33.209134370035756)	(2, 33.2961999125365)	(3, 33.168337376375696)	(4, 33.20218749170929)	(5, 33.32989250846625)	(6, 33.29733652574431)	(7, 33.34230296294065)	(8, 33.25750246834701)	(9, 33.410018220786085)	(10, 33.29061498859962)	(11, 33.34242869919758)	(12, 33.2856747040128)	(13, 33.34754651726194)	(14, 33.323012122078936)	(15, 33.30878417693984)	(16, 33.338772440447656)	(17, 33.316041107178556)	(18, 33.35571578339772)	(19, 33.36546277026563)	(20, 33.33385981650751)	(21, 33.35707401423872)	(22, 33.36302504279255)	(23, 33.370859123063084)	(24, 33.35210613549714)	(25, 33.31710930018099)	(26, 33.34265816287959)	(27, 33.36312956812089)	(28, 33.32664005526278)	(29, 33.336730672472214)	(30, 33.31469271714455)	(31, 33.33093197695097)	(32, 33.31444776084073)	(33, 33.289531103499556)	(34, 33.26123173524612)	(35, 33.217823270675986)	(36, 33.21726713209694)	(37, 33.19852145864431)	(38, 33.15383781166517)	(39, 33.128473929541286)	(40, 33.074068163679485)	(41, 33.0865054808973)	(42, 33.05636840842966)	(43, 33.08960759582635)	(44, 33.07413711582038)	(45, 33.04167701447469)	(46, 33.08838214938784)	(47, 33.043169492540834)	(48, 33.01011255954935)	(49, 33.03478073651392)	(50, 33.02022252591307)	(51, 32.92865980110798)
SRR27848295_1	(1, 33.039211413743764)	(2, 33.46769290563198)	(3, 33.24172115360976)	(4, 33.3385744941327)	(5, 33.397054982922874)	(6, 33.30791666701077)	(7, 33.53318358225179)	(8, 33.361693267611244)	(9, 33.538550252067296)	(10, 33.425039703052484)	(11, 33.51382417120692)	(12, 33.49651923708899)	(13, 33.57314315848066)	(14, 33.54338125863457)	(15, 33.5669960542481)	(16, 33.543490589333125)	(17, 33.51858504349691)	(18, 33.53086082900876)	(19, 33.550948391399835)	(20, 33.510193197699316)	(21, 33.53369885319657)	(22, 33.56748972586836)	(23, 33.398442485413945)	(24, 33.54067765847822)	(25, 33.52989305221516)	(26, 33.560246392388706)	(27, 33.55942002764333)	(28, 33.59335891921554)	(29, 33.54244899367159)	(30, 33.54356675871579)	(31, 33.57447983903167)	(32, 33.52252692022283)	(33, 33.57194325247584)	(34, 33.53639082783413)	(35, 33.53245714614605)	(36, 33.530372684274475)	(37, 33.38080390525952)	(38, 33.477739767907636)	(39, 33.41729767928599)	(40, 33.47461510797788)	(41, 33.47711008407029)	(42, 33.386454352082836)	(43, 33.43740258466411)	(44, 32.64394161499293)	(45, 31.39002681683195)	(46, 30.2149845568006)	(47, 33.29828114481248)	(48, 31.521545357977992)	(49, 30.482016307108854)	(50, 32.81572205938379)	(51, 31.625576598732767)
SRR27848295_2	(1, 33.01429494119044)	(2, 33.22121126089678)	(3, 33.15447779726023)	(4, 33.19502049172387)	(5, 33.30207989424971)	(6, 33.29208563268202)	(7, 33.28746890411952)	(8, 33.11969792963487)	(9, 33.22727724060752)	(10, 33.077738383009766)	(11, 33.046515733551495)	(12, 32.934503351802235)	(13, 33.04858520295075)	(14, 33.02914123690311)	(15, 32.989520770069284)	(16, 33.07438489729489)	(17, 33.04622890722728)	(18, 33.141758971485906)	(19, 33.188767931965685)	(20, 33.138156077100184)	(21, 33.16238232418007)	(22, 33.19082215478292)	(23, 33.235443818155794)	(24, 33.22088752513859)	(25, 33.147982054518856)	(26, 33.11395314458531)	(27, 33.08143618736855)	(28, 32.99724259211461)	(29, 32.97205689033381)	(30, 32.93309380529467)	(31, 32.97522538418687)	(32, 32.9720036543516)	(33, 32.881022789002614)	(34, 32.89610280211213)	(35, 32.88515550211346)	(36, 32.950503940828526)	(37, 32.94897540745379)	(38, 32.84590266848855)	(39, 32.774157208650685)	(40, 32.597290568026025)	(41, 32.575837864797506)	(42, 32.48562466485313)	(43, 32.543186801186415)	(44, 32.489122993097176)	(45, 32.37156295189837)	(46, 32.43702491412204)	(47, 32.362345757794195)	(48, 32.251593950740705)	(49, 32.36791463540372)	(50, 32.398033432323885)	(51, 32.44746208889735)
SRR27848296_1	(1, 33.092943700385696)	(2, 33.44211199445768)	(3, 33.24347463767573)	(4, 33.35053202568841)	(5, 33.40636047391389)	(6, 33.31225360691673)	(7, 33.50234995462246)	(8, 33.331680256003914)	(9, 33.540588780931515)	(10, 33.39033806678838)	(11, 33.509144873000864)	(12, 33.47985197151141)	(13, 33.533330977765836)	(14, 33.51782303604625)	(15, 33.53643543695764)	(16, 33.523638790234166)	(17, 33.50502946523123)	(18, 33.51369918924574)	(19, 33.52026025971236)	(20, 33.51752104493185)	(21, 33.516807986257156)	(22, 33.54570385894799)	(23, 33.437408851565415)	(24, 33.51359318870833)	(25, 33.50937785334873)	(26, 33.54094195831734)	(27, 33.553135096028676)	(28, 33.574936583049016)	(29, 33.5426286603212)	(30, 33.53714210720708)	(31, 33.555244222793256)	(32, 33.552647288496)	(33, 33.5586763056699)	(34, 33.5524735391032)	(35, 33.55554936868556)	(36, 33.531002751676155)	(37, 33.54337752572504)	(38, 33.55128497652964)	(39, 33.49284658054807)	(40, 33.4780037448791)	(41, 33.075366934189205)	(42, 33.38706001594267)	(43, 33.466853024655144)	(44, 33.127442300886784)	(45, 31.92117148576079)	(46, 31.647507358716624)	(47, 33.34758088870251)	(48, 32.19975556780836)	(49, 31.52683805050184)	(50, 33.24829253561409)	(51, 32.652772840769444)
SRR27848296_2	(1, 33.121130773352)	(2, 33.23398419819072)	(3, 33.14530070988024)	(4, 33.18546623792184)	(5, 33.29851084230125)	(6, 33.28260737030254)	(7, 33.30009517176228)	(8, 33.1733873820399)	(9, 33.287576934188415)	(10, 33.155376202926675)	(11, 33.15633896227209)	(12, 33.06896013236186)	(13, 33.160262401806555)	(14, 33.1426217513576)	(15, 33.11558080920211)	(16, 33.17386280706932)	(17, 33.15069419704632)	(18, 33.2206516335716)	(19, 33.25442715897817)	(20, 33.211227996508605)	(21, 33.23160186766006)	(22, 33.25203441768045)	(23, 33.28068066857)	(24, 33.26228200386129)	(25, 33.20593956344656)	(26, 33.1879044080213)	(27, 33.17318531851544)	(28, 33.097135059433256)	(29, 33.07693304480786)	(30, 33.01861547681983)	(31, 33.02985792221122)	(32, 32.9751412965869)	(33, 32.97067539299265)	(34, 32.92543272313882)	(35, 32.93425647918426)	(36, 32.989521799554716)	(37, 32.95029363489645)	(38, 32.81055503506102)	(39, 32.78279590771675)	(40, 32.783204530324156)	(41, 32.8713065930678)	(42, 32.91475032969401)	(43, 33.01963486442855)	(44, 33.01594890080045)	(45, 32.99829042585637)	(46, 33.04419544133016)	(47, 33.01179421604597)	(48, 32.941522957989164)	(49, 32.99866600216528)	(50, 32.992239246367724)	(51, 32.95234818400337)
SRR27848297_1	(1, 33.1637923211997)	(2, 33.39938445669035)	(3, 33.182047011743684)	(4, 33.33471121419668)	(5, 33.409095444134834)	(6, 33.308345947215045)	(7, 33.45578809653658)	(8, 33.30018590483576)	(9, 33.54023101393873)	(10, 33.40632942694905)	(11, 33.5118171057941)	(12, 33.470194272890815)	(13, 33.50510611982801)	(14, 33.50548522552614)	(15, 33.504483520229755)	(16, 33.5053884512849)	(17, 33.50498816872969)	(18, 33.50438874380522)	(19, 33.51626368639296)	(20, 33.50423954685362)	(21, 33.51315875958118)	(22, 33.50761769507811)	(23, 33.371746340729)	(24, 33.482646105030575)	(25, 33.49289682263635)	(26, 33.52846219537441)	(27, 33.535933870029474)	(28, 33.54316620624317)	(29, 33.52848848664226)	(30, 33.52493293229427)	(31, 33.527544957768356)	(32, 33.52480499211242)	(33, 33.534236125392724)	(34, 33.529607184084945)	(35, 33.527662269565326)	(36, 33.50259342580055)	(37, 33.50736996580657)	(38, 33.519424392247174)	(39, 33.50451548529705)	(40, 33.506799629093344)	(41, 33.435140501054825)	(42, 33.463890681707404)	(43, 33.499566254014965)	(44, 33.40476849280033)	(45, 32.897605141197495)	(46, 32.83983067944028)	(47, 33.383506209074476)	(48, 33.17263905313717)	(49, 32.90444830271686)	(50, 33.34746040137496)	(51, 33.1039374929502)
SRR27848297_2	(1, 33.22536471242767)	(2, 33.30847956119634)	(3, 33.184893740724384)	(4, 33.21392968907859)	(5, 33.34122801237895)	(6, 33.31243100290279)	(7, 33.346018457189246)	(8, 33.247462243361966)	(9, 33.39030981382306)	(10, 33.26716375276443)	(11, 33.29935073753999)	(12, 33.23701150434759)	(13, 33.31581570396608)	(14, 33.291973120095435)	(15, 33.26455524344775)	(16, 33.31196790899034)	(17, 33.28399304104502)	(18, 33.33450695741666)	(19, 33.35096369283792)	(20, 33.31494401658092)	(21, 33.34240296834008)	(22, 33.344627896849204)	(23, 33.364373757782545)	(24, 33.344565005579305)	(25, 33.298201673283366)	(26, 33.30989960931096)	(27, 33.3111784517408)	(28, 33.27065465776381)	(29, 33.26799748163217)	(30, 33.2396928940177)	(31, 33.264150006307105)	(32, 33.246580646805945)	(33, 33.206060608724364)	(34, 33.2136186689738)	(35, 33.1923388843736)	(36, 33.2060947314337)	(37, 33.20264234434041)	(38, 33.16627792483263)	(39, 33.15293794329805)	(40, 33.123675762180056)	(41, 33.164466224730965)	(42, 33.14157108545497)	(43, 33.18683825568066)	(44, 33.17583867646081)	(45, 33.142910821338006)	(46, 33.1836006738396)	(47, 33.12728693574514)	(48, 33.08446069797083)	(49, 33.10979740899955)	(50, 33.08817687678198)	(51, 33.00858425877863)
SRR27848298_1	(1, 33.13550603400096)	(2, 33.42617924248073)	(3, 33.20622936534429)	(4, 33.33916474747228)	(5, 33.406397043114225)	(6, 33.30946451842438)	(7, 33.47787161211656)	(8, 33.316509361102746)	(9, 33.54199342291542)	(10, 33.403789625208404)	(11, 33.51322551544745)	(12, 33.47768576430417)	(13, 33.52144390075054)	(14, 33.51450733852258)	(15, 33.52128299331105)	(16, 33.51674821701555)	(17, 33.50973386324247)	(18, 33.512632382938854)	(19, 33.51261355155618)	(20, 33.51354385548797)	(21, 33.51998884016393)	(22, 33.531282233330245)	(23, 33.43355621246194)	(24, 33.519053716294906)	(25, 33.50881263872732)	(26, 33.54222775032905)	(27, 33.548909248204126)	(28, 33.558837702400936)	(29, 33.54228351588192)	(30, 33.53750611739708)	(31, 33.546504211616316)	(32, 33.5409333729988)	(33, 33.55207712392776)	(34, 33.542630102996455)	(35, 33.540768093988326)	(36, 33.51236095321769)	(37, 33.504280552629346)	(38, 33.42897362911457)	(39, 33.50897578799809)	(40, 33.48486864774307)	(41, 33.50665689377688)	(42, 33.222393305084765)	(43, 33.5061314085269)	(44, 33.29165748449942)	(45, 32.473277427292366)	(46, 32.501764097027355)	(47, 33.390525942583565)	(48, 33.39764123480963)	(49, 33.24583030592702)	(50, 33.431054552946335)	(51, 33.27231003226219)
SRR27848298_2	(1, 33.20031272425319)	(2, 33.29657819204827)	(3, 33.17386202963297)	(4, 33.20774097612472)	(5, 33.33198802906938)	(6, 33.30676053363655)	(7, 33.33359508581618)	(8, 33.222720332221456)	(9, 33.35240186439656)	(10, 33.22371480857339)	(11, 33.23928668067512)	(12, 33.16606051285477)	(13, 33.25086377758882)	(14, 33.227729031647705)	(15, 33.20335091003778)	(16, 33.25344709580847)	(17, 33.22924748001351)	(18, 33.288696081435866)	(19, 33.31210410660894)	(20, 33.274217326262)	(21, 33.29681885263524)	(22, 33.31037419750847)	(23, 33.332965075183175)	(24, 33.31475949970397)	(25, 33.26805688602014)	(26, 33.26986469875729)	(27, 33.27314797274561)	(28, 33.22077772937913)	(29, 33.21889761758349)	(30, 33.19177482194816)	(31, 33.21562017235647)	(32, 33.20897168544686)	(33, 33.171065737442554)	(34, 33.18130434899574)	(35, 33.21507120392392)	(36, 33.21322572842142)	(37, 33.17980529247043)	(38, 33.11419759590498)	(39, 33.02959861804553)	(40, 32.88001595735499)	(41, 32.85513482485357)	(42, 32.76695726778159)	(43, 32.78425030584183)	(44, 32.74986913309954)	(45, 32.665355961332)	(46, 32.707098971694414)	(47, 32.640093493331335)	(48, 32.579063111809766)	(49, 32.64870907508991)	(50, 32.65070727534777)	(51, 32.62598284685221)
SRR27848299_1	(1, 33.199452351241014)	(2, 33.39379395056425)	(3, 33.17381904856896)	(4, 33.32917774652095)	(5, 33.41002561484612)	(6, 33.3006350997189)	(7, 33.43818433060462)	(8, 33.27895318168415)	(9, 33.530498417075236)	(10, 33.40681730944549)	(11, 33.50020669303535)	(12, 33.45485593401122)	(13, 33.48400190102455)	(14, 33.48482774453455)	(15, 33.4785327844464)	(16, 33.48291284855273)	(17, 33.49097516830936)	(18, 33.487868199810016)	(19, 33.49728661160482)	(20, 33.475503356668774)	(21, 33.49706786087117)	(22, 33.48957258666184)	(23, 33.40436670922604)	(24, 33.488863402471196)	(25, 33.479146667839835)	(26, 33.51549782782959)	(27, 33.519836335680864)	(28, 33.52234015808731)	(29, 33.5167414393897)	(30, 33.506902067374355)	(31, 33.515339844413035)	(32, 33.49688863501138)	(33, 33.51373667838357)	(34, 33.47905392077898)	(35, 33.451757961628545)	(36, 33.491828638603444)	(37, 33.49063076213969)	(38, 33.49233613566237)	(39, 33.496132148658916)	(40, 33.47433670543577)	(41, 33.48276130751649)	(42, 33.44269219760707)	(43, 33.486292834683034)	(44, 33.38604376703621)	(45, 33.055356443118875)	(46, 32.9487823509424)	(47, 33.374564548051204)	(48, 33.33909088669295)	(49, 33.198046461344134)	(50, 33.42687296174477)	(51, 33.237647134752805)
SRR27848299_2	(1, 33.229691549567455)	(2, 33.32904849263826)	(3, 33.19147778715147)	(4, 33.220974544675336)	(5, 33.36278776074265)	(6, 33.32782827098149)	(7, 33.36985644490359)	(8, 33.28345646356908)	(9, 33.436130023834195)	(10, 33.31912293202131)	(11, 33.35968595775545)	(12, 33.30282545098911)	(13, 33.368539007147355)	(14, 33.34677484719443)	(15, 33.32741584256192)	(16, 33.36306936821404)	(17, 33.340619413973805)	(18, 33.38018671469161)	(19, 33.3929418151778)	(20, 33.35989019862352)	(21, 33.384855989438904)	(22, 33.38543795112805)	(23, 33.39701247091026)	(24, 33.380148931001614)	(25, 33.34170446172273)	(26, 33.36220016922566)	(27, 33.37577043396077)	(28, 33.3407751918908)	(29, 33.34436539695379)	(30, 33.317702706377226)	(31, 33.33423542135039)	(32, 33.30985269497393)	(33, 33.26940458737526)	(34, 33.23670277466066)	(35, 33.22708551966779)	(36, 33.2227509004605)	(37, 33.20025306366381)	(38, 33.17007213695758)	(39, 33.16116133830062)	(40, 33.134610315649645)	(41, 33.17259493826821)	(42, 33.15576401653742)	(43, 33.1943218368863)	(44, 33.190026974710726)	(45, 33.17294990762004)	(46, 33.21403772617289)	(47, 33.16981635704693)	(48, 33.1379114261506)	(49, 33.1630948069104)	(50, 33.14045413499683)	(51, 33.05130198039642)
SRR27848300_1	(1, 33.18207262459885)	(2, 33.38686440391817)	(3, 33.174143365557015)	(4, 33.332167373413796)	(5, 33.40570316234571)	(6, 33.3016324966367)	(7, 33.44677509137225)	(8, 33.2782857832641)	(9, 33.536726652141006)	(10, 33.41888436616817)	(11, 33.50705605531392)	(12, 33.46256553550144)	(13, 33.496938360330574)	(14, 33.4968646185712)	(15, 33.49397976617772)	(16, 33.49793535132913)	(17, 33.49958040155071)	(18, 33.499278379905)	(19, 33.50777689156356)	(20, 33.49406116550328)	(21, 33.50665044548946)	(22, 33.500296956798785)	(23, 33.403452139367225)	(24, 33.49801868012019)	(25, 33.4916194872156)	(26, 33.525451036677694)	(27, 33.529081506893256)	(28, 33.53352603066017)	(29, 33.5272566546059)	(30, 33.520528849609256)	(31, 33.527256172239525)	(32, 33.50875549234412)	(33, 33.52675553623946)	(34, 33.5032232324046)	(35, 33.50194508210599)	(36, 33.50132518102004)	(37, 33.485498559412825)	(38, 33.50374352483439)	(39, 33.50997702488962)	(40, 33.48807276786167)	(41, 33.49976098746185)	(42, 33.42378062604402)	(43, 33.49258048162353)	(44, 33.34566711993027)	(45, 33.00463988214825)	(46, 32.95615591142403)	(47, 33.381992262361)	(48, 33.460191388506075)	(49, 33.40202976152289)	(50, 33.47585623649073)	(51, 33.304631368381756)
SRR27848300_2	(1, 33.22113001076159)	(2, 33.30416287004133)	(3, 33.18093978717031)	(4, 33.218287425721606)	(5, 33.34996090420542)	(6, 33.32085515840188)	(7, 33.36058176761228)	(8, 33.267189125725416)	(9, 33.41740621471188)	(10, 33.29967728483686)	(11, 33.34230388068571)	(12, 33.28353923543965)	(13, 33.351429167151046)	(14, 33.32658452530084)	(15, 33.305618651757044)	(16, 33.343086459831184)	(17, 33.31701286905248)	(18, 33.36062698945981)	(19, 33.372337397913185)	(20, 33.3379636083513)	(21, 33.36390032767148)	(22, 33.36812875130299)	(23, 33.37926924388589)	(24, 33.3615868985434)	(25, 33.32560924078909)	(26, 33.34708865363345)	(27, 33.36295718081938)	(28, 33.32531511789276)	(29, 33.33206529262997)	(30, 33.30714829582372)	(31, 33.323891715019876)	(32, 33.30780099782308)	(33, 33.29707678742066)	(34, 33.27912684933238)	(35, 33.2502361786357)	(36, 33.236018490067835)	(37, 33.18896365031718)	(38, 33.12493391580681)	(39, 33.09323828464729)	(40, 33.037248874036294)	(41, 33.0591650093362)	(42, 33.032052944050804)	(43, 33.07791181667377)	(44, 33.06818260750861)	(45, 33.04194193707723)	(46, 33.09175729928856)	(47, 33.05415967436411)	(48, 33.0227862036464)	(49, 33.05738996137693)	(50, 33.04230630457674)	(51, 32.965252919160704)
SRR27848301_1	(1, 33.12350534806985)	(2, 33.356924093975785)	(3, 33.15135209267298)	(4, 33.36826290211088)	(5, 33.419640236411475)	(6, 33.43583466381936)	(7, 33.47119695219917)	(8, 33.50024242270349)	(9, 33.524197016434584)	(10, 33.496284905066716)	(11, 33.514903119540854)	(12, 33.481454568904304)	(13, 33.51580920346449)	(14, 33.50997031720354)	(15, 33.49157158421257)	(16, 33.51110769891012)	(17, 33.51355115885846)	(18, 33.51187883817615)	(19, 33.51505698284864)	(20, 33.515824476660484)	(21, 33.51137180578076)	(22, 33.51605564873811)	(23, 33.483787910995105)	(24, 33.514114695793765)	(25, 33.51377202310011)	(26, 33.53745075651345)	(27, 33.53573582172874)	(28, 33.53719519760436)	(29, 33.53270399804503)	(30, 33.506960491950274)	(31, 33.528091241444336)	(32, 33.5209871311696)	(33, 33.53817947023506)	(34, 33.53231179745655)	(35, 33.53255384304409)	(36, 33.08056504037089)	(37, 33.52688528748743)	(38, 33.507984801724376)	(39, 33.521757830467024)	(40, 33.49625272450561)	(41, 33.51730006852197)	(42, 33.504656124934996)	(43, 33.510146870321016)	(44, 33.495616341339215)	(45, 33.41633908908648)	(46, 33.424092781585884)	(47, 33.505781438931166)	(48, 33.46239211184052)	(49, 33.42827977427851)	(50, 33.46098634928253)	(51, 33.36954233082547)
SRR27848301_2	(1, 33.19560476387953)	(2, 33.340792456373656)	(3, 33.26732329257925)	(4, 33.28458005561957)	(5, 33.35413167606796)	(6, 33.340909048055)	(7, 33.37802593124699)	(8, 33.404308461740264)	(9, 33.43518149899316)	(10, 33.3811321096256)	(11, 33.39718939253283)	(12, 33.38326558026266)	(13, 33.397468458336164)	(14, 33.41703738212141)	(15, 33.39026101829101)	(16, 33.417204758750756)	(17, 33.409986130932396)	(18, 33.41931566528345)	(19, 33.42305137588869)	(20, 33.40964968065193)	(21, 33.418693738228484)	(22, 33.41782825712218)	(23, 33.42431106886854)	(24, 33.41634110037155)	(25, 33.41140220132637)	(26, 33.44147078740428)	(27, 33.4160605261044)	(28, 33.4309755247977)	(29, 33.42688149118686)	(30, 33.42210160936746)	(31, 33.42600123970583)	(32, 33.41554463148418)	(33, 33.39632472851108)	(34, 33.39860030900881)	(35, 33.38943016899948)	(36, 33.395041842900284)	(37, 33.38584857311266)	(38, 33.39020941625845)	(39, 33.41283297924241)	(40, 33.41477474927132)	(41, 33.412282767070685)	(42, 33.402793209851325)	(43, 33.405985936340564)	(44, 33.39566289001803)	(45, 33.388073557220366)	(46, 33.362139733275946)	(47, 33.36558273905097)	(48, 33.33180276634663)	(49, 33.32959355825618)	(50, 33.3035946818103)	(51, 33.19818392271738)
SRR27848302_1	(1, 33.09526731952953)	(2, 33.36456397078825)	(3, 33.160081564133876)	(4, 33.371496523275866)	(5, 33.41922323218515)	(6, 33.43409274629372)	(7, 33.492761236815674)	(8, 33.52095182907923)	(9, 33.52806725803885)	(10, 33.49813136145857)	(11, 33.51861659472042)	(12, 33.493948399685124)	(13, 33.538740432162264)	(14, 33.526394920207096)	(15, 33.512897961525674)	(16, 33.52403292942487)	(17, 33.52202914332959)	(18, 33.52017380628994)	(19, 33.52967970075763)	(20, 33.5236817206835)	(21, 33.51979559565337)	(22, 33.53775909737574)	(23, 33.49561938742212)	(24, 33.531277292434055)	(25, 33.528595942873196)	(26, 33.55076271915835)	(27, 33.52830346325387)	(28, 33.546800497878124)	(29, 33.54082872191592)	(30, 33.51837093884209)	(31, 33.53809244804552)	(32, 33.52119466203216)	(33, 33.530538422392794)	(34, 33.52701688431575)	(35, 33.533805835815286)	(36, 33.07391851656497)	(37, 33.50577983237653)	(38, 33.52945441903658)	(39, 33.53149723514401)	(40, 33.497056010982405)	(41, 33.52075361062132)	(42, 33.51051676257709)	(43, 33.50320550850935)	(44, 33.171763259042834)	(45, 32.865637250096306)	(46, 32.732776756768615)	(47, 33.481460391364855)	(48, 33.07207962613421)	(49, 32.903350919851775)	(50, 33.334570756548615)	(51, 32.8699228190715)
SRR27848302_2	(1, 33.14714869959026)	(2, 33.31760963881743)	(3, 33.22874112408583)	(4, 33.2662824726556)	(5, 33.33945392655883)	(6, 33.32490960118354)	(7, 33.3372498968635)	(8, 33.2990002394884)	(9, 33.32246887532964)	(10, 33.22108320250455)	(11, 33.223236235438726)	(12, 33.196753758518064)	(13, 33.24765601303823)	(14, 33.281222559899334)	(15, 33.23718676459149)	(16, 33.30405671257142)	(17, 33.30623944759032)	(18, 33.34417490109405)	(19, 33.35612287151041)	(20, 33.32237798940513)	(21, 33.340115166151406)	(22, 33.34557844733273)	(23, 33.37113666165444)	(24, 33.36349168870927)	(25, 33.326460185015144)	(26, 33.306236808768745)	(27, 33.25256207329143)	(28, 33.22575624867579)	(29, 33.20266502568786)	(30, 33.17605447386884)	(31, 33.194913886200204)	(32, 33.15166218910808)	(33, 33.17513788226284)	(34, 33.145089989185436)	(35, 33.16406857806332)	(36, 33.20048130878186)	(37, 33.23875496102292)	(38, 33.22646848502952)	(39, 33.2182226585483)	(40, 33.19849765137209)	(41, 33.237400079563535)	(42, 33.22785767116939)	(43, 33.26393349187742)	(44, 33.2450956810622)	(45, 33.19808967728286)	(46, 33.16194420395882)	(47, 33.08786757288709)	(48, 32.980184812630625)	(49, 32.96284683435764)	(50, 32.87930462755718)	(51, 32.82387986243148)
