Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848291_2 - polya	(1, 0.0047901709545167285)	(2, 0.00957158474092648)	(3, 0.01492805256636109)	(4, 0.017826675209770663)	(5, 0.021136884754208184)	(6, 0.025430816182662852)	(7, 0.0283527912743577)	(8, 0.03392526924643109)	(9, 0.046792468251616794)	(10, 0.05938527598945053)	(11, 0.06349530688765867)	(12, 0.06787389094114746)	(13, 0.07270200962412775)	(14, 0.07691712653961962)	(15, 0.08163140203720921)	(16, 0.0866667736987213)	(17, 0.09237060919239937)	(18, 0.09711115619430988)	(19, 0.10162401682543899)	(20, 0.10677615072837746)	(21, 0.1111722491180802)	(22, 0.11574640992595814)	(23, 0.12029429922951516)	(24, 0.12601273000337151)	(25, 0.13112983523388208)	(26, 0.13599298258929027)	(27, 0.14059633395752483)	(28, 0.14545072414482604)	(29, 0.1497534127413877)	(30, 0.15452023124761916)	(31, 0.15880248645193118)	(32, 0.16367439097544637)	(33, 0.16835947591267936)	(34, 0.17303580368180538)	(35, 0.17746401168790038)	(36, 0.1821461775690977)	(37, 0.1869246722994718)	(38, 0.19198339640926917)	(39, 0.19689032960521227)	(40, 0.20118426103366693)
SRR27848291_2 - polyg	(1, 24.212883837624588)	(2, 24.239447247549087)	(3, 24.24555099371965)	(4, 24.25064182744584)	(5, 24.25430232371456)	(6, 24.25720678447004)	(7, 24.260692137376616)	(8, 24.264988987861106)	(9, 24.349034449239806)	(10, 24.35593217865207)	(11, 24.363845739564738)	(12, 24.37318088076678)	(13, 24.388065147492604)	(14, 24.390782788661802)	(15, 24.393112195378258)	(16, 24.39627061400884)	(17, 24.39825557211309)	(18, 24.40090315593743)	(19, 24.402599127494152)	(20, 24.404108279464587)	(21, 24.405547374090165)	(22, 24.40675586328893)	(23, 24.407795047237624)	(24, 24.408729145169037)	(25, 24.40968075743666)	(26, 24.410760808169854)	(27, 24.411727015717656)	(28, 24.4129501001966)	(29, 24.414033069985827)	(30, 24.41560644118905)	(31, 24.416838282836096)	(32, 24.417725675870937)	(33, 24.418683126250635)	(34, 24.41948586666044)	(35, 24.420309040462495)	(36, 24.421070914087803)	(37, 24.421721863583755)	(38, 24.422463303816812)	(39, 24.423193067825725)	(40, 24.424016241627783)
SRR27848292_1 - illumina_universal_adapter	(1, 0.001264132001515822)	(2, 0.0014097202376454534)	(3, 0.0015979196648374155)	(4, 0.0020737446317001126)	(5, 0.0023365136432511543)	(6, 0.0028300932730564894)	(7, 0.003220695857794524)	(8, 0.00514175038818795)	(9, 0.00542227406268163)	(10, 0.005827080377773776)	(11, 0.006025932602731321)	(12, 0.006139562445564203)	(13, 0.006448493580766104)	(14, 0.006618938345015428)	(15, 0.007219045952476591)	(16, 0.007634505065334319)	(17, 0.008799210954371368)	(18, 0.010375825023677619)	(19, 0.012840172240115766)	(20, 0.01597564571578563)	(21, 0.02780735310075956)	(22, 0.06495365890934668)	(23, 0.10575032341894017)	(24, 0.12441047417165264)	(25, 0.14256994342938276)	(26, 0.17677607705466902)	(27, 0.2207792336917029)	(28, 0.2951677204887674)	(29, 0.41741212578141823)	(30, 0.5619173274715485)	(31, 0.7291946598519062)	(32, 0.9241266552317168)	(33, 1.088438958900654)	(34, 1.2260589023016293)	(35, 1.3753365573907406)	(36, 1.5347343703571557)	(37, 1.7146530227526715)	(38, 1.9151990425549443)	(39, 2.130318089700534)	(40, 2.3635113837217294)
SRR27848292_1 - polya	(1, 0.0026987087672809685)	(2, 0.008174246818790512)	(3, 0.01287923249858957)	(4, 0.01748834299849838)	(5, 0.022122310026526888)	(6, 0.0261526185145057)	(7, 0.030491858137686418)	(8, 0.038403335944925884)	(9, 0.053232030434617106)	(10, 0.06748547384496685)	(11, 0.07251714532291045)	(12, 0.07907926874650943)	(13, 0.08685936204797338)	(14, 0.09411036639374672)	(15, 0.1028989245503525)	(16, 0.10951431196277941)	(17, 0.11729795619683189)	(18, 0.12415480702527866)	(19, 0.13038314278555604)	(20, 0.13861775545835153)	(21, 0.1459220237929528)	(22, 0.15217521608134987)	(23, 0.15821890334702385)	(24, 0.1648413926246278)	(25, 0.1707750009800574)	(26, 0.17613335825614554)	(27, 0.18183970692590937)	(28, 0.18790825071970302)	(29, 0.19449167973883316)	(30, 0.20162905424177363)	(31, 0.20848945600280894)	(32, 0.21605649334896124)	(33, 0.22325423370590666)	(34, 0.2306721318833408)	(35, 0.2376390616220319)	(36, 0.24552923383374023)	(37, 0.2553582152387846)	(38, 0.2662631292181528)	(39, 0.2774059556809524)	(40, 0.2860524765340171)
SRR27848292_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.1156396706779895)	(4, 0.13703403952386822)	(5, 0.1469766507717455)	(6, 0.15191599800238736)	(7, 0.15821890334702385)	(8, 0.16080753320406044)	(9, 0.16344587611733644)	(10, 0.16550896795127099)	(11, 0.16691158632373937)	(12, 0.16816861646007814)	(13, 0.16913447012415764)	(14, 0.17007546726011746)	(15, 0.17118690916032658)	(16, 0.1720497857793388)	(17, 0.1730937599603659)	(18, 0.17406671548962246)	(19, 0.17502546728852492)	(20, 0.17603748307625527)	(21, 0.1769394199537413)	(22, 0.17773837978616)	(23, 0.1786261129332919)	(24, 0.17959551752995992)	(25, 0.18041223202532128)	(26, 0.1812005390599744)	(27, 0.18202790635310132)	(28, 0.18285172271363972)	(29, 0.1837998217147766)	(30, 0.18462008714272646)	(31, 0.1856001445371601)	(32, 0.18692109146009234)	(33, 0.1885758260463462)	(34, 0.1896837170139668)	(35, 0.19087327943112356)	(36, 0.1918426840277916)	(37, 0.1927055606468038)	(38, 0.19365721058052918)	(39, 0.19459110585131195)	(40, 0.19537941288596505)
SRR27848292_2 - illumina_universal_adapter	(1, 0.001264132001515822)	(2, 0.0014594332938848396)	(3, 0.0016937948447276604)	(4, 0.0024394906883184546)	(5, 0.003060903891310783)	(6, 0.005283787691729054)	(7, 0.005766714523768806)	(8, 0.008152941223259347)	(9, 0.008653622718241737)	(10, 0.009285688718999648)	(11, 0.009573314258670383)	(12, 0.009701147831857377)	(13, 0.010024282697413386)	(14, 0.010375825023677619)	(15, 0.011203192316804547)	(16, 0.011767790598380434)	(17, 0.01308518658872417)	(18, 0.014839347287456799)	(19, 0.01744928274002458)	(20, 0.020638020204522354)	(21, 0.03277155685952113)	(22, 0.07036528017426273)	(23, 0.11184017280826498)	(24, 0.13103651438184513)	(25, 0.14965050301090677)	(26, 0.18795086191076535)	(27, 0.23253282055972924)	(28, 0.3079723834029979)	(29, 0.43075297951651637)	(30, 0.576390928702387)	(31, 0.7440127015438318)	(32, 0.9377764401020169)	(33, 1.1034025888287093)	(34, 1.2411929769939338)	(35, 1.3937765503229644)	(36, 1.5579077564298867)	(37, 1.7410790630764938)	(38, 1.9482227156282508)	(39, 2.1723717843464665)	(40, 2.4161220009533544)
SRR27848292_2 - polya	(1, 0.0034515064760488176)	(2, 0.0072048422221224805)	(3, 0.010272847978610318)	(4, 0.012939598352594539)	(5, 0.016423063221940103)	(6, 0.019530129236901745)	(7, 0.022360222509958234)	(8, 0.027601399010624958)	(9, 0.038144117865963376)	(10, 0.04869748951906737)	(11, 0.05240466314149018)	(12, 0.05707769042799248)	(13, 0.06262069619868406)	(14, 0.06722625576600434)	(15, 0.07224372351359382)	(16, 0.07729670058706858)	(17, 0.08350373075181482)	(18, 0.08850699476905019)	(19, 0.0933859761456871)	(20, 0.09911718134357063)	(21, 0.10410624163045189)	(22, 0.10912015844545285)	(23, 0.11408081127162589)	(24, 0.1200534798855293)	(25, 0.12559293472363234)	(26, 0.13080925469617938)	(27, 0.13555685156704075)	(28, 0.1406453379664008)	(29, 0.14554562493856887)	(30, 0.1508649219561832)	(31, 0.15592855182742354)	(32, 0.16086079719288837)	(33, 0.16532787038925606)	(34, 0.17024591202436679)	(35, 0.17501836542334787)	(36, 0.1799896710472865)	(37, 0.18500713879487599)	(38, 0.1904933296441511)	(39, 0.19594046023495243)	(40, 0.20076972855534994)
SRR27848292_2 - polyg	(1, 7.154202372477489)	(2, 7.171463455790321)	(3, 7.174797781490948)	(4, 7.177883541910379)	(5, 7.18043666244153)	(6, 7.1835863396475546)	(7, 7.18689935975265)	(8, 7.19037217182423)	(9, 7.217803126070606)	(10, 7.222071347042016)	(11, 7.226162021384)	(12, 7.229918908062662)	(13, 7.23542285357488)	(14, 7.237432681419986)	(15, 7.239154883725423)	(16, 7.2411860171660605)	(17, 7.24297213625809)	(18, 7.244729847889411)	(19, 7.24610760973376)	(20, 7.247403700128572)	(21, 7.248525794826547)	(22, 7.249793477760651)	(23, 7.250915572458626)	(24, 7.251899180785648)	(25, 7.252911196573378)	(26, 7.253983578215114)	(27, 7.254952982811782)	(28, 7.256050220981637)	(29, 7.257143908218904)	(30, 7.258450651411482)	(31, 7.259583398907222)	(32, 7.26050309044765)	(33, 7.261493800639849)	(34, 7.262399288449924)	(35, 7.2633615911814156)	(36, 7.264274180856667)	(37, 7.26520807612745)	(38, 7.266134869533055)	(39, 7.267122028792666)	(40, 7.268162452041104)
SRR27848293_1 - illumina_universal_adapter	(1, 0.0013347480379123629)	(2, 0.0016299327001429817)	(3, 0.0018481126678786563)	(4, 0.0025347378604585738)	(5, 0.00289088457249769)	(6, 0.003494088012708085)	(7, 0.004199964378911738)	(8, 0.005146480415412092)	(9, 0.0056694706321902535)	(10, 0.006458768750763429)	(11, 0.006850209281112728)	(12, 0.007090848951409428)	(13, 0.007687635333745244)	(14, 0.008088701450906411)	(15, 0.009234146281518703)	(16, 0.00978601325873247)	(17, 0.011810595018162038)	(18, 0.014236242894752775)	(19, 0.018003055867130455)	(20, 0.02249820490827281)	(21, 0.04085419895850509)	(22, 0.09732109972586007)	(23, 0.15864892183320842)	(24, 0.18562302460899985)	(25, 0.2122859000778742)	(26, 0.25640317296560255)	(27, 0.31791708975131366)	(28, 0.4205611389841367)	(29, 0.5701170898090672)	(30, 0.7675282497336681)	(31, 0.9962289838547145)	(32, 1.2637689607616482)	(33, 1.4907178380829347)	(34, 1.6759109198143378)	(35, 1.870241891959141)	(36, 2.0763224970722978)	(37, 2.31056756919698)	(38, 2.571963213189005)	(39, 2.8490517722133117)	(40, 3.1438931218476402)
SRR27848293_1 - polya	(1, 0.0025924913813297817)	(2, 0.007665175631184219)	(3, 0.011954978820340058)	(4, 0.01580521354508726)	(5, 0.019722827377517536)	(6, 0.023229749505974777)	(7, 0.027105652462220294)	(8, 0.033891691164587234)	(9, 0.0468990674763582)	(10, 0.05963051029952227)	(11, 0.06425079196921892)	(12, 0.06967962293111246)	(13, 0.07640469958367091)	(14, 0.08296934978936489)	(15, 0.09092008449596786)	(16, 0.09665372570690389)	(17, 0.10317666503641311)	(18, 0.10912848621508482)	(19, 0.11453485747441736)	(20, 0.12148773968152335)	(21, 0.1279625510769732)	(22, 0.1333528796916193)	(23, 0.13838064453635168)	(24, 0.1445442286248845)	(25, 0.1499923107604018)	(26, 0.1548917344476426)	(27, 0.15985212018469191)	(28, 0.16527774261764816)	(29, 0.17082849767915873)	(30, 0.17647230007985065)	(31, 0.18252358565557833)	(32, 0.18943475698649956)	(33, 0.19597053043175794)	(34, 0.20258651710044856)	(35, 0.20914154171933066)	(36, 0.2157479028012094)	(37, 0.22464515354431272)	(38, 0.23441191562942146)	(39, 0.24469204234449649)	(40, 0.2532267293176861)
SRR27848293_2 - illumina_universal_adapter	(1, 0.0013187053932259163)	(2, 0.0016491838737667176)	(3, 0.0018962406019379964)	(4, 0.0028780504567485327)	(5, 0.0035807182940148967)	(6, 0.006378555527331196)	(7, 0.007183896290590819)	(8, 0.008894042214166033)	(9, 0.00968013180380192)	(10, 0.01083841075016337)	(11, 0.011284396272446588)	(12, 0.011650168571297572)	(13, 0.012362461995375804)	(14, 0.012895077798965834)	(15, 0.014342124349683323)	(16, 0.015118588352507342)	(17, 0.01730680508773867)	(18, 0.02017522995767533)	(19, 0.02413455466629037)	(20, 0.028835049559419245)	(21, 0.04778141293411276)	(22, 0.1048675597863646)	(23, 0.16685954738373182)	(24, 0.19442722801292178)	(25, 0.22156496576451495)	(26, 0.2674020101626304)	(27, 0.32944854275193153)	(28, 0.4328754730454532)	(29, 0.583089172302528)	(30, 0.7812703791720782)	(31, 1.010673781130391)	(32, 1.276795588247043)	(33, 1.503728422923643)	(34, 1.6892584001934614)	(35, 1.8859733093386706)	(36, 2.0959875709289437)	(37, 2.3334732572802883)	(38, 2.601943707579036)	(39, 2.8898032982458233)	(40, 3.1977418630021672)
SRR27848293_2 - polya	(1, 0.004148627915915109)	(2, 0.00915072452914918)	(3, 0.013864053538027213)	(4, 0.016222322306934874)	(5, 0.019430851244224206)	(6, 0.023143119224667965)	(7, 0.025790155597931668)	(8, 0.031247863320260826)	(9, 0.04390550997786725)	(10, 0.05634818519667528)	(11, 0.06075028689863625)	(12, 0.06511388625334974)	(13, 0.07008710610614821)	(14, 0.07467851101540925)	(15, 0.07945280207409577)	(16, 0.08456719720013497)	(17, 0.0907243642307932)	(18, 0.095479404115856)	(19, 0.10033390839797476)	(20, 0.10559268732619198)	(21, 0.11013917283033096)	(22, 0.11508672445163112)	(23, 0.1196043331953345)	(24, 0.1253443914641451)	(25, 0.13088231240990653)	(26, 0.13583948961801853)	(27, 0.14019667191485746)	(28, 0.14453781156700993)	(29, 0.1489046194506607)	(30, 0.153743081088093)	(31, 0.15848849538634394)	(32, 0.1633397911395254)	(33, 0.16784777429641692)	(34, 0.17290120737264764)	(35, 0.17741239905847644)	(36, 0.1824818747793936)	(37, 0.18752247373987513)	(38, 0.1928261720732144)	(39, 0.19792131602562985)	(40, 0.20245817594295698)
SRR27848293_2 - polyg	(1, 14.761337906513798)	(2, 14.782616870425901)	(3, 14.787086351235546)	(4, 14.790516268669508)	(5, 14.792829618033293)	(6, 14.795473445877619)	(7, 14.797385729124244)	(8, 14.799849879348082)	(9, 14.850634475367498)	(10, 14.855068662358832)	(11, 14.859833327830707)	(12, 14.86528461849516)	(13, 14.874544433008177)	(14, 14.87634120921306)	(15, 14.878099483070695)	(16, 14.880059894251378)	(17, 14.881378599644604)	(18, 14.88310157968393)	(19, 14.884211730696231)	(20, 14.885402094931965)	(21, 14.886396738902524)	(22, 14.887343254939024)	(23, 14.888267311272964)	(24, 14.889095111738785)	(25, 14.889961414551854)	(26, 14.890837342951732)	(27, 14.89176460781461)	(28, 14.892916469703097)	(29, 14.89378918957404)	(30, 14.895120729083015)	(31, 14.89621483745063)	(32, 14.896917505287897)	(33, 14.897803059274588)	(34, 14.898634068269347)	(35, 14.899362404338111)	(36, 14.90004902953069)	(37, 14.900860787351824)	(38, 14.901515327255032)	(39, 14.902307833902542)	(40, 14.903106757607928)
SRR27848294_1 - illumina_universal_adapter	(1, 0.00155923597304337)	(2, 0.0019216170414052618)	(3, 0.0021709618132139032)	(4, 0.0028558287864483044)	(5, 0.0032115606608952994)	(6, 0.003932998200661635)	(7, 0.004574645413449205)	(8, 0.005575349097641218)	(9, 0.005974300732535044)	(10, 0.006546131409216195)	(11, 0.0067954761810248366)	(12, 0.006968355222812161)	(13, 0.007237647576365493)	(14, 0.007523562914706069)	(15, 0.007972383503961624)	(16, 0.008417879496259729)	(17, 0.009684550937047627)	(18, 0.011090855450048363)	(19, 0.01391676286387963)	(20, 0.017766646140605052)	(21, 0.03361167523980484)	(22, 0.08374992195508642)	(23, 0.13731582813349746)	(24, 0.1608207286226587)	(25, 0.1836773327051175)	(26, 0.22081640531677524)	(27, 0.27705196285201744)	(28, 0.3676006855850862)	(29, 0.5013492211832413)	(30, 0.6849866587248694)	(31, 0.9017370819626851)	(32, 1.1561452149375204)	(33, 1.3704154888450795)	(34, 1.5464961175024272)	(35, 1.7266427282387342)	(36, 1.9250579992562211)	(37, 2.1526033888148723)	(38, 2.411921951495859)	(39, 2.69022063820692)	(40, 2.986023327898947)
SRR27848294_1 - polya	(1, 0.002513395299831104)	(2, 0.008467748450621457)	(3, 0.013192000727155847)	(4, 0.01783978727366892)	(5, 0.02263718068326718)	(6, 0.026992402697524776)	(7, 0.03160361867750592)	(8, 0.0397854517897868)	(9, 0.05467632156219886)	(10, 0.0691283445362277)	(11, 0.0745241653981667)	(12, 0.08147257303923416)	(13, 0.08940506137970641)	(14, 0.09673579767088046)	(15, 0.10573215703773624)	(16, 0.11228826223782477)	(17, 0.11993151064299899)	(18, 0.12734536185810927)	(19, 0.13400120496692125)	(20, 0.14173421748994658)	(21, 0.1486660021462268)	(22, 0.15494284120188967)	(23, 0.16096701088878645)	(24, 0.16720063018400247)	(25, 0.17327134422830354)	(26, 0.179056142934264)	(27, 0.18535957876558645)	(28, 0.19198882509873888)	(29, 0.19842192021140181)	(30, 0.20528388833157563)	(31, 0.2118699149042812)	(32, 0.21935690725245532)	(33, 0.2264216757870335)	(34, 0.23380228103256928)	(35, 0.24064762616795585)	(36, 0.24801493302566183)	(37, 0.2577493529170712)	(38, 0.26744387764499117)	(39, 0.2777866987796136)	(40, 0.28582224962576674)
SRR27848294_2 - illumina_universal_adapter	(1, 0.0015492621821710244)	(2, 0.0019249416383627105)	(3, 0.002237453752362874)	(4, 0.003510774387065669)	(5, 0.00421891353900221)	(6, 0.006788826987109939)	(7, 0.007540185899493312)	(8, 0.009777639651856187)	(9, 0.010738448172558817)	(10, 0.01187878492896367)	(11, 0.01224449059428301)	(12, 0.012547028917410828)	(13, 0.012869514822283337)	(14, 0.013301712426751648)	(15, 0.013866893909517902)	(16, 0.014568383867539546)	(17, 0.015928144023136002)	(18, 0.01747740620530703)	(19, 0.020509438630500105)	(20, 0.024502279576395815)	(21, 0.040656496192638315)	(22, 0.09099089412840937)	(23, 0.14485601403299078)	(24, 0.1686335314726628)	(25, 0.1917295065360579)	(26, 0.22946035740614149)	(27, 0.2856427213900645)	(28, 0.3763875953436227)	(29, 0.5097006087403521)	(30, 0.6928493305292353)	(31, 0.9090245984934123)	(32, 1.1603973744460971)	(33, 1.3736370232968471)	(34, 1.5487069744791304)	(35, 1.7292658352381611)	(36, 1.9295395559548618)	(37, 2.1590165363457907)	(38, 2.424412462264993)	(39, 2.7128411959054)	(40, 3.021679630267583)
SRR27848294_2 - polya	(1, 0.0033877642996400724)	(2, 0.007214375397663354)	(3, 0.0104292606555161)	(4, 0.013175377742368604)	(5, 0.016706099711178965)	(6, 0.020206900307372287)	(7, 0.023119247242097216)	(8, 0.02877771126367465)	(9, 0.03847556058855207)	(10, 0.04863220429355739)	(11, 0.05235575288589977)	(12, 0.05712322492288099)	(13, 0.06273846918401159)	(14, 0.06781180414107807)	(15, 0.07313115927299575)	(16, 0.07823441560267928)	(17, 0.08436497239221441)	(18, 0.08967767833021718)	(19, 0.09492721692602844)	(20, 0.10054911038107395)	(21, 0.10532655620892752)	(22, 0.11034004842075992)	(23, 0.11577243984923086)	(24, 0.12174341598480845)	(25, 0.12735201105202415)	(26, 0.1325516806934737)	(27, 0.13728258216392297)	(28, 0.14258863890801085)	(29, 0.14738270772065168)	(30, 0.1528749418943567)	(31, 0.15816105105669986)	(32, 0.16302826100240456)	(33, 0.16754971286453457)	(34, 0.17273940871511176)	(35, 0.17757669728819941)	(36, 0.18253034675479773)	(37, 0.18777656075365157)	(38, 0.19319897839125014)	(39, 0.1982789625422315)	(40, 0.2029134507009148)
SRR27848294_2 - polyg	(1, 3.827924313821473)	(2, 3.8421801855750126)	(3, 3.8449794962131842)	(4, 3.847459645543441)	(5, 3.8489523895773354)	(6, 3.850521599341251)	(7, 3.85189133328772)	(8, 3.853693264838657)	(9, 3.8679857071587285)	(10, 3.870199888732389)	(11, 3.8723442537699433)	(12, 3.874684770027987)	(13, 3.8778298387497334)	(14, 3.878996772281798)	(15, 3.8800107743538197)	(16, 3.881124514334565)	(17, 3.8820088571252462)	(18, 3.883182439851226)	(19, 3.884119976193226)	(20, 3.885074135520014)	(21, 3.886001698071142)	(22, 3.886749732386568)	(23, 3.8875842062228876)	(24, 3.888395407880505)	(25, 3.889160065180718)	(26, 3.8900444079713994)	(27, 3.8909121277772933)	(28, 3.8918529887162516)	(29, 3.8927074101343155)	(30, 3.8938244747120185)	(31, 3.8947221158905294)	(32, 3.8955266683542322)	(33, 3.8964941260688497)	(34, 3.897311976920382)	(35, 3.898259487053255)	(36, 3.8990873116956597)	(37, 3.8999616806954687)	(38, 3.9007130396078518)	(39, 3.9016804973224692)	(40, 3.902667902618832)
SRR27848295_1 - illumina_universal_adapter	(1, 0.006359095250035369)	(2, 0.007321535739925836)	(3, 0.00760740915276459)	(4, 0.00828079985856254)	(5, 0.008747726432865838)	(6, 0.009710166922756305)	(7, 0.010405792227330605)	(8, 0.01159375507623831)	(9, 0.012159149159408288)	(10, 0.012765836068877197)	(11, 0.013089825936761116)	(12, 0.013318524667032119)	(13, 0.01386168415142575)	(14, 0.014398490893311851)	(15, 0.015872327155058312)	(16, 0.016587010687155193)	(17, 0.019553741438170694)	(18, 0.023282801290089538)	(19, 0.026351175921225486)	(20, 0.029991297378038937)	(21, 0.04337017309889257)	(22, 0.08405948885960839)	(23, 0.12794105773035697)	(24, 0.14725021858198784)	(25, 0.16674678533759077)	(26, 0.1989488371082494)	(27, 0.24358002959488625)	(28, 0.3184598055311169)	(29, 0.4296169175565853)	(30, 0.5765939682107495)	(31, 0.7451290505642093)	(32, 0.9441636496963103)	(33, 1.109874938005174)	(34, 1.2476881575922292)	(35, 1.3950050799705462)	(36, 1.551365131308329)	(37, 1.7303028295178655)	(38, 1.9318531146829476)	(39, 2.142414765094958)	(40, 2.368394521572738)
SRR27848295_1 - polya	(1, 0.0023759256978154127)	(2, 0.006829198195592429)	(3, 0.010586845388795146)	(4, 0.014192026761817196)	(5, 0.017838500961138176)	(6, 0.0213229802265172)	(7, 0.02516638944357154)	(8, 0.03127455136455956)	(9, 0.043268529218772125)	(10, 0.05491945897757818)	(11, 0.058975685068634716)	(12, 0.06456927484651298)	(13, 0.07093789921030964)	(14, 0.0765664290719793)	(15, 0.08330351250121258)	(16, 0.08918932843443712)	(17, 0.09562148022330906)	(18, 0.10097684215715504)	(19, 0.10636079143228488)	(20, 0.11272941579608153)	(21, 0.11844370768160284)	(22, 0.1235957818552079)	(23, 0.12805540709549246)	(24, 0.13354417662199652)	(25, 0.13843578835279294)	(26, 0.14291447182060008)	(27, 0.14755515022234916)	(28, 0.1521386539415305)	(29, 0.15708426398364092)	(30, 0.1620425795107664)	(31, 0.16689925115777143)	(32, 0.17255954473197874)	(33, 0.17795619949212366)	(34, 0.18352120192871804)	(35, 0.18902267694023714)	(36, 0.19463214857438424)	(37, 0.2016169889614111)	(38, 0.2094340386169241)	(39, 0.21737496675133391)	(40, 0.2239786425879091)
SRR27848295_2 - illumina_universal_adapter	(1, 0.006336860651259021)	(2, 0.0072961247698957255)	(3, 0.007632820122794701)	(4, 0.008588907870177642)	(5, 0.009468762707470248)	(6, 0.01309300230801488)	(7, 0.013896624235217153)	(8, 0.015735743191146463)	(9, 0.01656795245963261)	(10, 0.017517687464508023)	(11, 0.01793696847000486)	(12, 0.01834354399048664)	(13, 0.01899152372625448)	(14, 0.01975067645590406)	(15, 0.021504033387981743)	(16, 0.022822227458293768)	(17, 0.02599859871205769)	(18, 0.030321639988430387)	(19, 0.03372670997246531)	(20, 0.037566942818265885)	(21, 0.05132698308957119)	(22, 0.0924927545383516)	(23, 0.13672690061826795)	(24, 0.15647440070291826)	(25, 0.17630766281142018)	(26, 0.21076493817225117)	(27, 0.2556534167304429)	(28, 0.331025530211007)	(29, 0.44261780509824106)	(30, 0.589960138446588)	(31, 0.7586762739615124)	(32, 0.9565006756459294)	(33, 1.12233584243369)	(34, 1.260123651050715)	(35, 1.4086952400742687)	(36, 1.5678092052890646)	(37, 1.7491005945976406)	(38, 1.9570417387252956)	(39, 2.177088033701045)	(40, 2.415471519924773)
SRR27848295_2 - polya	(1, 0.004824907934467396)	(2, 0.01059002176004891)	(3, 0.01729851784799831)	(4, 0.02014137012011702)	(5, 0.02370525866684014)	(6, 0.02854287208632259)	(7, 0.031325373304619784)	(8, 0.037239776579128206)	(9, 0.051584269161126066)	(10, 0.06511878707341413)	(11, 0.0696292342537589)	(12, 0.0748670704512156)	(13, 0.08040030917527236)	(14, 0.08457406100271815)	(15, 0.0898436609127125)	(16, 0.09505290976888532)	(17, 0.10160576366540029)	(18, 0.10621467835461174)	(19, 0.11065206899611993)	(20, 0.1163600081391337)	(21, 0.1210006865408828)	(22, 0.1258859455291717)	(23, 0.13045039102083045)	(24, 0.13599633522990226)	(25, 0.14166298154661708)	(26, 0.14699928525294048)	(27, 0.1514970269482702)	(28, 0.1563378167390064)	(29, 0.16088320400314257)	(30, 0.16609562923056917)	(31, 0.1706886620635118)	(32, 0.17560250839308458)	(33, 0.18023683405232616)	(34, 0.18499186181921073)	(35, 0.18933078495185224)	(36, 0.19413663465879705)	(37, 0.19869790377920205)	(38, 0.2035513990549533)	(39, 0.2082905449655691)	(40, 0.2124007693679396)
SRR27848295_2 - polyg	(1, 21.71451880548366)	(2, 21.749052313754582)	(3, 21.755255766813185)	(4, 21.76014737854398)	(5, 21.76344445190539)	(6, 21.76757373453528)	(7, 21.770064009598233)	(8, 21.773180029798173)	(9, 21.847697699411476)	(10, 21.853951974410137)	(11, 21.860288835061397)	(12, 21.867788247591534)	(13, 21.880211035565004)	(14, 21.882625077717865)	(15, 21.884839008481737)	(16, 21.887478572993615)	(17, 21.889022289422943)	(18, 21.89124892567183)	(19, 21.892738643789848)	(20, 21.894006015920098)	(21, 21.89525750619408)	(22, 21.896416881701708)	(23, 21.897395204047864)	(24, 21.898316351711458)	(25, 21.89915491372245)	(26, 21.900349229313868)	(27, 21.901410137312624)	(28, 21.902706096784158)	(29, 21.903814650351723)	(30, 21.905278957499707)	(31, 21.906565387857484)	(32, 21.907362657042178)	(33, 21.908306039304545)	(34, 21.909074721147956)	(35, 21.909814815650083)	(36, 21.91046279538585)	(37, 21.91118700803171)	(38, 21.911819105911206)	(39, 21.91254014218581)	(40, 21.913235767490388)
SRR27848296_1 - illumina_universal_adapter	(1, 0.001376271858568783)	(2, 0.0016602018695056093)	(3, 0.0018258277092187579)	(4, 0.002117644664903829)	(5, 0.002310874811235836)	(6, 0.0027762045513823014)	(7, 0.0032218169296581536)	(8, 0.003978963625489691)	(9, 0.004223458912685291)	(10, 0.0046690712909611435)	(11, 0.004917510050530866)	(12, 0.005158061865352344)	(13, 0.005568182992261093)	(14, 0.005899434671687391)	(15, 0.006727563870253134)	(16, 0.007200780555147845)	(17, 0.009243499244943344)	(18, 0.012122234078052832)	(19, 0.014606621673750063)	(20, 0.017934912357509526)	(21, 0.030628949929810134)	(22, 0.07075378133650746)	(23, 0.1139545211950204)	(24, 0.1331079665161338)	(25, 0.15133075235695428)	(26, 0.1820464586789951)	(27, 0.22559028063405673)	(28, 0.29928589236165964)	(29, 0.4099357837071653)	(30, 0.5606710717356271)	(31, 0.7375870728558888)	(32, 0.9433535178652313)	(33, 1.1171305149756912)	(34, 1.261402451782966)	(35, 1.4116842404884038)	(36, 1.5738950331255623)	(37, 1.7573611418592416)	(38, 1.968179174979835)	(39, 2.193355391014609)	(40, 2.439345254240002)
