Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR27848294_2	(22.0, 126.0)	(23.0, 6427.0)	(24.0, 40830.0)	(25.0, 66940.0)	(26.0, 98229.0)	(27.0, 133274.0)	(28.0, 200560.0)	(29.0, 284676.0)	(30.0, 444630.0)	(31.0, 767922.0)	(32.0, 2175122.0)	(33.0, 14386163.0)	(34.0, 10124593.0)			
SRR27848295_1	(22.0, 11.0)	(23.0, 1242.0)	(24.0, 10620.0)	(25.0, 26746.0)	(26.0, 57590.0)	(27.0, 100184.0)	(28.0, 173384.0)	(29.0, 257355.0)	(30.0, 395922.0)	(31.0, 629130.0)	(32.0, 1650073.0)	(33.0, 11742688.0)	(34.0, 9363314.0)			
SRR27848295_2	(22.0, 28.0)	(23.0, 3767.0)	(24.0, 29904.0)	(25.0, 52177.0)	(26.0, 79350.0)	(27.0, 109227.0)	(28.0, 166556.0)	(29.0, 237268.0)	(30.0, 372972.0)	(31.0, 648268.0)	(32.0, 1850092.0)	(33.0, 12206126.0)	(34.0, 8652524.0)			
SRR27848296_1	(22.0, 9.0)	(23.0, 990.0)	(24.0, 8717.0)	(25.0, 22600.0)	(26.0, 49301.0)	(27.0, 85860.0)	(28.0, 150233.0)	(29.0, 222689.0)	(30.0, 344280.0)	(31.0, 548064.0)	(32.0, 1441356.0)	(33.0, 10407070.0)	(34.0, 8259146.0)			
SRR27848296_2	(22.0, 28.0)	(23.0, 3445.0)	(24.0, 27607.0)	(25.0, 48714.0)	(26.0, 73645.0)	(27.0, 101561.0)	(28.0, 153911.0)	(29.0, 217743.0)	(30.0, 341237.0)	(31.0, 590977.0)	(32.0, 1682401.0)	(33.0, 10865895.0)	(34.0, 7433151.0)			
SRR27848297_1	(22.0, 14.0)	(23.0, 1235.0)	(24.0, 10042.0)	(25.0, 25061.0)	(26.0, 53716.0)	(27.0, 93477.0)	(28.0, 161828.0)	(29.0, 239646.0)	(30.0, 370104.0)	(31.0, 583297.0)	(32.0, 1523322.0)	(33.0, 11132580.0)	(34.0, 9114707.0)			
SRR27848297_2	(21.0, 1.0)	(22.0, 51.0)	(23.0, 4086.0)	(24.0, 30641.0)	(25.0, 52175.0)	(26.0, 77096.0)	(27.0, 105718.0)	(28.0, 161161.0)	(29.0, 228128.0)	(30.0, 357130.0)	(31.0, 616254.0)	(32.0, 1746151.0)	(33.0, 11637348.0)	(34.0, 8293089.0)		
SRR27848298_1	(22.0, 19.0)	(23.0, 1706.0)	(24.0, 13675.0)	(25.0, 33795.0)	(26.0, 73872.0)	(27.0, 127197.0)	(28.0, 220263.0)	(29.0, 328328.0)	(30.0, 505521.0)	(31.0, 799808.0)	(32.0, 2075517.0)	(33.0, 15149090.0)	(34.0, 12604258.0)			
SRR27848298_2	(22.0, 77.0)	(23.0, 5508.0)	(24.0, 41723.0)	(25.0, 71962.0)	(26.0, 107443.0)	(27.0, 147082.0)	(28.0, 221094.0)	(29.0, 313153.0)	(30.0, 489168.0)	(31.0, 843881.0)	(32.0, 2394385.0)	(33.0, 15969809.0)	(34.0, 11327764.0)			
SRR27848299_1	(22.0, 14.0)	(23.0, 1569.0)	(24.0, 14127.0)	(25.0, 35923.0)	(26.0, 77748.0)	(27.0, 135122.0)	(28.0, 234689.0)	(29.0, 345753.0)	(30.0, 533284.0)	(31.0, 849742.0)	(32.0, 2243357.0)	(33.0, 16031827.0)	(34.0, 12357542.0)			
SRR27848299_2	(21.0, 1.0)	(22.0, 46.0)	(23.0, 4848.0)	(24.0, 38217.0)	(25.0, 67574.0)	(26.0, 103475.0)	(27.0, 143954.0)	(28.0, 220201.0)	(29.0, 314666.0)	(30.0, 495459.0)	(31.0, 860240.0)	(32.0, 2450354.0)	(33.0, 16386274.0)	(34.0, 11775388.0)		
SRR27848300_1	(22.0, 21.0)	(23.0, 1661.0)	(24.0, 13532.0)	(25.0, 33636.0)	(26.0, 72663.0)	(27.0, 125595.0)	(28.0, 217219.0)	(29.0, 321360.0)	(30.0, 495033.0)	(31.0, 785959.0)	(32.0, 2079088.0)	(33.0, 15201172.0)	(34.0, 12011193.0)			
SRR27848300_2	(22.0, 62.0)	(23.0, 5287.0)	(24.0, 40045.0)	(25.0, 69031.0)	(26.0, 103915.0)	(27.0, 142071.0)	(28.0, 214591.0)	(29.0, 305088.0)	(30.0, 474540.0)	(31.0, 818653.0)	(32.0, 2324472.0)	(33.0, 15578577.0)	(34.0, 11281800.0)			
SRR27848301_1	(21.0, 1.0)	(22.0, 14.0)	(23.0, 1428.0)	(24.0, 13751.0)	(25.0, 36545.0)	(26.0, 80474.0)	(27.0, 141407.0)	(28.0, 244821.0)	(29.0, 357048.0)	(30.0, 530914.0)	(31.0, 790841.0)	(32.0, 1761756.0)	(33.0, 13130811.0)	(34.0, 14321297.0)		
SRR27848301_2	(20.0, 13.0)	(21.0, 45.0)	(22.0, 335.0)	(23.0, 6248.0)	(24.0, 41400.0)	(25.0, 72270.0)	(26.0, 112496.0)	(27.0, 155527.0)	(28.0, 237672.0)	(29.0, 327959.0)	(30.0, 494829.0)	(31.0, 776475.0)	(32.0, 1787932.0)	(33.0, 13394474.0)	(34.0, 14003433.0)	
SRR27848302_1	(22.0, 14.0)	(23.0, 1422.0)	(24.0, 13985.0)	(25.0, 36584.0)	(26.0, 80615.0)	(27.0, 140115.0)	(28.0, 242344.0)	(29.0, 352033.0)	(30.0, 523980.0)	(31.0, 775639.0)	(32.0, 1696273.0)	(33.0, 12593807.0)	(34.0, 14527086.0)			
SRR27848302_2	(20.0, 18.0)	(21.0, 55.0)	(22.0, 329.0)	(23.0, 6138.0)	(24.0, 40614.0)	(25.0, 69769.0)	(26.0, 107070.0)	(27.0, 148949.0)	(28.0, 228148.0)	(29.0, 315459.0)	(30.0, 474156.0)	(31.0, 745916.0)	(32.0, 1679086.0)	(33.0, 12759237.0)	(34.0, 14408953.0)	
SRR27848303_1	(22.0, 12.0)	(23.0, 1594.0)	(24.0, 15627.0)	(25.0, 40338.0)	(26.0, 89265.0)	(27.0, 156066.0)	(28.0, 269448.0)	(29.0, 391118.0)	(30.0, 580821.0)	(31.0, 860442.0)	(32.0, 1893930.0)	(33.0, 14526443.0)	(34.0, 16020028.0)			
SRR27848303_2	(20.0, 14.0)	(21.0, 21.0)	(22.0, 320.0)	(23.0, 5875.0)	(24.0, 38101.0)	(25.0, 65479.0)	(26.0, 102687.0)	(27.0, 145764.0)	(28.0, 226395.0)	(29.0, 322815.0)	(30.0, 497510.0)	(31.0, 803647.0)	(32.0, 1934768.0)	(33.0, 15084386.0)	(34.0, 15617350.0)	
SRR27848304_1	(22.0, 14.0)	(23.0, 1516.0)	(24.0, 14355.0)	(25.0, 37033.0)	(26.0, 82287.0)	(27.0, 143360.0)	(28.0, 247310.0)	(29.0, 359931.0)	(30.0, 534220.0)	(31.0, 790650.0)	(32.0, 1750338.0)	(33.0, 13069735.0)	(34.0, 14205601.0)			
SRR27848304_2	(20.0, 9.0)	(21.0, 33.0)	(22.0, 319.0)	(23.0, 5481.0)	(24.0, 36257.0)	(25.0, 64032.0)	(26.0, 101579.0)	(27.0, 143714.0)	(28.0, 222283.0)	(29.0, 312061.0)	(30.0, 478323.0)	(31.0, 762240.0)	(32.0, 1780154.0)	(33.0, 13493490.0)	(34.0, 13836375.0)	
SRR27848305_1	(22.0, 20.0)	(23.0, 1623.0)	(24.0, 15794.0)	(25.0, 40488.0)	(26.0, 89700.0)	(27.0, 154795.0)	(28.0, 266146.0)	(29.0, 386201.0)	(30.0, 569312.0)	(31.0, 843889.0)	(32.0, 1862727.0)	(33.0, 13917173.0)	(34.0, 14765747.0)			
SRR27848305_2	(19.0, 1.0)	(20.0, 17.0)	(21.0, 39.0)	(22.0, 328.0)	(23.0, 6075.0)	(24.0, 39153.0)	(25.0, 67911.0)	(26.0, 107815.0)	(27.0, 151541.0)	(28.0, 234266.0)	(29.0, 328872.0)	(30.0, 500665.0)	(31.0, 798809.0)	(32.0, 1875931.0)	(33.0, 14205776.0)	(34.0, 14596416.0)
SRR27848306_1	(22.0, 23.0)	(23.0, 2089.0)	(24.0, 17738.0)	(25.0, 44377.0)	(26.0, 96352.0)	(27.0, 165845.0)	(28.0, 286951.0)	(29.0, 414965.0)	(30.0, 615692.0)	(31.0, 914595.0)	(32.0, 2056426.0)	(33.0, 15741002.0)	(34.0, 16274789.0)			
SRR27848306_2	(20.0, 11.0)	(21.0, 32.0)	(22.0, 387.0)	(23.0, 7847.0)	(24.0, 46764.0)	(25.0, 76990.0)	(26.0, 118407.0)	(27.0, 164327.0)	(28.0, 253278.0)	(29.0, 354418.0)	(30.0, 540956.0)	(31.0, 860629.0)	(32.0, 2053203.0)	(33.0, 16086562.0)	(34.0, 16067033.0)	
SRR27848307_1	(22.0, 17.0)	(23.0, 1755.0)	(24.0, 16034.0)	(25.0, 40792.0)	(26.0, 89854.0)	(27.0, 155470.0)	(28.0, 269741.0)	(29.0, 391427.0)	(30.0, 579121.0)	(31.0, 860830.0)	(32.0, 1913507.0)	(33.0, 14665750.0)	(34.0, 15495908.0)			
SRR27848307_2	(20.0, 16.0)	(21.0, 31.0)	(22.0, 341.0)	(23.0, 7368.0)	(24.0, 45242.0)	(25.0, 77096.0)	(26.0, 117775.0)	(27.0, 164248.0)	(28.0, 250139.0)	(29.0, 347954.0)	(30.0, 524905.0)	(31.0, 821639.0)	(32.0, 1912957.0)	(33.0, 14996603.0)	(34.0, 15213892.0)	
SRR27848308_1	(22.0, 17.0)	(23.0, 1627.0)	(24.0, 14829.0)	(25.0, 37894.0)	(26.0, 83681.0)	(27.0, 143636.0)	(28.0, 248001.0)	(29.0, 360816.0)	(30.0, 534009.0)	(31.0, 790394.0)	(32.0, 1713624.0)	(33.0, 12802309.0)	(34.0, 15121988.0)			
SRR27848308_2	(19.0, 1.0)	(20.0, 7.0)	(21.0, 37.0)	(22.0, 296.0)	(23.0, 6055.0)	(24.0, 38825.0)	(25.0, 67023.0)	(26.0, 104048.0)	(27.0, 146441.0)	(28.0, 224550.0)	(29.0, 315073.0)	(30.0, 478042.0)	(31.0, 758655.0)	(32.0, 1724970.0)	(33.0, 13128534.0)	(34.0, 14860268.0)
SRR27848309_1	(22.0, 8.0)	(23.0, 1480.0)	(24.0, 13881.0)	(25.0, 36469.0)	(26.0, 81761.0)	(27.0, 142116.0)	(28.0, 246361.0)	(29.0, 358577.0)	(30.0, 532976.0)	(31.0, 785794.0)	(32.0, 1732469.0)	(33.0, 13257699.0)	(34.0, 14795829.0)			
SRR27848309_2	(20.0, 3.0)	(21.0, 35.0)	(22.0, 280.0)	(23.0, 6013.0)	(24.0, 39527.0)	(25.0, 68798.0)	(26.0, 107743.0)	(27.0, 149813.0)	(28.0, 229178.0)	(29.0, 319723.0)	(30.0, 482077.0)	(31.0, 758123.0)	(32.0, 1754447.0)	(33.0, 13725156.0)	(34.0, 14344504.0)	
SRR27848310_1	(22.0, 13.0)	(23.0, 1679.0)	(24.0, 14934.0)	(25.0, 38390.0)	(26.0, 84542.0)	(27.0, 147699.0)	(28.0, 257217.0)	(29.0, 375228.0)	(30.0, 558143.0)	(31.0, 826280.0)	(32.0, 1833706.0)	(33.0, 13873882.0)	(34.0, 15376540.0)			
SRR27848310_2	(20.0, 7.0)	(21.0, 32.0)	(22.0, 346.0)	(23.0, 7296.0)	(24.0, 46251.0)	(25.0, 78427.0)	(26.0, 121305.0)	(27.0, 167513.0)	(28.0, 252546.0)	(29.0, 348166.0)	(30.0, 519809.0)	(31.0, 809307.0)	(32.0, 1858907.0)	(33.0, 14402391.0)	(34.0, 14775950.0)	
SRR27848311_1	(21.0, 1.0)	(22.0, 10.0)	(23.0, 1315.0)	(24.0, 13514.0)	(25.0, 34644.0)	(26.0, 77056.0)	(27.0, 133813.0)	(28.0, 229615.0)	(29.0, 333940.0)	(30.0, 495555.0)	(31.0, 738777.0)	(32.0, 1664593.0)	(33.0, 12477175.0)	(34.0, 13264287.0)		
SRR27848311_2	(20.0, 14.0)	(21.0, 42.0)	(22.0, 270.0)	(23.0, 5648.0)	(24.0, 35966.0)	(25.0, 60908.0)	(26.0, 94909.0)	(27.0, 132169.0)	(28.0, 204135.0)	(29.0, 284220.0)	(30.0, 432383.0)	(31.0, 684622.0)	(32.0, 1604504.0)	(33.0, 12624644.0)	(34.0, 13299861.0)	
