Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
SRR27848305_1 - polya	(1, 0.0019505605810847578)	(2, 0.007616908686572411)	(3, 0.013131343974218572)	(4, 0.01800166891421681)	(5, 0.02257120647488889)	(6, 0.026700196863820642)	(7, 0.031771046723369646)	(8, 0.04001991273216266)	(9, 0.056396114495475505)	(10, 0.07269332159351077)	(11, 0.07825636898286621)	(12, 0.08456075092328813)	(13, 0.0926121302688872)	(14, 0.10059970623099286)	(15, 0.11012160165329758)	(16, 0.11740430214061871)	(17, 0.12535845728279923)	(18, 0.13275357325532305)	(19, 0.13990866697565735)	(20, 0.14750430786773194)	(21, 0.154556100871934)	(22, 0.1612038057806777)	(23, 0.16728031849433736)	(24, 0.17452959816173338)	(25, 0.1805605370300406)	(26, 0.18587748565449283)	(27, 0.1908723791051211)	(28, 0.19590980814474496)	(29, 0.20129359840904745)	(30, 0.20689310487468485)	(31, 0.21267794497808887)	(32, 0.21821668631658966)	(33, 0.2230383991548786)	(34, 0.22722511641459014)	(35, 0.2305732749198166)	(36, 0.233155792823122)	(37, 0.23537068170725092)	(38, 0.23633077071600916)	(39, 0.23633077071600916)	(40, 0.23633077071600916)
SRR27848305_2 - illumina_universal_adapter	(1, 3.949733263878793e-05)	(2, 5.165035806610729e-05)	(3, 5.468861442293713e-05)	(4, 7.595640892074602e-05)	(5, 7.899466527757586e-05)	(6, 0.00010633897248904442)	(7, 0.00012456851063002348)	(8, 0.0001701423559824711)	(9, 0.00018533363776662029)	(10, 0.0002521752776168768)	(11, 0.0003038256356829841)	(12, 0.0003645907628195809)	(13, 0.0004253558899561777)	(14, 0.00048004450437911486)	(15, 0.0009843950596128683)	(16, 0.0016862322780405617)	(17, 0.0031172510221074167)	(18, 0.0049310900671348315)	(19, 0.007978461193035162)	(20, 0.011530182874169246)	(21, 0.020450503537821657)	(22, 0.046846874765959313)	(23, 0.07815306826673399)	(24, 0.09008126272364794)	(25, 0.10102506212094904)	(26, 0.11829451125316985)	(27, 0.14389485931581808)	(28, 0.18881244129519045)	(29, 0.2563619948765883)	(30, 0.35485315119594124)	(31, 0.47885046963088074)	(32, 0.4789628851160834)	(33, 0.4789993441923654)	(34, 0.47905707106314516)	(35, 0.4791056831648544)	(36, 0.4791542952665637)	(37, 0.47919986911191614)	(38, 0.4792727872644801)	(39, 0.4793396289043303)	(40, 0.4793882410060396)
SRR27848305_2 - polya	(1, 0.001813839045027415)	(2, 0.0038069352151077905)	(3, 0.005356445957091009)	(4, 0.007404230741594322)	(5, 0.010017131208467984)	(6, 0.012119604607394235)	(7, 0.014237269288104634)	(8, 0.018724773927142307)	(9, 0.025229680787115)	(10, 0.03149760365125496)	(11, 0.03434748811396135)	(12, 0.03794782189680471)	(13, 0.042256069410789424)	(14, 0.04629087385265945)	(15, 0.05014034465676286)	(16, 0.05443340088896343)	(17, 0.05954070982479439)	(18, 0.06408897959096867)	(19, 0.06803871285484746)	(20, 0.07204617298950601)	(21, 0.07585614646097064)	(22, 0.07974207634135601)	(23, 0.08350343771111135)	(24, 0.08809728132263807)	(25, 0.09199232597209392)	(26, 0.09556531544772581)	(27, 0.09897727733644572)	(28, 0.10267787357906447)	(29, 0.1061840214148461)	(30, 0.10997576534816975)	(31, 0.1132905030334711)	(32, 0.11640775405557852)	(33, 0.11901457800973853)	(34, 0.1212112373557265)	(35, 0.12305849722067905)	(36, 0.1246626965770852)	(37, 0.1258354635308215)	(38, 0.12635500536783942)	(39, 0.12635500536783942)	(40, 0.12635500536783942)
SRR27848306_1 - polya	(1, 0.0019027680607086204)	(2, 0.008107921291685225)	(3, 0.014384052958211938)	(4, 0.02008962720050895)	(5, 0.02524375359737821)	(6, 0.02983278244967547)	(7, 0.035128865717644946)	(8, 0.04366811750228851)	(9, 0.060350779796392355)	(10, 0.07774595638582611)	(11, 0.08381188268553136)	(12, 0.09086877714310923)	(13, 0.09985573905968424)	(14, 0.10807558788435233)	(15, 0.1183319718213427)	(16, 0.1260959206945928)	(17, 0.13494092574006758)	(18, 0.14271852431246193)	(19, 0.1499282954004554)	(20, 0.15797615801590595)	(21, 0.16566639851377707)	(22, 0.17297990731526688)	(23, 0.179321557537686)	(24, 0.18678794296959142)	(25, 0.19330430934105694)	(26, 0.19918186979257152)	(27, 0.20462809975112778)	(28, 0.21057117875853476)	(29, 0.21639414041347232)	(30, 0.22214066375320207)	(31, 0.2284222552993865)	(32, 0.234155128939972)	(33, 0.23932017509615666)	(34, 0.2436307500859112)	(35, 0.24713053294649723)	(36, 0.24993145121089758)	(37, 0.25204442463842763)	(38, 0.2530490424954446)	(39, 0.2530490424954446)	(40, 0.2530490424954446)
SRR27848306_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 5.459879657700489e-06)	(4, 2.1839518630801955e-05)	(5, 2.1839518630801955e-05)	(6, 4.367903726160391e-05)	(7, 4.640897709045415e-05)	(8, 5.732873640585513e-05)	(9, 6.278861606355562e-05)	(10, 7.916825503665709e-05)	(11, 0.00011465747281171026)	(12, 0.0001719862092175654)	(13, 0.0001910957880195171)	(14, 0.0002211251261368698)	(15, 0.0003740017565524835)	(16, 0.0005104987479949957)	(17, 0.0008544711664301265)	(18, 0.0014495980491194798)	(19, 0.0023859674104151135)	(20, 0.0034561038233244094)	(21, 0.006262481967382461)	(22, 0.014222986508309773)	(23, 0.023881513622781937)	(24, 0.02735399708507945)	(25, 0.030881079343953965)	(26, 0.03646926617361041)	(27, 0.04479285271177481)	(28, 0.05912776675306744)	(29, 0.08134128714042188)	(30, 0.11412513454508447)	(31, 0.15506877209818043)	(32, 0.1551151810752709)	(33, 0.15513429065407283)	(34, 0.1551534002328748)	(35, 0.15519434933030754)	(36, 0.15523256848791145)	(37, 0.1552571379463711)	(38, 0.1552844373446596)	(39, 0.15531446668277696)	(40, 0.155349955900552)
SRR27848306_2 - polya	(1, 0.0018863884217355188)	(2, 0.0037809666629575883)	(3, 0.005438040139069687)	(4, 0.0075592033860863266)	(5, 0.010240004298017266)	(6, 0.012672380685522833)	(7, 0.015014669058676345)	(8, 0.019598238031315905)	(9, 0.026488606159333922)	(10, 0.03332437549077493)	(11, 0.03645288653463731)	(12, 0.03984347180206932)	(13, 0.044317843181554864)	(14, 0.04863114811113825)	(15, 0.05291988358226199)	(16, 0.05787472437162518)	(17, 0.06330730463103716)	(18, 0.06790179336299212)	(19, 0.07217960907480046)	(20, 0.07639190623071639)	(21, 0.08067245188235357)	(22, 0.08476736162562894)	(23, 0.0889387096841121)	(24, 0.0937788930006636)	(25, 0.09813314702767974)	(26, 0.10193049332961042)	(27, 0.10549033486643114)	(28, 0.10928222128870413)	(29, 0.11297855981696736)	(30, 0.11672676720197875)	(31, 0.12022655006256476)	(32, 0.12350247785718506)	(33, 0.126237877565693)	(34, 0.12879856112515453)	(35, 0.13071224894517855)	(36, 0.1324430307966696)	(37, 0.1337042629975984)	(38, 0.13426117072268387)	(39, 0.13426117072268387)	(40, 0.13426117072268387)
SRR27848307_1 - illumina_universal_adapter	(1, 0.0001305096611081732)	(2, 0.00015951180802110056)	(3, 0.00018851395493402795)	(4, 0.00023491738999471175)	(5, 0.0002523186781424682)	(6, 0.00031322318665961567)	(7, 0.00032482404542478663)	(8, 0.00033642490418995754)	(9, 0.00035092597764642126)	(10, 0.00040022962739839777)	(11, 0.00043503220369391066)	(12, 0.00048433585344588717)	(13, 0.0005945440117150112)	(14, 0.0006902510965276715)	(15, 0.0008178605429445521)	(16, 0.0009628712775091889)	(17, 0.001458807989720247)	(18, 0.002178061233160846)	(19, 0.0034570559120209433)	(20, 0.004808555958163359)	(21, 0.008219208435123618)	(22, 0.0182104480466271)	(23, 0.029849009602784856)	(24, 0.03426893679231499)	(25, 0.038210328557781816)	(26, 0.04493882664158097)	(27, 0.055359298027395774)	(28, 0.07211673851368522)	(29, 0.09818966858840693)	(30, 0.13700034158728633)	(31, 0.18653020808518372)	(32, 0.18655921023209665)	(33, 0.1866143143112312)	(34, 0.1866607177462919)	(35, 0.18670712118135258)	(36, 0.18675932504579584)	(37, 0.1867796265486349)	(38, 0.18691593663912565)	(39, 0.18694783900072987)	(40, 0.18700004286517313)
SRR27848307_1 - polya	(1, 0.0019257425550183779)	(2, 0.00792338653661176)	(3, 0.01372961634857982)	(4, 0.018955803222289333)	(5, 0.02393257163254767)	(6, 0.02831769624578229)	(7, 0.03351778118727017)	(8, 0.04146726965610356)	(9, 0.05812610284288905)	(10, 0.07468052830078799)	(11, 0.08057956498287742)	(12, 0.08683822828668715)	(13, 0.09515894423600602)	(14, 0.10276620737126686)	(15, 0.1125747334572189)	(16, 0.12009499015174098)	(17, 0.12849691211241604)	(18, 0.13603747030977714)	(19, 0.14293708106036257)	(20, 0.15104318112252577)	(21, 0.15824151398631436)	(22, 0.16452917943703702)	(23, 0.17077334166739028)	(24, 0.17805868097191763)	(25, 0.18408242688573265)	(26, 0.18979584982757933)	(27, 0.19517574807992735)	(28, 0.20054114525881894)	(29, 0.20648368516127774)	(30, 0.21238852227274976)	(31, 0.21862688407372044)	(32, 0.22438381023593654)	(33, 0.22925617091730832)	(34, 0.23362679445708648)	(35, 0.2372926658268805)	(36, 0.23990285904904396)	(37, 0.24202291598837897)	(38, 0.24297708662181428)	(39, 0.24297708662181428)	(40, 0.24297708662181428)
SRR27848307_2 - illumina_universal_adapter	(1, 0.0001305096611081732)	(2, 0.00014791094925592962)	(3, 0.00016821245209497877)	(4, 0.00020011481369919888)	(5, 0.00020301502839049164)	(6, 0.00022911696061212627)	(7, 0.0002552188928337609)	(8, 0.0002842210397466883)	(9, 0.0003016223278944447)	(10, 0.00035092597764642126)	(11, 0.00041763091554615424)	(12, 0.0004872360681371799)	(13, 0.000585843367641133)	(14, 0.0006757500230712078)	(15, 0.0008613637633139431)	(16, 0.001017975356643751)	(17, 0.0015516148598416146)	(18, 0.0022940698208125557)	(19, 0.003558563426216189)	(20, 0.004924564545815069)	(21, 0.008384520672527304)	(22, 0.018384460928104664)	(23, 0.029930215614141054)	(24, 0.03436754409181894)	(25, 0.03832053671605094)	(26, 0.04517374403157568)	(27, 0.05553621112356463)	(28, 0.07264747780219179)	(29, 0.09914673943653353)	(30, 0.1380212171586214)	(31, 0.18767869310293564)	(32, 0.18771639589392244)	(33, 0.1877366973967615)	(34, 0.18775989911429183)	(35, 0.18778890126120476)	(36, 0.1878150031934264)	(37, 0.18782080362280898)	(38, 0.18784110512564803)	(39, 0.18785850641379578)	(40, 0.1878962092047826)
SRR27848307_2 - polya	(1, 0.0016821245209497878)	(2, 0.0033207458215301845)	(3, 0.004962267336801874)	(4, 0.006885109677128959)	(5, 0.009266185938680296)	(6, 0.011539954256653802)	(7, 0.01376151871018404)	(8, 0.017842120780832922)	(9, 0.024370504050932874)	(10, 0.030707473151407507)	(11, 0.03354098290480051)	(12, 0.03687913001447845)	(13, 0.04130775784808246)	(14, 0.04538255948934876)	(15, 0.04919054137901612)	(16, 0.053503160624968425)	(17, 0.05833491830066213)	(18, 0.06259823389686245)	(19, 0.06652802480356411)	(20, 0.07103495843383302)	(21, 0.07499375148744761)	(22, 0.07902214969365322)	(23, 0.08287073458899868)	(24, 0.08726455984630718)	(25, 0.09108124238004843)	(26, 0.09474131332045986)	(27, 0.09832307846420639)	(28, 0.1021919648623909)	(29, 0.10575052828860709)	(30, 0.1092626882797626)	(31, 0.11255153173968856)	(32, 0.11563736017122403)	(33, 0.11814604587919225)	(34, 0.12055902450234782)	(35, 0.12249926813082265)	(36, 0.1241987939399202)	(37, 0.12532987766952436)	(38, 0.1258374152405006)	(39, 0.1258374152405006)	(40, 0.1258374152405006)
SRR27848308_1 - polya	(1, 0.0018616873071697721)	(2, 0.007161060282722176)	(3, 0.012325437382712523)	(4, 0.01705029302738454)	(5, 0.02139527655710286)	(6, 0.025209694901472634)	(7, 0.029642582722254618)	(8, 0.03679108524911056)	(9, 0.05147424129570925)	(10, 0.06612600295264234)	(11, 0.07083516140248157)	(12, 0.07690369692484104)	(13, 0.08424370522865711)	(14, 0.09089931583776321)	(15, 0.09856896523306802)	(16, 0.10478819382582236)	(17, 0.1119209991578455)	(18, 0.11815906438439919)	(19, 0.1239073771321696)	(20, 0.1309805331238281)	(21, 0.1376298648550011)	(22, 0.14334992265207247)	(23, 0.14820663473333998)	(24, 0.1544729549105927)	(25, 0.1594615234284557)	(26, 0.16396661834546858)	(27, 0.1683335779479528)	(28, 0.17271623474526984)	(29, 0.17744109038994185)	(30, 0.18229780247120939)	(31, 0.18724869772147368)	(32, 0.19181658141781774)	(33, 0.19598575636540871)	(34, 0.19980017470977848)	(35, 0.20266962192521384)	(36, 0.20484211369007302)	(37, 0.20675403202070775)	(38, 0.20748238186094953)	(39, 0.20748238186094953)	(40, 0.20748238186094953)
SRR27848308_2 - illumina_universal_adapter	(1, 0.00020720297179292575)	(2, 0.00021662128869260418)	(3, 0.0002323184835254016)	(4, 0.0002511551173247585)	(5, 0.000254294556291318)	(6, 0.0002951072628565912)	(7, 0.00031708333562250756)	(8, 0.0003673143590874593)	(9, 0.00038615099288681615)	(10, 0.0004583580891176842)	(11, 0.0005117285515491955)	(12, 0.0005996328426128609)	(13, 0.0006341666712450151)	(14, 0.0007377681571414781)	(15, 0.0014221658518514448)	(16, 0.0028694472154353655)	(17, 0.0066870049987716946)	(18, 0.01118582103785143)	(19, 0.018130260031881004)	(20, 0.023693345880624404)	(21, 0.035409732103824386)	(22, 0.06949776040272723)	(23, 0.10976106514885257)	(24, 0.12450700997478245)	(25, 0.13722487722831492)	(26, 0.157100665325603)	(27, 0.1848062142054904)	(28, 0.23092143318528263)	(29, 0.2992827166821153)	(30, 0.39667439230272356)	(31, 0.5171032710599452)	(32, 0.517197454228942)	(33, 0.5172790796420725)	(34, 0.5173387289824372)	(35, 0.5174329121514339)	(36, 0.517483143174899)	(37, 0.5175176770035311)	(38, 0.5175616291490629)	(39, 0.5176338362452938)	(40, 0.517696625024625)
SRR27848308_2 - polya	(1, 0.0017329703095408334)	(2, 0.003858370489901602)	(3, 0.005459484362846937)	(4, 0.007261522329652079)	(5, 0.009813886209464938)	(6, 0.012111955532986479)	(7, 0.014074104887086153)	(8, 0.017979566961486147)	(9, 0.0239570587538154)	(10, 0.029900016717512495)	(11, 0.032518308815623106)	(12, 0.035588680124918275)	(13, 0.03942821398102052)	(14, 0.04279997143110541)	(15, 0.04639148960884945)	(16, 0.05021218683115234)	(17, 0.054902508647192205)	(18, 0.05886134118402371)	(19, 0.06219228592754332)	(20, 0.06573043364285586)	(21, 0.06927486023610151)	(22, 0.07272196422138381)	(23, 0.0760089568193716)	(24, 0.08014045849936387)	(25, 0.08345570604805068)	(26, 0.08672072257327254)	(27, 0.0898695798567317)	(28, 0.09313773582092012)	(29, 0.09611392396121851)	(30, 0.0992596418057111)	(31, 0.10196269875591882)	(32, 0.10453389926953104)	(33, 0.10680057420338698)	(34, 0.10890399831098184)	(35, 0.1105804587191246)	(36, 0.11189902308507958)	(37, 0.11278748431261591)	(38, 0.11314224091583713)	(39, 0.11314224091583713)	(40, 0.11314224091583713)
SRR27848309_1 - polya	(1, 0.002035302334626214)	(2, 0.008310036260271086)	(3, 0.013987623110779848)	(4, 0.01908056858406111)	(5, 0.023779584573221175)	(6, 0.0281722109636203)	(7, 0.0329806518094807)	(8, 0.04094678137726502)	(9, 0.0570603731325085)	(10, 0.07341157314801557)	(11, 0.0790516429047985)	(12, 0.08570780061665596)	(13, 0.09359264314803432)	(14, 0.10070213240907888)	(15, 0.10951864943464866)	(16, 0.11712836661203761)	(17, 0.12487252004194412)	(18, 0.13199138857642012)	(19, 0.13875384472050079)	(20, 0.14661054943158477)	(21, 0.1537419236639694)	(22, 0.16010732389945168)	(23, 0.16594748482277238)	(24, 0.17277246945639607)	(25, 0.1782749765361843)	(26, 0.18362428881659207)	(27, 0.18885479696686802)	(28, 0.19392273104433208)	(29, 0.19932519254085143)	(30, 0.20436811522249826)	(31, 0.2097643238700633)	(32, 0.21448522483056343)	(33, 0.2186183579893589)	(34, 0.2222043668646527)	(35, 0.2253182856438965)	(36, 0.22799450499633897)	(37, 0.23001104878410225)	(38, 0.23080516060129896)	(39, 0.23080516060129896)	(40, 0.23080516060129896)
SRR27848309_2 - illumina_universal_adapter	(1, 5.3149216111590844e-05)	(2, 6.252848954304805e-05)	(3, 6.565491402020045e-05)	(4, 8.441346088311487e-05)	(5, 9.066630983741968e-05)	(6, 0.00010629843222318169)	(7, 0.0001219305546089437)	(8, 0.00014381552594901052)	(9, 0.00015319479938046771)	(10, 0.00016882692176622974)	(11, 0.00017820619519768693)	(12, 0.00021884971340066818)	(13, 0.00028137820294371624)	(14, 0.0003251481456238499)	(15, 0.0006815605360192238)	(16, 0.0014256495615814955)	(17, 0.0029482182819547155)	(18, 0.004830325817200462)	(19, 0.0072470519380392695)	(20, 0.009879501347801592)	(21, 0.01555083534935605)	(22, 0.03185826542218298)	(23, 0.05097947752444708)	(24, 0.058185885944283366)	(25, 0.0646075618203544)	(26, 0.07524053146714972)	(27, 0.09120405484748989)	(28, 0.11701268890638297)	(29, 0.15618053475614826)	(30, 0.2134628840265346)	(31, 0.284861039811264)	(32, 0.28495170612110143)	(33, 0.28502361388407593)	(34, 0.2850611309778018)	(35, 0.28512678589182194)	(36, 0.2851517972876392)	(37, 0.2851768086834564)	(38, 0.28519869365479644)	(39, 0.2852487164464309)	(40, 0.2853081185114968)
SRR27848309_2 - polya	(1, 0.0017851883764540219)	(2, 0.00377359434392295)	(3, 0.0055775412672398866)	(4, 0.007597211479480339)	(5, 0.010176511673131071)	(6, 0.012396273051909277)	(7, 0.014759849956636492)	(8, 0.019030545792426676)	(9, 0.025467853790883472)	(10, 0.03203334519290352)	(11, 0.034831495099954916)	(12, 0.03813925219678216)	(13, 0.04246309724868393)	(14, 0.04637425426960159)	(15, 0.050766880660000714)	(16, 0.054965668732816386)	(17, 0.06020868258100097)	(18, 0.06450438981260836)	(19, 0.06836552404189158)	(20, 0.07269562194274766)	(21, 0.07640981422160471)	(22, 0.08041476397683694)	(23, 0.08404766921928804)	(24, 0.08840903136491564)	(25, 0.09232956765926476)	(26, 0.09598435787305591)	(27, 0.09951096468328383)	(28, 0.10311260568096339)	(29, 0.10677677516818601)	(30, 0.11028149700707385)	(31, 0.11358612767942394)	(32, 0.11663439154464753)	(33, 0.11908863475921216)	(34, 0.1215366251248225)	(35, 0.12341560623559109)	(36, 0.12501946199237027)	(37, 0.126141848379668)	(38, 0.12672336333241832)	(39, 0.12672336333241832)	(40, 0.12672336333241832)
SRR27848310_1 - polya	(1, 0.0020156789874570557)	(2, 0.007912962681815069)	(3, 0.013738364807526767)	(4, 0.018599355887233753)	(5, 0.02361010023495389)	(6, 0.02787207824260826)	(7, 0.03265819268830867)	(8, 0.04076283955318057)	(9, 0.05683436027635228)	(10, 0.0731245207708232)	(11, 0.07905475018414411)	(12, 0.08570379528392816)	(13, 0.09387133852136559)	(14, 0.10114036215072408)	(15, 0.11003570627070546)	(16, 0.11745747823343737)	(17, 0.1253494754577306)	(18, 0.13253463725700174)	(19, 0.1390848451998971)	(20, 0.14721944271837165)	(21, 0.1542967821646733)	(22, 0.1612902597808876)	(23, 0.16705276553403378)	(24, 0.17372876622206018)	(25, 0.17956914367457322)	(26, 0.18508605406817782)	(27, 0.19017766518062507)	(28, 0.1954969012604523)	(29, 0.20096888567365295)	(30, 0.20634203292996492)	(31, 0.2118050321470848)	(32, 0.21683075182160624)	(33, 0.22136827584240482)	(34, 0.2253277522486726)	(35, 0.22854445244559515)	(36, 0.23137778427640404)	(37, 0.23383074280645952)	(38, 0.2351545616956958)	(39, 0.2351545616956958)	(40, 0.2351545616956958)
SRR27848310_2 - illumina_universal_adapter	(1, 2.9950653602630842e-06)	(2, 1.1980261441052337e-05)	(3, 1.7970392161578505e-05)	(4, 2.096545752184159e-05)	(5, 2.3960522882104674e-05)	(6, 3.893584968342009e-05)	(7, 4.193091504368318e-05)	(8, 5.091611112447243e-05)	(9, 7.188156864631402e-05)	(10, 0.00010482728760920794)	(11, 0.00013777300657210188)	(12, 0.00017670885625552197)	(13, 0.00023661016346078365)	(14, 0.00027554601314420376)	(15, 0.0005570821570089336)	(16, 0.0010991889872165519)	(17, 0.0023720917653283625)	(18, 0.004342844772381472)	(19, 0.008023780100144802)	(20, 0.01104280598328999)	(21, 0.0176948461484343)	(22, 0.03671650625146515)	(23, 0.05976053913332932)	(24, 0.06864090792650936)	(25, 0.07657783113120653)	(26, 0.08923198227831806)	(27, 0.10800205689108681)	(28, 0.1403517578472884)	(29, 0.1871137133170759)	(30, 0.25505377594928375)	(31, 0.3402454150566069)	(32, 0.34032029169061345)	(33, 0.3403622226056571)	(34, 0.340440094305024)	(35, 0.34048202522006765)	(36, 0.34051497093903055)	(37, 0.3405569018540742)	(38, 0.340622793292)	(39, 0.34066172914168347)	(40, 0.3407126452528079)
SRR27848310_2 - polya	(1, 0.0018329800004810075)	(2, 0.003809723138254643)	(3, 0.005477974543921181)	(4, 0.007493653531378237)	(5, 0.010042454152962121)	(6, 0.012258802519556803)	(7, 0.014520076866555431)	(8, 0.01890784761934085)	(9, 0.025649739745293054)	(10, 0.032637227230786825)	(11, 0.03574910014010017)	(12, 0.039316222984173504)	(13, 0.043793845697766814)	(14, 0.04769641586218962)	(15, 0.05163193174557531)	(16, 0.055908885080030994)	(17, 0.061018466584639816)	(18, 0.0653433409648597)	(19, 0.06953942753458829)	(20, 0.07384932658800687)	(21, 0.07777585727531176)	(22, 0.08165746198221273)	(23, 0.08563191371528184)	(24, 0.0903970627034604)	(25, 0.09415886479595084)	(26, 0.09792965208452206)	(27, 0.10146981934035303)	(28, 0.10521664610604214)	(29, 0.10875381829651284)	(30, 0.11217717800329355)	(31, 0.1157023699323232)	(32, 0.11855367215529367)	(33, 0.1211144530383186)	(34, 0.12359736222197669)	(35, 0.12559806588263242)	(36, 0.12710757882420504)	(37, 0.12817082702709842)	(38, 0.12870095359586498)	(39, 0.12870095359586498)	(40, 0.12870095359586498)
SRR27848311_1 - polya	(1, 0.0018870297083300313)	(2, 0.007931633863969934)	(3, 0.013613086618906036)	(4, 0.018425691162812483)	(5, 0.023374053239692313)	(6, 0.027568961008569863)	(7, 0.03255805034534171)	(8, 0.040964835574718486)	(9, 0.057160709258443146)	(10, 0.07322421934751876)	(11, 0.07862058128321074)	(12, 0.08530324584382555)	(13, 0.09360142504682362)	(14, 0.1014787558976042)	(15, 0.11031317735584714)	(16, 0.11736578119381441)	(17, 0.12503608180681058)	(18, 0.13244165523050866)	(19, 0.13916165311269113)	(20, 0.14777546857985233)	(21, 0.15532019347484813)	(22, 0.1618331611192462)	(23, 0.16775558349521005)	(24, 0.1742855208312298)	(25, 0.18013667050238263)	(26, 0.18505109319601912)	(27, 0.18992478862976359)	(28, 0.1948833325216164)	(29, 0.20043242168190348)	(30, 0.20585932906251447)	(31, 0.21178514537680268)	(32, 0.21664187111892547)	(33, 0.22134247569812887)	(34, 0.22548308045381707)	(35, 0.22877520062842163)	(36, 0.23159216943761932)	(37, 0.23460938060795278)	(38, 0.23578368326817253)	(39, 0.23578368326817253)	(40, 0.23578368326817253)
SRR27848311_2 - illumina_universal_adapter	(1, 0.00011199996470304143)	(2, 0.0001187878413517106)	(3, 0.00012557571800037978)	(4, 0.00012557571800037978)	(5, 0.00013236359464904895)	(6, 0.0001561211629193911)	(7, 0.00016630297789239483)	(8, 0.00020024236113574072)	(9, 0.0002104241761087445)	(10, 0.0002341817443790866)	(11, 0.0002443635593520904)	(12, 0.00028169688091977084)	(13, 0.0003292120174604551)	(14, 0.0003563635240551318)	(15, 0.0004955149953528499)	(16, 0.0008111512595159667)	(17, 0.0015544237525452417)	(18, 0.0025115143600075956)	(19, 0.004167756262282875)	(20, 0.005671270939963098)	(21, 0.009431754603325822)	(22, 0.018992478862976357)	(23, 0.03035538437284856)	(24, 0.03494398898734893)	(25, 0.03890810895017172)	(26, 0.045407500841272465)	(27, 0.05491731602605798)	(28, 0.071198038167891)	(29, 0.09586518190915479)	(30, 0.13108747383909916)	(31, 0.1749541266811237)	(32, 0.17500503575598872)	(33, 0.17501521757096172)	(34, 0.1750593387691781)	(35, 0.1750898842140971)	(36, 0.17511703572069176)	(37, 0.17513400541231344)	(38, 0.17515097510393512)	(39, 0.17518152054885414)	(40, 0.1752290356853948)
SRR27848311_2 - polya	(1, 0.0018938175849787006)	(2, 0.00395733208617413)	(3, 0.0055253315920167105)	(4, 0.007520967326725449)	(5, 0.00998496655019236)	(6, 0.0122555112891722)	(7, 0.014461571199989682)	(8, 0.018982297048003353)	(9, 0.025573325273861126)	(10, 0.032045565658367185)	(11, 0.03512047378021432)	(12, 0.038317563681737506)	(13, 0.04241065330088502)	(14, 0.046327258127167134)	(15, 0.050148832680367884)	(16, 0.054431982845678135)	(17, 0.059471981257314996)	(18, 0.06343270728181347)	(19, 0.0673425242314469)	(20, 0.07141864415897275)	(21, 0.07501621878276742)	(22, 0.07884797515094116)	(23, 0.08252700429451985)	(24, 0.08668797268015406)	(25, 0.09045185028184112)	(26, 0.09382881891455404)	(27, 0.09734493901856467)	(28, 0.100928937889062)	(29, 0.1040683308390715)	(30, 0.10773378422935286)	(31, 0.11106663166384942)	(32, 0.11385644896645244)	(33, 0.11638832695640605)	(34, 0.1186995989552779)	(35, 0.12053232565041859)	(36, 0.12207656758799082)	(37, 0.1231728096667509)	(38, 0.12366832466210374)	(39, 0.12366832466210374)	(40, 0.12366832466210374)
