Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
SRR29492939_2	(11.0, 1.0)	(12.0, 292.0)	(13.0, 2830.0)	(14.0, 6728.0)	(15.0, 8035.0)	(16.0, 8541.0)	(17.0, 10031.0)	(18.0, 14326.0)	(19.0, 28482.0)	(20.0, 60225.0)	(21.0, 119538.0)	(22.0, 199395.0)	(23.0, 290906.0)	(24.0, 359300.0)	(25.0, 416536.0)	(26.0, 456768.0)	(27.0, 520530.0)	(28.0, 597063.0)	(29.0, 728555.0)	(30.0, 898142.0)	(31.0, 1177960.0)	(32.0, 1574309.0)	(33.0, 2333504.0)	(34.0, 3805359.0)	(35.0, 8089751.0)	(36.0, 15631854.0)	(37.0, 407163.0)			
SRR29492940_1	(14.0, 18.0)	(15.0, 125.0)	(16.0, 562.0)	(17.0, 1508.0)	(18.0, 3620.0)	(19.0, 8260.0)	(20.0, 17415.0)	(21.0, 36585.0)	(22.0, 67975.0)	(23.0, 122277.0)	(24.0, 195367.0)	(25.0, 297930.0)	(26.0, 412704.0)	(27.0, 567465.0)	(28.0, 741949.0)	(29.0, 983830.0)	(30.0, 1254007.0)	(31.0, 1612749.0)	(32.0, 1999648.0)	(33.0, 2618426.0)	(34.0, 3612670.0)	(35.0, 6565176.0)	(36.0, 18573107.0)	(37.0, 965934.0)						
SRR29492940_2	(11.0, 13.0)	(12.0, 685.0)	(13.0, 6079.0)	(14.0, 13679.0)	(15.0, 16727.0)	(16.0, 16341.0)	(17.0, 17222.0)	(18.0, 22439.0)	(19.0, 39490.0)	(20.0, 78894.0)	(21.0, 153178.0)	(22.0, 249196.0)	(23.0, 354311.0)	(24.0, 424136.0)	(25.0, 474990.0)	(26.0, 501545.0)	(27.0, 554095.0)	(28.0, 623003.0)	(29.0, 751322.0)	(30.0, 924682.0)	(31.0, 1206620.0)	(32.0, 1605431.0)	(33.0, 2379868.0)	(34.0, 3887478.0)	(35.0, 8403202.0)	(36.0, 17449044.0)	(37.0, 505637.0)			
SRR29492941_1	(13.0, 1.0)	(14.0, 17.0)	(15.0, 128.0)	(16.0, 496.0)	(17.0, 1370.0)	(18.0, 3502.0)	(19.0, 7646.0)	(20.0, 16739.0)	(21.0, 34503.0)	(22.0, 65030.0)	(23.0, 118775.0)	(24.0, 193468.0)	(25.0, 299511.0)	(26.0, 419866.0)	(27.0, 579542.0)	(28.0, 761205.0)	(29.0, 1010587.0)	(30.0, 1292070.0)	(31.0, 1662870.0)	(32.0, 2059414.0)	(33.0, 2699214.0)	(34.0, 3747086.0)	(35.0, 6892370.0)	(36.0, 18377285.0)	(37.0, 796404.0)					
SRR29492941_2	(11.0, 2.0)	(12.0, 288.0)	(13.0, 3128.0)	(14.0, 7286.0)	(15.0, 9086.0)	(16.0, 9393.0)	(17.0, 11048.0)	(18.0, 16837.0)	(19.0, 35571.0)	(20.0, 76444.0)	(21.0, 153153.0)	(22.0, 254655.0)	(23.0, 366537.0)	(24.0, 446003.0)	(25.0, 511582.0)	(26.0, 552834.0)	(27.0, 625478.0)	(28.0, 704545.0)	(29.0, 842699.0)	(30.0, 1026343.0)	(31.0, 1330896.0)	(32.0, 1757589.0)	(33.0, 2595157.0)	(34.0, 4225366.0)	(35.0, 8926835.0)	(36.0, 16183060.0)	(37.0, 367284.0)			
SRR29492942_1	(14.0, 27.0)	(15.0, 153.0)	(16.0, 614.0)	(17.0, 1672.0)	(18.0, 3842.0)	(19.0, 8414.0)	(20.0, 17515.0)	(21.0, 35803.0)	(22.0, 67515.0)	(23.0, 124025.0)	(24.0, 203279.0)	(25.0, 313982.0)	(26.0, 433390.0)	(27.0, 595419.0)	(28.0, 782010.0)	(29.0, 1042180.0)	(30.0, 1332991.0)	(31.0, 1715139.0)	(32.0, 2132671.0)	(33.0, 2801473.0)	(34.0, 3889380.0)	(35.0, 7170717.0)	(36.0, 20142307.0)	(37.0, 958785.0)						
SRR29492942_2	(11.0, 9.0)	(12.0, 355.0)	(13.0, 3994.0)	(14.0, 10658.0)	(15.0, 14918.0)	(16.0, 15346.0)	(17.0, 16897.0)	(18.0, 22401.0)	(19.0, 40184.0)	(20.0, 79266.0)	(21.0, 153724.0)	(22.0, 253355.0)	(23.0, 364065.0)	(24.0, 444408.0)	(25.0, 512784.0)	(26.0, 557311.0)	(27.0, 632070.0)	(28.0, 721052.0)	(29.0, 866480.0)	(30.0, 1061276.0)	(31.0, 1375829.0)	(32.0, 1821163.0)	(33.0, 2681037.0)	(34.0, 4349683.0)	(35.0, 9265441.0)	(36.0, 18055341.0)	(37.0, 454256.0)			
SRR29492943_1	(14.0, 19.0)	(15.0, 90.0)	(16.0, 459.0)	(17.0, 1324.0)	(18.0, 3020.0)	(19.0, 6607.0)	(20.0, 14068.0)	(21.0, 29324.0)	(22.0, 54399.0)	(23.0, 96725.0)	(24.0, 155305.0)	(25.0, 239705.0)	(26.0, 337750.0)	(27.0, 472244.0)	(28.0, 624766.0)	(29.0, 832605.0)	(30.0, 1068501.0)	(31.0, 1377476.0)	(32.0, 1709679.0)	(33.0, 2246901.0)	(34.0, 3122565.0)	(35.0, 5755842.0)	(36.0, 15374056.0)	(37.0, 670128.0)						
SRR29492943_2	(11.0, 8.0)	(12.0, 328.0)	(13.0, 3433.0)	(14.0, 9246.0)	(15.0, 12824.0)	(16.0, 13653.0)	(17.0, 15317.0)	(18.0, 19401.0)	(19.0, 32987.0)	(20.0, 63575.0)	(21.0, 120167.0)	(22.0, 194903.0)	(23.0, 278652.0)	(24.0, 337663.0)	(25.0, 389691.0)	(26.0, 422191.0)	(27.0, 477789.0)	(28.0, 540898.0)	(29.0, 651174.0)	(30.0, 796882.0)	(31.0, 1036911.0)	(32.0, 1378243.0)	(33.0, 2042262.0)	(34.0, 3344905.0)	(35.0, 7228627.0)	(36.0, 14400539.0)	(37.0, 381289.0)			
SRR29492944_1	(14.0, 21.0)	(15.0, 116.0)	(16.0, 423.0)	(17.0, 1174.0)	(18.0, 2753.0)	(19.0, 6521.0)	(20.0, 14239.0)	(21.0, 29845.0)	(22.0, 56864.0)	(23.0, 103649.0)	(24.0, 168610.0)	(25.0, 257595.0)	(26.0, 358311.0)	(27.0, 494914.0)	(28.0, 648196.0)	(29.0, 859847.0)	(30.0, 1098537.0)	(31.0, 1414631.0)	(32.0, 1754622.0)	(33.0, 2293940.0)	(34.0, 3174668.0)	(35.0, 5819915.0)	(36.0, 16303590.0)	(37.0, 788801.0)						
SRR29492944_2	(11.0, 5.0)	(12.0, 245.0)	(13.0, 2689.0)	(14.0, 8002.0)	(15.0, 11210.0)	(16.0, 12389.0)	(17.0, 14135.0)	(18.0, 19324.0)	(19.0, 35946.0)	(20.0, 73459.0)	(21.0, 143521.0)	(22.0, 236636.0)	(23.0, 338429.0)	(24.0, 408899.0)	(25.0, 467334.0)	(26.0, 499306.0)	(27.0, 558276.0)	(28.0, 626231.0)	(29.0, 744424.0)	(30.0, 901452.0)	(31.0, 1161566.0)	(32.0, 1531383.0)	(33.0, 2249680.0)	(34.0, 3642264.0)	(35.0, 7659639.0)	(36.0, 13976798.0)	(37.0, 328540.0)			
SRR29492945_1	(13.0, 1.0)	(14.0, 8.0)	(15.0, 84.0)	(16.0, 308.0)	(17.0, 907.0)	(18.0, 2335.0)	(19.0, 5373.0)	(20.0, 11306.0)	(21.0, 23722.0)	(22.0, 44444.0)	(23.0, 80393.0)	(24.0, 129687.0)	(25.0, 196479.0)	(26.0, 270831.0)	(27.0, 371476.0)	(28.0, 484044.0)	(29.0, 639753.0)	(30.0, 816092.0)	(31.0, 1049090.0)	(32.0, 1298904.0)	(33.0, 1698343.0)	(34.0, 2339822.0)	(35.0, 4232505.0)	(36.0, 11818448.0)	(37.0, 604050.0)					
SRR29492945_2	(11.0, 6.0)	(12.0, 227.0)	(13.0, 2430.0)	(14.0, 6912.0)	(15.0, 9662.0)	(16.0, 10537.0)	(17.0, 11792.0)	(18.0, 16160.0)	(19.0, 29864.0)	(20.0, 60444.0)	(21.0, 118118.0)	(22.0, 190916.0)	(23.0, 269946.0)	(24.0, 321165.0)	(25.0, 361506.0)	(26.0, 382239.0)	(27.0, 421431.0)	(28.0, 466572.0)	(29.0, 549658.0)	(30.0, 657828.0)	(31.0, 845027.0)	(32.0, 1110646.0)	(33.0, 1624809.0)	(34.0, 2628282.0)	(35.0, 5518776.0)	(36.0, 10254296.0)	(37.0, 249156.0)			
SRR29492946_1	(13.0, 1.0)	(14.0, 8.0)	(15.0, 146.0)	(16.0, 591.0)	(17.0, 1637.0)	(18.0, 3917.0)	(19.0, 8896.0)	(20.0, 19557.0)	(21.0, 40694.0)	(22.0, 76452.0)	(23.0, 137364.0)	(24.0, 221727.0)	(25.0, 345231.0)	(26.0, 487419.0)	(27.0, 679561.0)	(28.0, 896303.0)	(29.0, 1195834.0)	(30.0, 1532369.0)	(31.0, 1972157.0)	(32.0, 2445309.0)	(33.0, 3203323.0)	(34.0, 4437374.0)	(35.0, 8202583.0)	(36.0, 22320054.0)	(37.0, 992067.0)					
SRR29492946_2	(11.0, 7.0)	(12.0, 673.0)	(13.0, 5811.0)	(14.0, 13416.0)	(15.0, 17054.0)	(16.0, 17587.0)	(17.0, 19088.0)	(18.0, 24632.0)	(19.0, 44142.0)	(20.0, 89093.0)	(21.0, 173500.0)	(22.0, 286533.0)	(23.0, 412993.0)	(24.0, 505399.0)	(25.0, 586115.0)	(26.0, 638376.0)	(27.0, 723560.0)	(28.0, 818256.0)	(29.0, 980723.0)	(30.0, 1191842.0)	(31.0, 1544131.0)	(32.0, 2036002.0)	(33.0, 3000841.0)	(34.0, 4874638.0)	(35.0, 10404065.0)	(36.0, 20288756.0)	(37.0, 523341.0)			
SRR29492947_1	(13.0, 1.0)	(14.0, 36.0)	(15.0, 165.0)	(16.0, 603.0)	(17.0, 1722.0)	(18.0, 4891.0)	(19.0, 12954.0)	(20.0, 30335.0)	(21.0, 60586.0)	(22.0, 106137.0)	(23.0, 176424.0)	(24.0, 259924.0)	(25.0, 367291.0)	(26.0, 505306.0)	(27.0, 719174.0)	(28.0, 982551.0)	(29.0, 1346705.0)	(30.0, 1764724.0)	(31.0, 2310018.0)	(32.0, 2911626.0)	(33.0, 3852770.0)	(34.0, 5317020.0)	(35.0, 9623812.0)	(36.0, 27297132.0)	(37.0, 1337930.0)					
SRR29492947_2	(11.0, 9.0)	(12.0, 519.0)	(13.0, 4880.0)	(14.0, 12365.0)	(15.0, 16532.0)	(16.0, 17258.0)	(17.0, 18185.0)	(18.0, 21756.0)	(19.0, 36255.0)	(20.0, 70305.0)	(21.0, 138315.0)	(22.0, 232893.0)	(23.0, 340723.0)	(24.0, 433387.0)	(25.0, 527166.0)	(26.0, 597424.0)	(27.0, 698691.0)	(28.0, 811369.0)	(29.0, 1002963.0)	(30.0, 1261397.0)	(31.0, 1681536.0)	(32.0, 2269383.0)	(33.0, 3412069.0)	(34.0, 5655594.0)	(35.0, 12449395.0)	(36.0, 26557769.0)	(37.0, 721699.0)			
SRR29492948_1	(13.0, 1.0)	(14.0, 15.0)	(15.0, 138.0)	(16.0, 554.0)	(17.0, 1521.0)	(18.0, 3595.0)	(19.0, 8233.0)	(20.0, 18526.0)	(21.0, 40068.0)	(22.0, 78337.0)	(23.0, 145695.0)	(24.0, 242225.0)	(25.0, 372953.0)	(26.0, 513158.0)	(27.0, 695977.0)	(28.0, 903880.0)	(29.0, 1189270.0)	(30.0, 1508778.0)	(31.0, 1935344.0)	(32.0, 2383596.0)	(33.0, 3110195.0)	(34.0, 4293770.0)	(35.0, 7826246.0)	(36.0, 21480251.0)	(37.0, 1041764.0)					
SRR29492948_2	(11.0, 2.0)	(12.0, 472.0)	(13.0, 4226.0)	(14.0, 9995.0)	(15.0, 12212.0)	(16.0, 11786.0)	(17.0, 12848.0)	(18.0, 17776.0)	(19.0, 34489.0)	(20.0, 73783.0)	(21.0, 150247.0)	(22.0, 253951.0)	(23.0, 374601.0)	(24.0, 466022.0)	(25.0, 542219.0)	(26.0, 592179.0)	(27.0, 673243.0)	(28.0, 766904.0)	(29.0, 920681.0)	(30.0, 1128017.0)	(31.0, 1469385.0)	(32.0, 1956268.0)	(33.0, 2904965.0)	(34.0, 4767945.0)	(35.0, 10281543.0)	(36.0, 19870107.0)	(37.0, 498224.0)			
SRR29492949_1	(14.0, 10.0)	(15.0, 113.0)	(16.0, 464.0)	(17.0, 1365.0)	(18.0, 3177.0)	(19.0, 7267.0)	(20.0, 15510.0)	(21.0, 32017.0)	(22.0, 61843.0)	(23.0, 114096.0)	(24.0, 190445.0)	(25.0, 293138.0)	(26.0, 409268.0)	(27.0, 562172.0)	(28.0, 739263.0)	(29.0, 986121.0)	(30.0, 1265830.0)	(31.0, 1628854.0)	(32.0, 2020714.0)	(33.0, 2642794.0)	(34.0, 3654251.0)	(35.0, 6686365.0)	(36.0, 18063054.0)	(37.0, 820429.0)						
SRR29492949_2	(11.0, 2.0)	(12.0, 294.0)	(13.0, 2751.0)	(14.0, 7001.0)	(15.0, 9220.0)	(16.0, 9543.0)	(17.0, 11151.0)	(18.0, 15617.0)	(19.0, 30339.0)	(20.0, 64447.0)	(21.0, 128350.0)	(22.0, 215823.0)	(23.0, 317738.0)	(24.0, 395508.0)	(25.0, 464039.0)	(26.0, 509441.0)	(27.0, 586812.0)	(28.0, 672350.0)	(29.0, 816773.0)	(30.0, 1001803.0)	(31.0, 1304599.0)	(32.0, 1727713.0)	(33.0, 2541052.0)	(34.0, 4114409.0)	(35.0, 8672020.0)	(36.0, 16200711.0)	(37.0, 379054.0)			
SRR29492950_1	(14.0, 20.0)	(15.0, 133.0)	(16.0, 499.0)	(17.0, 1379.0)	(18.0, 3261.0)	(19.0, 7193.0)	(20.0, 15940.0)	(21.0, 34150.0)	(22.0, 65066.0)	(23.0, 117784.0)	(24.0, 189188.0)	(25.0, 288799.0)	(26.0, 398689.0)	(27.0, 545067.0)	(28.0, 712483.0)	(29.0, 944106.0)	(30.0, 1208205.0)	(31.0, 1555364.0)	(32.0, 1928679.0)	(33.0, 2523130.0)	(34.0, 3478726.0)	(35.0, 6293738.0)	(36.0, 17495573.0)	(37.0, 898017.0)						
SRR29492950_2	(11.0, 2.0)	(12.0, 119.0)	(13.0, 1457.0)	(14.0, 4761.0)	(15.0, 7636.0)	(16.0, 8871.0)	(17.0, 10554.0)	(18.0, 15271.0)	(19.0, 29128.0)	(20.0, 61411.0)	(21.0, 123504.0)	(22.0, 208920.0)	(23.0, 306985.0)	(24.0, 378695.0)	(25.0, 434664.0)	(26.0, 466223.0)	(27.0, 523126.0)	(28.0, 597316.0)	(29.0, 727002.0)	(30.0, 901232.0)	(31.0, 1187522.0)	(32.0, 1589786.0)	(33.0, 2375221.0)	(34.0, 3883021.0)	(35.0, 8294214.0)	(36.0, 16156996.0)	(37.0, 411552.0)			
SRR29492951_1	(14.0, 13.0)	(15.0, 99.0)	(16.0, 409.0)	(17.0, 1235.0)	(18.0, 2865.0)	(19.0, 6680.0)	(20.0, 14557.0)	(21.0, 30808.0)	(22.0, 58326.0)	(23.0, 105527.0)	(24.0, 170049.0)	(25.0, 261883.0)	(26.0, 363532.0)	(27.0, 499920.0)	(28.0, 657395.0)	(29.0, 875769.0)	(30.0, 1122769.0)	(31.0, 1450657.0)	(32.0, 1798370.0)	(33.0, 2352622.0)	(34.0, 3243388.0)	(35.0, 5874527.0)	(36.0, 16076310.0)	(37.0, 787922.0)						
SRR29492951_2	(11.0, 1.0)	(12.0, 95.0)	(13.0, 1149.0)	(14.0, 3911.0)	(15.0, 6554.0)	(16.0, 8070.0)	(17.0, 9886.0)	(18.0, 14516.0)	(19.0, 28509.0)	(20.0, 60525.0)	(21.0, 119581.0)	(22.0, 199018.0)	(23.0, 288469.0)	(24.0, 356691.0)	(25.0, 416145.0)	(26.0, 456734.0)	(27.0, 523014.0)	(28.0, 596515.0)	(29.0, 718653.0)	(30.0, 880964.0)	(31.0, 1148424.0)	(32.0, 1518586.0)	(33.0, 2242804.0)	(34.0, 3643331.0)	(35.0, 7678212.0)	(36.0, 14486505.0)	(37.0, 348770.0)			
SRR29492952_1	(14.0, 18.0)	(15.0, 126.0)	(16.0, 564.0)	(17.0, 1606.0)	(18.0, 3806.0)	(19.0, 9208.0)	(20.0, 19967.0)	(21.0, 41334.0)	(22.0, 78295.0)	(23.0, 141012.0)	(24.0, 227030.0)	(25.0, 346970.0)	(26.0, 479076.0)	(27.0, 653253.0)	(28.0, 854014.0)	(29.0, 1126948.0)	(30.0, 1434355.0)	(31.0, 1841510.0)	(32.0, 2280950.0)	(33.0, 2989377.0)	(34.0, 4149080.0)	(35.0, 7652435.0)	(36.0, 20152278.0)	(37.0, 864137.0)						
SRR29492952_2	(11.0, 5.0)	(12.0, 376.0)	(13.0, 3559.0)	(14.0, 8939.0)	(15.0, 11664.0)	(16.0, 12187.0)	(17.0, 14175.0)	(18.0, 20273.0)	(19.0, 40637.0)	(20.0, 85901.0)	(21.0, 168559.0)	(22.0, 278882.0)	(23.0, 397838.0)	(24.0, 484649.0)	(25.0, 560969.0)	(26.0, 610612.0)	(27.0, 691940.0)	(28.0, 779307.0)	(29.0, 927431.0)	(30.0, 1120109.0)	(31.0, 1444376.0)	(32.0, 1901733.0)	(33.0, 2794124.0)	(34.0, 4538358.0)	(35.0, 9635305.0)	(36.0, 18364353.0)	(37.0, 451088.0)			
SRR29492953_1	(14.0, 14.0)	(15.0, 105.0)	(16.0, 438.0)	(17.0, 1301.0)	(18.0, 3126.0)	(19.0, 7623.0)	(20.0, 16564.0)	(21.0, 34805.0)	(22.0, 66865.0)	(23.0, 120920.0)	(24.0, 196694.0)	(25.0, 302762.0)	(26.0, 421494.0)	(27.0, 580430.0)	(28.0, 764588.0)	(29.0, 1018717.0)	(30.0, 1308758.0)	(31.0, 1689030.0)	(32.0, 2100611.0)	(33.0, 2754195.0)	(34.0, 3831886.0)	(35.0, 7083518.0)	(36.0, 19558052.0)	(37.0, 874609.0)						
SRR29492953_2	(11.0, 2.0)	(12.0, 230.0)	(13.0, 2232.0)	(14.0, 6474.0)	(15.0, 9354.0)	(16.0, 10572.0)	(17.0, 12168.0)	(18.0, 17691.0)	(19.0, 34408.0)	(20.0, 71849.0)	(21.0, 144606.0)	(22.0, 241706.0)	(23.0, 353263.0)	(24.0, 439597.0)	(25.0, 516056.0)	(26.0, 567489.0)	(27.0, 650340.0)	(28.0, 742513.0)	(29.0, 893432.0)	(30.0, 1089060.0)	(31.0, 1408755.0)	(32.0, 1860363.0)	(33.0, 2741025.0)	(34.0, 4465521.0)	(35.0, 9457975.0)	(36.0, 16652363.0)	(37.0, 348061.0)			
SRR29492954_1	(14.0, 16.0)	(15.0, 141.0)	(16.0, 561.0)	(17.0, 1494.0)	(18.0, 3227.0)	(19.0, 7327.0)	(20.0, 15411.0)	(21.0, 31539.0)	(22.0, 60387.0)	(23.0, 110681.0)	(24.0, 181886.0)	(25.0, 282557.0)	(26.0, 393086.0)	(27.0, 544500.0)	(28.0, 718960.0)	(29.0, 962016.0)	(30.0, 1238809.0)	(31.0, 1600367.0)	(32.0, 1991129.0)	(33.0, 2616894.0)	(34.0, 3653648.0)	(35.0, 6780049.0)	(36.0, 18199253.0)	(37.0, 798392.0)						
SRR29492954_2	(11.0, 8.0)	(12.0, 584.0)	(13.0, 5539.0)	(14.0, 13170.0)	(15.0, 16521.0)	(16.0, 16786.0)	(17.0, 17613.0)	(18.0, 22456.0)	(19.0, 37831.0)	(20.0, 72467.0)	(21.0, 138786.0)	(22.0, 226395.0)	(23.0, 325487.0)	(24.0, 398862.0)	(25.0, 462363.0)	(26.0, 505017.0)	(27.0, 576575.0)	(28.0, 654828.0)	(29.0, 789088.0)	(30.0, 966743.0)	(31.0, 1259010.0)	(32.0, 1669681.0)	(33.0, 2462629.0)	(34.0, 4011788.0)	(35.0, 8562341.0)	(36.0, 16552915.0)	(37.0, 426847.0)			
SRR29492955_1	(14.0, 8.0)	(15.0, 104.0)	(16.0, 511.0)	(17.0, 1416.0)	(18.0, 2991.0)	(19.0, 6190.0)	(20.0, 12474.0)	(21.0, 27353.0)	(22.0, 57902.0)	(23.0, 119448.0)	(24.0, 211204.0)	(25.0, 338037.0)	(26.0, 485989.0)	(27.0, 703314.0)	(28.0, 979699.0)	(29.0, 1382743.0)	(30.0, 1879143.0)	(31.0, 2596432.0)	(32.0, 3566325.0)	(33.0, 5561327.0)	(34.0, 10680083.0)	(35.0, 22299929.0)	(36.0, 46988175.0)	(37.0, 2171233.0)						
SRR29492955_2	(11.0, 2.0)	(12.0, 47.0)	(13.0, 373.0)	(14.0, 1130.0)	(15.0, 2663.0)	(16.0, 4628.0)	(17.0, 8551.0)	(18.0, 17762.0)	(19.0, 43961.0)	(20.0, 104444.0)	(21.0, 233350.0)	(22.0, 430144.0)	(23.0, 672903.0)	(24.0, 884021.0)	(25.0, 1091457.0)	(26.0, 1257751.0)	(27.0, 1494794.0)	(28.0, 1745429.0)	(29.0, 2118786.0)	(30.0, 2569165.0)	(31.0, 3313854.0)	(32.0, 4391507.0)	(33.0, 6548405.0)	(34.0, 10987735.0)	(35.0, 23614180.0)	(36.0, 37365896.0)	(37.0, 1169092.0)			
SRR29492956_1	(14.0, 3.0)	(15.0, 86.0)	(16.0, 382.0)	(17.0, 1232.0)	(18.0, 2391.0)	(19.0, 4193.0)	(20.0, 7982.0)	(21.0, 16536.0)	(22.0, 34751.0)	(23.0, 72087.0)	(24.0, 127921.0)	(25.0, 206498.0)	(26.0, 297812.0)	(27.0, 432105.0)	(28.0, 608051.0)	(29.0, 868915.0)	(30.0, 1191448.0)	(31.0, 1667161.0)	(32.0, 2337926.0)	(33.0, 3845518.0)	(34.0, 7291160.0)	(35.0, 12789025.0)	(36.0, 34373316.0)	(37.0, 1814728.0)						
SRR29492956_2	(12.0, 35.0)	(13.0, 245.0)	(14.0, 739.0)	(15.0, 1745.0)	(16.0, 3515.0)	(17.0, 7595.0)	(18.0, 17818.0)	(19.0, 45574.0)	(20.0, 108466.0)	(21.0, 234399.0)	(22.0, 414192.0)	(23.0, 623320.0)	(24.0, 797457.0)	(25.0, 967606.0)	(26.0, 1106778.0)	(27.0, 1301040.0)	(28.0, 1503690.0)	(29.0, 1806866.0)	(30.0, 2174296.0)	(31.0, 2776119.0)	(32.0, 3619748.0)	(33.0, 5250944.0)	(34.0, 8312905.0)	(35.0, 15843818.0)	(36.0, 20599850.0)	(37.0, 472467.0)				
SRR29492957_1	(14.0, 6.0)	(15.0, 79.0)	(16.0, 479.0)	(17.0, 1255.0)	(18.0, 2641.0)	(19.0, 5395.0)	(20.0, 10454.0)	(21.0, 22831.0)	(22.0, 47782.0)	(23.0, 95953.0)	(24.0, 168075.0)	(25.0, 270175.0)	(26.0, 392020.0)	(27.0, 571487.0)	(28.0, 801558.0)	(29.0, 1126886.0)	(30.0, 1512871.0)	(31.0, 2056381.0)	(32.0, 2761687.0)	(33.0, 4145392.0)	(34.0, 7389526.0)	(35.0, 14889987.0)	(36.0, 30840626.0)	(37.0, 1129097.0)						
SRR29492957_2	(11.0, 1.0)	(12.0, 36.0)	(13.0, 267.0)	(14.0, 835.0)	(15.0, 2015.0)	(16.0, 4543.0)	(17.0, 12166.0)	(18.0, 34476.0)	(19.0, 87208.0)	(20.0, 182124.0)	(21.0, 337963.0)	(22.0, 528570.0)	(23.0, 739657.0)	(24.0, 900906.0)	(25.0, 1039950.0)	(26.0, 1136373.0)	(27.0, 1294758.0)	(28.0, 1462529.0)	(29.0, 1732380.0)	(30.0, 2067958.0)	(31.0, 2618562.0)	(32.0, 3399525.0)	(33.0, 4917817.0)	(34.0, 7844871.0)	(35.0, 15310521.0)	(36.0, 21888220.0)	(37.0, 698412.0)			
SRR29492958_1	(14.0, 20.0)	(15.0, 173.0)	(16.0, 860.0)	(17.0, 2313.0)	(18.0, 4704.0)	(19.0, 9055.0)	(20.0, 16866.0)	(21.0, 33936.0)	(22.0, 67164.0)	(23.0, 131556.0)	(24.0, 228779.0)	(25.0, 370421.0)	(26.0, 544573.0)	(27.0, 796444.0)	(28.0, 1115175.0)	(29.0, 1573909.0)	(30.0, 2132650.0)	(31.0, 2945050.0)	(32.0, 4047541.0)	(33.0, 6359290.0)	(34.0, 12518472.0)	(35.0, 27017331.0)	(36.0, 48255760.0)	(37.0, 1579575.0)						
SRR29492958_2	(11.0, 2.0)	(12.0, 62.0)	(13.0, 460.0)	(14.0, 1507.0)	(15.0, 3449.0)	(16.0, 6929.0)	(17.0, 14699.0)	(18.0, 33487.0)	(19.0, 72720.0)	(20.0, 133049.0)	(21.0, 221645.0)	(22.0, 334313.0)	(23.0, 479050.0)	(24.0, 616919.0)	(25.0, 766124.0)	(26.0, 904518.0)	(27.0, 1103570.0)	(28.0, 1334239.0)	(29.0, 1680449.0)	(30.0, 2125916.0)	(31.0, 2860469.0)	(32.0, 3992058.0)	(33.0, 6239873.0)	(34.0, 11086308.0)	(35.0, 26148347.0)	(36.0, 47499919.0)	(37.0, 2091536.0)			
SRR29492959_1	(14.0, 7.0)	(15.0, 134.0)	(16.0, 577.0)	(17.0, 1813.0)	(18.0, 3848.0)	(19.0, 7796.0)	(20.0, 15131.0)	(21.0, 31356.0)	(22.0, 64971.0)	(23.0, 133513.0)	(24.0, 239542.0)	(25.0, 401069.0)	(26.0, 606953.0)	(27.0, 925398.0)	(28.0, 1344119.0)	(29.0, 1938715.0)	(30.0, 2686982.0)	(31.0, 3811135.0)	(32.0, 5522497.0)	(33.0, 9885878.0)	(34.0, 18131542.0)	(35.0, 24468236.0)	(36.0, 30953496.0)	(37.0, 422243.0)						
SRR29492959_2	(12.0, 24.0)	(13.0, 296.0)	(14.0, 1210.0)	(15.0, 3107.0)	(16.0, 6342.0)	(17.0, 13340.0)	(18.0, 29761.0)	(19.0, 63620.0)	(20.0, 115198.0)	(21.0, 188471.0)	(22.0, 278267.0)	(23.0, 390358.0)	(24.0, 496117.0)	(25.0, 608760.0)	(26.0, 716968.0)	(27.0, 881669.0)	(28.0, 1082448.0)	(29.0, 1389332.0)	(30.0, 1796915.0)	(31.0, 2514420.0)	(32.0, 3681710.0)	(33.0, 6104533.0)	(34.0, 11349059.0)	(35.0, 27169940.0)	(36.0, 41295747.0)	(37.0, 1419339.0)				
SRR29492960_1	(14.0, 4.0)	(15.0, 11.0)	(16.0, 50.0)	(17.0, 212.0)	(18.0, 874.0)	(19.0, 3129.0)	(20.0, 9191.0)	(21.0, 23627.0)	(22.0, 52326.0)	(23.0, 108910.0)	(24.0, 200791.0)	(25.0, 350915.0)	(26.0, 558411.0)	(27.0, 859317.0)	(28.0, 1252825.0)	(29.0, 1873221.0)	(30.0, 2758659.0)	(31.0, 4277220.0)	(32.0, 6728886.0)	(33.0, 11749214.0)	(34.0, 22863152.0)	(35.0, 58399680.0)	(36.0, 105039468.0)	(37.0, 926824.0)						
SRR29492960_2	(11.0, 24.0)	(12.0, 173.0)	(13.0, 1229.0)	(14.0, 3849.0)	(15.0, 7123.0)	(16.0, 11741.0)	(17.0, 19100.0)	(18.0, 31050.0)	(19.0, 50959.0)	(20.0, 81776.0)	(21.0, 136794.0)	(22.0, 224101.0)	(23.0, 366673.0)	(24.0, 554610.0)	(25.0, 820039.0)	(26.0, 1125125.0)	(27.0, 1546955.0)	(28.0, 2081975.0)	(29.0, 2940324.0)	(30.0, 4210977.0)	(31.0, 6505557.0)	(32.0, 10279828.0)	(33.0, 17841788.0)	(34.0, 32755150.0)	(35.0, 66217261.0)	(36.0, 69302170.0)	(37.0, 920566.0)			
