Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR29492932_1	(1, 36.32299695671667)	(2, 36.29395340924103)	(3, 36.338546723084534)	(4, 36.30173915972364)	(5, 36.315041267761245)	(6, 36.305179146831165)	(7, 36.32069052324402)	(8, 36.30942051666845)	(9, 36.28129197906328)	(10, 36.2605870997652)	(15, 36.205332063028116)	(20, 36.11666667450032)	(25, 35.98648375121653)	(30, 35.844610938805275)	(35, 35.74289517314999)	(40, 35.65739467480077)	(45, 35.5446986125473)	(50, 35.428045097826384)	(55, 35.300132245207564)	(60, 35.197697322890434)	(65, 35.02917195368771)	(70, 34.91343372554211)	(75, 34.72857529767415)	(80, 34.54024762551988)	(85, 34.352554893958896)	(90, 34.321873083961066)	(95, 34.17789355454033)	(100, 34.096032310211214)	(105, 33.693807239335726)	(110, 33.60492810275554)	(115, 33.38890175284259)	(120, 33.03670372853948)	(125, 32.85796899277297)	(130, 32.73136948901924)	(135, 32.38337062076481)	(140, 32.36974462932186)	(145, 32.06637433620592)	(150, 29.927719488995734)
SRR29492932_2	(1, 36.338818041665625)	(2, 36.636344885561165)	(3, 36.644933413669214)	(4, 36.50053030673923)	(5, 36.36692653901683)	(6, 36.272439990033774)	(7, 36.319057399851076)	(8, 36.35627978168609)	(9, 36.353469521749254)	(10, 36.33500451362467)	(15, 36.314549245601754)	(20, 36.200285508612254)	(25, 36.0983743461218)	(30, 35.96830747209379)	(35, 35.80449241012244)	(40, 35.67482154621972)	(45, 35.529423022022385)	(50, 35.39461689591954)	(55, 35.2496337966727)	(60, 35.02437676629613)	(65, 34.86679618904797)	(70, 34.581765369510215)	(75, 34.40032383412914)	(80, 34.26637523227477)	(85, 33.95279329148575)	(90, 33.66977669221201)	(95, 33.44051676685075)	(100, 33.08885638234442)	(105, 32.81021862139337)	(110, 32.49030158978839)	(115, 32.26877673092036)	(120, 32.0752825061751)	(125, 31.54869761850219)	(130, 30.90816513936456)	(135, 30.68894408944265)	(140, 30.3091967026243)	(145, 29.96429995121049)	(150, 27.50823677559675)
SRR29492933_1	(1, 34.69343008802149)	(2, 35.21380671790507)	(3, 35.5357203139187)	(4, 35.514966863222575)	(5, 35.641133760267905)	(6, 35.755273035318034)	(7, 35.80244969825029)	(8, 35.910870322093366)	(9, 35.9918747040057)	(10, 36.36111051249047)	(15, 36.6064595426292)	(20, 36.57059400602867)	(25, 36.47219515743959)	(30, 36.3812775945943)	(35, 36.29616206854255)	(40, 36.2058004830651)	(45, 36.11297751026241)	(50, 36.04507298407833)	(55, 35.937342642518544)	(60, 35.84104200695565)	(65, 35.72619161132759)	(70, 35.59176930695776)	(75, 35.50319299989599)	(80, 35.35348755875105)	(85, 35.2630550952936)	(90, 35.10376287655912)	(95, 35.00256756679304)	(100, 34.90599846306813)	(105, 34.67200652480756)	(110, 34.63387892905443)	(115, 34.53137392807206)	(120, 34.1714047754149)	(125, 34.066805204056905)	(130, 33.78709627980097)	(135, 33.766858612314394)	(140, 33.499953406665796)	(145, 33.00120549881716)	(150, 32.379898280510595)
SRR29492933_2	(1, 36.49967447630023)	(2, 36.55801344652884)	(3, 36.22440811812551)	(4, 36.22005105340519)	(5, 36.356904648324914)	(6, 36.40744400366891)	(7, 36.37316115244464)	(8, 36.347941950113075)	(9, 36.316387128421056)	(10, 36.34021561232072)	(15, 36.35790923838871)	(20, 36.33079305771543)	(25, 36.211947010526956)	(30, 36.17585032580287)	(35, 36.00926464468448)	(40, 35.911830182741525)	(45, 35.84417323086838)	(50, 35.70953870830592)	(55, 35.62626524768483)	(60, 35.507974745449886)	(65, 35.31337962684795)	(70, 35.283310176946244)	(75, 35.16327037649794)	(80, 34.992569543768944)	(85, 34.77593483455537)	(90, 34.53478524347994)	(95, 34.42857698910967)	(100, 34.20510055803574)	(105, 34.226351011086926)	(110, 33.937888266017865)	(115, 33.66951030637237)	(120, 33.57137286286992)	(125, 33.18216852173786)	(130, 33.22048862333281)	(135, 32.750505939997325)	(140, 32.587638685656486)	(145, 32.312287302980316)	(150, 31.339349646685584)
SRR29492934_1	(1, 34.40932198270605)	(2, 35.37742002089745)	(3, 35.41157652980182)	(4, 35.52788706533463)	(5, 35.48799474945341)	(6, 35.444656694617834)	(7, 35.45118006345226)	(8, 35.470241603200385)	(9, 35.5375080448124)	(10, 35.65687909049362)	(15, 36.0938965535607)	(20, 36.33663134575404)	(25, 36.276573775371716)	(30, 36.192418131551946)	(35, 36.12553593151574)	(40, 36.06107893078612)	(45, 36.00366853085265)	(50, 35.88536016831786)	(55, 35.83386203713091)	(60, 35.7659101480988)	(65, 35.702290964272606)	(70, 35.5832887903493)	(75, 35.45136081793076)	(80, 35.42731790704072)	(85, 35.38583979993901)	(90, 35.22874721880338)	(95, 35.10882637576585)	(100, 35.00833562444924)	(105, 34.870643081426884)	(110, 34.72975503789432)	(115, 34.60340915336767)	(120, 34.529987715256865)	(125, 34.33756880940679)	(130, 34.097448600551175)	(135, 33.86327852052347)	(140, 33.83585220864729)	(145, 33.822418447349435)	(150, 33.4066234917771)
SRR29492934_2	(1, 36.30409638051203)	(2, 36.56601414795221)	(3, 36.50459113301423)	(4, 36.43315773245414)	(5, 36.31655455868586)	(6, 36.237838318969956)	(7, 36.20463991495791)	(8, 36.192246065472766)	(9, 36.170156625142)	(10, 36.22415176946422)	(15, 36.279526627882355)	(20, 36.26318386412561)	(25, 36.16483504985615)	(30, 36.07757329437385)	(35, 35.98718526605432)	(40, 35.8830479995038)	(45, 35.80942768833823)	(50, 35.73837070042556)	(55, 35.63810446304629)	(60, 35.56485670387767)	(65, 35.390732080338026)	(70, 35.27547656627165)	(75, 35.205993112440034)	(80, 35.059408265650355)	(85, 34.92743549001908)	(90, 34.74871667150326)	(95, 34.578565536909295)	(100, 34.46730373955296)	(105, 34.29809632261775)	(110, 34.08152983083626)	(115, 34.00019391754672)	(120, 33.890620883770644)	(125, 33.54345537455257)	(130, 33.51179190663407)	(135, 33.28951988448123)	(140, 33.0182507652069)	(145, 32.71637333885418)	(150, 32.1484252280098)
SRR29492935_1	(1, 34.79267373661419)	(2, 35.24829927343017)	(3, 35.55532023000206)	(4, 35.528585517607326)	(5, 35.655834056632116)	(6, 35.77358400508371)	(7, 35.8262164751479)	(8, 35.93552913543143)	(9, 36.010607535337286)	(10, 36.36644250247851)	(15, 36.6104102623734)	(20, 36.57223807376302)	(25, 36.47240969410506)	(30, 36.38003657424072)	(35, 36.294175175753814)	(40, 36.20257401525924)	(45, 36.10887579552826)	(50, 36.03895389134974)	(55, 35.93139590520039)	(60, 35.83313265341089)	(65, 35.71757051040058)	(70, 35.580823257316545)	(75, 35.49300947712486)	(80, 35.34182095302286)	(85, 35.25027144577809)	(90, 35.09097104729785)	(95, 34.98756696967884)	(100, 34.89133167946765)	(105, 34.65454661840506)	(110, 34.61823458987693)	(115, 34.51280712768179)	(120, 34.15533254813583)	(125, 34.047550499767866)	(130, 33.77238090461698)	(135, 33.75061545985367)	(140, 33.490094949902335)	(145, 32.9942080410832)	(150, 32.38199726399029)
SRR29492935_2	(1, 36.472488385987255)	(2, 36.62399774286757)	(3, 36.24936633317162)	(4, 36.23293450241313)	(5, 36.3752242549651)	(6, 36.43328098580865)	(7, 36.39764910397504)	(8, 36.37727176983674)	(9, 36.35322936190684)	(10, 36.36567587866806)	(15, 36.38469060445492)	(20, 36.358910125650695)	(25, 36.240087062632234)	(30, 36.207984783985566)	(35, 36.04361407902711)	(40, 35.94635817666587)	(45, 35.882577439511195)	(50, 35.746042402806026)	(55, 35.673318390212366)	(60, 35.551847348605705)	(65, 35.36967154785213)	(70, 35.33395055399909)	(75, 35.22200834582029)	(80, 35.05272915803259)	(85, 34.84244438394074)	(90, 34.61038449949616)	(95, 34.499594326295814)	(100, 34.288048907240935)	(105, 34.302693918202905)	(110, 34.02658418130391)	(115, 33.75657641984524)	(120, 33.663989236924365)	(125, 33.280322183426975)	(130, 33.31873263033985)	(135, 32.85395794038895)	(140, 32.696899135946104)	(145, 32.421971328874086)	(150, 31.470039270847145)
SRR29492936_1	(1, 34.25189652613558)	(2, 35.27044421448375)	(3, 35.3092176060671)	(4, 35.44186421277463)	(5, 35.399454426143244)	(6, 35.359929784063496)	(7, 35.37190749468185)	(8, 35.389745296484044)	(9, 35.47248719433827)	(10, 35.58662240255482)	(15, 36.054672871028586)	(20, 36.316781654881126)	(25, 36.255196852600506)	(30, 36.174782255361144)	(35, 36.10755113257996)	(40, 36.045486514961155)	(45, 35.98795707575148)	(50, 35.867580243460104)	(55, 35.816181542810696)	(60, 35.74688365392143)	(65, 35.682264499917856)	(70, 35.55992383209447)	(75, 35.42575537653064)	(80, 35.401595166620595)	(85, 35.35950621764358)	(90, 35.19762322193078)	(95, 35.073790349775955)	(100, 34.970889287058654)	(105, 34.82942941933241)	(110, 34.685457917256336)	(115, 34.55473474000964)	(120, 34.48068328993668)	(125, 34.28251351753035)	(130, 34.03798112093516)	(135, 33.79808772273301)	(140, 33.77277627746667)	(145, 33.759029848220145)	(150, 33.331020609925254)
SRR29492936_2	(1, 36.27608260599288)	(2, 36.537696572056845)	(3, 36.45495879329962)	(4, 36.382315796910326)	(5, 36.24871598863321)	(6, 36.17607572389355)	(7, 36.12813297373437)	(8, 36.132543146378836)	(9, 36.087785478062635)	(10, 36.15447386891173)	(15, 36.22507309117792)	(20, 36.22065414986607)	(25, 36.12116559431941)	(30, 36.03154525639078)	(35, 35.93637952773044)	(40, 35.83816347764772)	(45, 35.759906811538805)	(50, 35.67747765801609)	(55, 35.57555699804434)	(60, 35.49610805696706)	(65, 35.32139339011351)	(70, 35.20009909833831)	(75, 35.13675261413014)	(80, 34.98036479004103)	(85, 34.8512500852154)	(90, 34.662548688996836)	(95, 34.494747807889915)	(100, 34.375734170388625)	(105, 34.20562306255813)	(110, 33.97908484209316)	(115, 33.900370358714206)	(120, 33.79285671243956)	(125, 33.42155352280221)	(130, 33.40071516244974)	(135, 33.165436897104335)	(140, 32.892845106532405)	(145, 32.5715221446889)	(150, 31.954064248319952)
SRR29492937_1	(1, 34.09648304233054)	(2, 34.12325837508287)	(3, 34.67052216838398)	(4, 34.58500424244835)	(5, 34.70643458860041)	(6, 34.7918130198835)	(7, 34.835387338335295)	(8, 34.7886591554484)	(9, 34.83488259481254)	(10, 34.89584566162244)	(15, 35.177241602246625)	(20, 35.31885293219061)	(25, 35.56835599425402)	(30, 35.8045305175551)	(35, 35.87102422138455)	(40, 35.830292995964676)	(45, 35.78523273204648)	(50, 35.71392842232874)	(55, 35.647369332666486)	(60, 35.539915899191314)	(65, 35.47094858835815)	(70, 35.40856248983283)	(75, 35.29276504589815)	(80, 35.185678996937824)	(85, 35.108233940406905)	(90, 35.075955555557506)	(95, 34.95999529748601)	(100, 34.87585050817055)	(105, 34.787075615897365)	(110, 34.82566395302783)	(115, 34.7793352907443)	(120, 34.602606051103365)	(125, 34.38678862816422)	(130, 34.33755939182672)	(135, 34.16478084611891)	(140, 33.85063046789941)	(145, 33.84938313732723)	(150, 33.38678613462844)
SRR29492937_2	(1, 36.151377940114074)	(2, 36.11274221702705)	(3, 35.740332725342604)	(4, 35.763193689624494)	(5, 35.88405787540443)	(6, 36.24523815726652)	(7, 36.14376288465989)	(8, 36.16737054442541)	(9, 36.12467717451619)	(10, 36.1659962366138)	(15, 36.20063751040706)	(20, 36.153253683637175)	(25, 36.09006604939417)	(30, 35.9858549769826)	(35, 35.89345938298135)	(40, 35.848436877065545)	(45, 35.724602600535476)	(50, 35.61751581336375)	(55, 35.57900028708818)	(60, 35.43597221339075)	(65, 35.33458491959193)	(70, 35.25838321489795)	(75, 35.12655535111391)	(80, 34.94245234193159)	(85, 34.87889538549066)	(90, 34.68664506944817)	(95, 34.69910026997426)	(100, 34.47715846862167)	(105, 34.39524739002891)	(110, 34.164696922110394)	(115, 34.0933941522022)	(120, 33.90353321489867)	(125, 33.50699769665848)	(130, 33.60479135973175)	(135, 33.11485607030101)	(140, 32.97509139718012)	(145, 32.792436179538655)	(150, 32.43493550614015)
SRR29492938_1	(1, 34.582425796188396)	(2, 35.1284055815768)	(3, 35.4724907704076)	(4, 35.459926781923954)	(5, 35.59799737852301)	(6, 35.719954432080726)	(7, 35.771854500383554)	(8, 35.88298958727413)	(9, 35.960962106251145)	(10, 36.33497844690118)	(15, 36.59230264581994)	(20, 36.55388710217409)	(25, 36.454896725566016)	(30, 36.362108662477446)	(35, 36.27673730395772)	(40, 36.18511547154104)	(45, 36.09073315067737)	(50, 36.02150498261984)	(55, 35.91279997552958)	(60, 35.81528176045765)	(65, 35.70034727922835)	(70, 35.562772344838336)	(75, 35.47443473945121)	(80, 35.3210512541212)	(85, 35.23149518050862)	(90, 35.068625813604285)	(95, 34.96698635761684)	(100, 34.868151309454376)	(105, 34.63135503149097)	(110, 34.59224404124506)	(115, 34.48758572165007)	(120, 34.12181505462494)	(125, 34.014959641455526)	(130, 33.73287607818473)	(135, 33.71005194317777)	(140, 33.44061059311008)	(145, 32.9354721901684)	(150, 32.33020317723659)
SRR29492938_2	(1, 36.36977021573789)	(2, 36.56531057932821)	(3, 36.144180659176946)	(4, 36.18022044334118)	(5, 36.317185835299284)	(6, 36.37840960468202)	(7, 36.329178816647676)	(8, 36.31054318583833)	(9, 36.27999386233135)	(10, 36.30177629448536)	(15, 36.319867439131706)	(20, 36.29315478713374)	(25, 36.16774643252037)	(30, 36.129615725184195)	(35, 35.95331949391274)	(40, 35.852890268966476)	(45, 35.78161978632772)	(50, 35.64136563642853)	(55, 35.55858597954757)	(60, 35.43518772982406)	(65, 35.235915258186004)	(70, 35.2057747005764)	(75, 35.08609013061675)	(80, 34.90653898104567)	(85, 34.685258873556215)	(90, 34.435758224321134)	(95, 34.33024413122824)	(100, 34.102120861885396)	(105, 34.127407886456)	(110, 33.833785918443304)	(115, 33.5596854209206)	(120, 33.4650115000526)	(125, 33.065605996508154)	(130, 33.11127338507276)	(135, 32.630163835248084)	(140, 32.47176387985221)	(145, 32.19545863783746)	(150, 31.229734296000323)
SRR29492939_1	(1, 34.85144170034518)	(2, 34.76210307050334)	(3, 35.04500117680957)	(4, 35.38758504051966)	(5, 35.47137136517646)	(6, 35.50789371115297)	(7, 35.00212837747261)	(8, 35.35814903803103)	(9, 35.3952020875044)	(10, 35.53207868442334)	(15, 35.52317078172053)	(20, 35.47838435543739)	(25, 35.321526114840296)	(30, 35.250308254166704)	(35, 35.18999595296195)	(40, 35.155321155623824)	(45, 35.097912373731404)	(50, 35.046168401290686)	(55, 34.95527717759842)	(60, 34.90973131969788)	(65, 34.84717491523103)	(70, 34.79875278849823)	(75, 34.73084190048229)	(80, 34.67877509224523)	(85, 34.57302496542427)	(90, 34.57615290513008)	(95, 34.46662686743677)	(100, 34.43385524828986)	(105, 34.33441992083743)	(110, 34.249440790264984)	(115, 34.20790691515769)	(120, 34.17409276247808)	(125, 34.078478426023295)	(130, 33.963006654670025)	(135, 33.86840370152972)	(140, 33.73819346855322)	(145, 33.69838727812159)	(150, 33.312657161832036)
SRR29492939_2	(1, 35.39862871748103)	(2, 35.38791015999418)	(3, 35.49349477578148)	(4, 35.439588446220334)	(5, 35.429731434146724)	(6, 35.40571042473129)	(7, 35.262958231155075)	(8, 35.356742271073976)	(9, 35.319833103923465)	(10, 35.32406952300586)	(15, 35.33685098899161)	(20, 35.29734391801394)	(25, 35.21625771165272)	(30, 35.143722412399214)	(35, 35.04488433832305)	(40, 34.987650170385706)	(45, 34.89468896991914)	(50, 34.844327486446026)	(55, 34.75988632369246)	(60, 34.683317545398836)	(65, 34.640667900100155)	(70, 34.546016449265096)	(75, 34.50406802033501)	(80, 34.42701476845676)	(85, 34.3584445968545)	(90, 34.26848723858375)	(95, 34.15322319186998)	(100, 34.09217999707731)	(105, 33.93558808316319)	(110, 33.85197272705404)	(115, 33.81944749611907)	(120, 33.67834266638874)	(125, 33.590234981477835)	(130, 33.38479757550736)	(135, 33.3442832381942)	(140, 33.30283744630309)	(145, 33.21417169614554)	(150, 32.778056271420084)
SRR29492940_1	(1, 34.80594543827321)	(2, 34.71917162778992)	(3, 35.00375257256598)	(4, 35.3644526946807)	(5, 35.45067750416897)	(6, 35.49628907841444)	(7, 34.99931685997501)	(8, 35.334110810103084)	(9, 35.37091554462549)	(10, 35.527082864447245)	(15, 35.52607637901944)	(20, 35.48216238412524)	(25, 35.32359339031528)	(30, 35.2459489582545)	(35, 35.18393399572698)	(40, 35.14382620441612)	(45, 35.08850565013319)	(50, 35.02642448874006)	(55, 34.941587327103235)	(60, 34.88172386214059)	(65, 34.8187861391735)	(70, 34.76697159644162)	(75, 34.69861503542104)	(80, 34.64015849065013)	(85, 34.53944993700951)	(90, 34.54295513693826)	(95, 34.43238493464732)	(100, 34.404606374624144)	(105, 34.29772054895082)	(110, 34.22414708150338)	(115, 34.18099363572527)	(120, 34.14508333356493)	(125, 34.05308493821599)	(130, 33.94429798815804)	(135, 33.844654460047735)	(140, 33.72017121196876)	(145, 33.67819779122158)	(150, 33.30247555621152)
SRR29492940_2	(1, 35.43173133767381)	(2, 35.39366327615963)	(3, 35.499460750769806)	(4, 35.43582498835998)	(5, 35.439614920146084)	(6, 35.445510716648464)	(7, 35.3142364182449)	(8, 35.37239764071729)	(9, 35.34773757949195)	(10, 35.334879386901505)	(15, 35.35178839619672)	(20, 35.30902375192966)	(25, 35.219521277133424)	(30, 35.1352541842388)	(35, 35.02543798397744)	(40, 34.95938176713145)	(45, 34.86640096940167)	(50, 34.81522763287628)	(55, 34.72303083768742)	(60, 34.64436820824319)	(65, 34.59499781439954)	(70, 34.50133992692005)	(75, 34.46402481478595)	(80, 34.387159185964485)	(85, 34.321981700278364)	(90, 34.24250307069916)	(95, 34.13075446170295)	(100, 34.062098431731755)	(105, 33.90903448501963)	(110, 33.82928320445796)	(115, 33.79869378491866)	(120, 33.657227492834544)	(125, 33.57162438602311)	(130, 33.3816763133715)	(135, 33.34298716896478)	(140, 33.29923190279657)	(145, 33.21745198460958)	(150, 32.798787507617874)
SRR29492941_1	(1, 34.85397830005966)	(2, 34.7525592606212)	(3, 35.02669239887552)	(4, 35.36470384011111)	(5, 35.44780105918017)	(6, 35.47878010187309)	(7, 34.96028962526687)	(8, 35.32504115161008)	(9, 35.35909864882755)	(10, 35.493562093066416)	(15, 35.48259950346376)	(20, 35.43703837650042)	(25, 35.273867406299544)	(30, 35.195026557478755)	(35, 35.14271166625759)	(40, 35.09945239294849)	(45, 35.051609792895306)	(50, 34.99361016186052)	(55, 34.915115134472124)	(60, 34.862255728372595)	(65, 34.80650903178942)	(70, 34.75037360347507)	(75, 34.68421903706999)	(80, 34.63207027522704)	(85, 34.52262041620358)	(90, 34.52254871872309)	(95, 34.40210738057383)	(100, 34.36239018795223)	(105, 34.26219169187901)	(110, 34.17681117219459)	(115, 34.123604390047646)	(120, 34.09286751154064)	(125, 33.98641689964977)	(130, 33.87724841132599)	(135, 33.77806726702261)	(140, 33.65228604068525)	(145, 33.604997117504944)	(150, 33.23755148718055)
SRR29492941_2	(1, 35.36059488050651)	(2, 35.3196514377667)	(3, 35.432841958835404)	(4, 35.36904138660549)	(5, 35.39127827830723)	(6, 35.35560602829024)	(7, 35.202083749450736)	(8, 35.333580033031424)	(9, 35.314477371932554)	(10, 35.24929521966357)	(15, 35.269389613061435)	(20, 35.22539587918341)	(25, 35.13741096996306)	(30, 35.06731200409639)	(35, 34.9742265881617)	(40, 34.912518591112345)	(45, 34.80898182486901)	(50, 34.743266074140664)	(55, 34.647409632458064)	(60, 34.55625302592535)	(65, 34.511342078928195)	(70, 34.40566292646922)	(75, 34.34411889500791)	(80, 34.25237052597085)	(85, 34.172943601905104)	(90, 34.063488338279555)	(95, 33.93849668093346)	(100, 33.87624426647379)	(105, 33.71577375029604)	(110, 33.62446922141249)	(115, 33.58566228269291)	(120, 33.44426284309994)	(125, 33.35076822714846)	(130, 33.13485471013874)	(135, 33.08940342476817)	(140, 33.045796819272276)	(145, 32.95372658644382)	(150, 32.523282455591925)
SRR29492942_1	(1, 34.84532076549033)	(2, 34.74822354621035)	(3, 35.021375654471406)	(4, 35.38248425073155)	(5, 35.47114961829588)	(6, 35.51036482213828)	(7, 35.00903834010424)	(8, 35.357733525386465)	(9, 35.39474594823242)	(10, 35.533269792320674)	(15, 35.52453677987243)	(20, 35.47617534367923)	(25, 35.31756899862001)	(30, 35.24013067051394)	(35, 35.18877370985689)	(40, 35.14364971270275)	(45, 35.09459427816082)	(50, 35.03841064952307)	(55, 34.96108217376239)	(60, 34.91095839397817)	(65, 34.85290677744835)	(70, 34.80397312946661)	(75, 34.73532962317237)	(80, 34.67926799583755)	(85, 34.5782033994556)	(90, 34.585095550134746)	(95, 34.47404242261545)	(100, 34.43835039818677)	(105, 34.34015037430463)	(110, 34.256543126297785)	(115, 34.207953372858334)	(120, 34.17801260736481)	(125, 34.078309763373355)	(130, 33.972594944457356)	(135, 33.87962299760655)	(140, 33.75680092041489)	(145, 33.71484248744035)	(150, 33.34611283503098)
SRR29492942_2	(1, 35.334173160293616)	(2, 35.33775767389543)	(3, 35.441731504702766)	(4, 35.409833043670474)	(5, 35.39734159425895)	(6, 35.39301290560596)	(7, 35.279916391047756)	(8, 35.358761138038865)	(9, 35.3412201953323)	(10, 35.282841054969055)	(15, 35.287770465939026)	(20, 35.2439844258497)	(25, 35.157242559465985)	(30, 35.091050387493034)	(35, 35.007645290098395)	(40, 34.9501909234494)	(45, 34.85781959839768)	(50, 34.79770276417112)	(55, 34.70811371945133)	(60, 34.62428365069915)	(65, 34.58650363670294)	(70, 34.4872207381746)	(75, 34.43011993406118)	(80, 34.34517015999455)	(85, 34.27215680297189)	(90, 34.16887006219293)	(95, 34.04941889352055)	(100, 33.996865121190424)	(105, 33.84482666523931)	(110, 33.75856797007071)	(115, 33.72328595354113)	(120, 33.587448491149964)	(125, 33.499540096391634)	(130, 33.28671917675483)	(135, 33.242355103977424)	(140, 33.19803146223624)	(145, 33.10481419690902)	(150, 32.66373379454596)
SRR29492943_1	(1, 34.85018818456974)	(2, 34.75712796544893)	(3, 35.03098650921323)	(4, 35.377260506204124)	(5, 35.46564168607432)	(6, 35.50124549776306)	(7, 34.99375104515301)	(8, 35.349128452792186)	(9, 35.38961818480546)	(10, 35.52310550425902)	(15, 35.513592747499395)	(20, 35.467276344860046)	(25, 35.307974443607186)	(30, 35.22841427616278)	(35, 35.1750185868344)	(40, 35.1276623859968)	(45, 35.077315481471686)	(50, 35.013922359293524)	(55, 34.934170079638974)	(60, 34.879022902501106)	(65, 34.82199423060917)	(70, 34.76563171928467)	(75, 34.69428464273884)	(80, 34.636005904971924)	(85, 34.52884500641905)	(90, 34.534557871982784)	(95, 34.416320325600516)	(100, 34.38338275882258)	(105, 34.277683006840064)	(110, 34.195584437279095)	(115, 34.141294737447325)	(120, 34.1116405844633)	(125, 34.006208064103774)	(130, 33.89441266100474)	(135, 33.79544665694048)	(140, 33.66567813153577)	(145, 33.620292605993214)	(150, 33.24216567342889)
SRR29492943_2	(1, 35.38752261463987)	(2, 35.41274470471894)	(3, 35.516706860397505)	(4, 35.46218384176341)	(5, 35.492945367077624)	(6, 35.45344310176788)	(7, 35.326357145986385)	(8, 35.43551495869485)	(9, 35.37650805452887)	(10, 35.35166088302364)	(15, 35.36885206271894)	(20, 35.326067073803785)	(25, 35.23717163332345)	(30, 35.166002432388)	(35, 35.070371805121894)	(40, 35.01236648142905)	(45, 34.91650043554988)	(50, 34.85563225681282)	(55, 34.76816010197008)	(60, 34.68255540999858)	(65, 34.63566867770824)	(70, 34.53696288055195)	(75, 34.48226114404356)	(80, 34.39335500564171)	(85, 34.321324396835216)	(90, 34.220252996193025)	(95, 34.098271077844544)	(100, 34.03430052526268)	(105, 33.87869733825301)	(110, 33.790239266706315)	(115, 33.750364264520236)	(120, 33.60675275734687)	(125, 33.51586299384229)	(130, 33.30714512365166)	(135, 33.2583418666171)	(140, 33.21623194638007)	(145, 33.12416577999868)	(150, 32.68473292542414)
SRR29492944_1	(1, 34.85424125503741)	(2, 34.7523785767567)	(3, 35.03551278306369)	(4, 35.381671861451416)	(5, 35.46613574603368)	(6, 35.51217167770183)	(7, 34.99980892960694)	(8, 35.36170511757309)	(9, 35.392627190416455)	(10, 35.533289494477444)	(15, 35.53317024097141)	(20, 35.48999912542941)	(25, 35.333108712490166)	(30, 35.2551635763957)	(35, 35.200764006691166)	(40, 35.16012601558037)	(45, 35.11139156522386)	(50, 35.047564455543906)	(55, 34.96656892494182)	(60, 34.90698217553333)	(65, 34.84897599227999)	(70, 34.79310745813491)	(75, 34.72269175212616)	(80, 34.659526269963166)	(85, 34.558814417747755)	(90, 34.55876692503056)	(95, 34.4456863670938)	(100, 34.41283340619552)	(105, 34.30320988723649)	(110, 34.21923752927694)	(115, 34.164717455076996)	(120, 34.12691452000912)	(125, 34.02548052717253)	(130, 33.91294683671071)	(135, 33.80861726911716)	(140, 33.67996684148916)	(145, 33.632672840869496)	(150, 33.264919254246536)
SRR29492944_2	(1, 35.256643665104875)	(2, 35.293454503901096)	(3, 35.40651440648885)	(4, 35.381684876228626)	(5, 35.401497406216606)	(6, 35.36689086116369)	(7, 35.25028589033782)	(8, 35.32633689951319)	(9, 35.29020667185724)	(10, 35.209519956113276)	(15, 35.24431964719183)	(20, 35.20152209502459)	(25, 35.112705261128326)	(30, 35.03605248680136)	(35, 34.93322874576087)	(40, 34.866037192755186)	(45, 34.7622483106174)	(50, 34.69637202426516)	(55, 34.59603267516895)	(60, 34.50268908297487)	(65, 34.44803380094717)	(70, 34.33825599517017)	(75, 34.27740269476572)	(80, 34.185038610412235)	(85, 34.10578045159146)	(90, 34.00003880871929)	(95, 33.87281022867245)	(100, 33.80388399659798)	(105, 33.636615241280225)	(110, 33.546456224824894)	(115, 33.50427518041033)	(120, 33.35563300033642)	(125, 33.26119542636045)	(130, 33.04752520364901)	(135, 32.998881144286145)	(140, 32.95013785846665)	(145, 32.86056382819798)	(150, 32.42815594743624)
SRR29492945_1	(1, 34.82324617448883)	(2, 34.746192962395675)	(3, 35.0219916951284)	(4, 35.3628830320994)	(5, 35.450451702544626)	(6, 35.48607099093532)	(7, 34.98171075147965)	(8, 35.335693240073425)	(9, 35.36957241454829)	(10, 35.51290658062773)	(15, 35.51090192528985)	(20, 35.47100249038944)	(25, 35.31187042240903)	(30, 35.23331920153623)	(35, 35.17855974742715)	(40, 35.138124223129246)	(45, 35.088877800922376)	(50, 35.0257983058307)	(55, 34.94674156404268)	(60, 34.88819450498604)	(65, 34.82771300161706)	(70, 34.771969551739474)	(75, 34.701590774781224)	(80, 34.642481583389184)	(85, 34.53396231508011)	(90, 34.53255421990738)	(95, 34.41269817203615)	(100, 34.37307729932207)	(105, 34.26064125278707)	(110, 34.17370862424409)	(115, 34.11715461951065)	(120, 34.07763235925012)	(125, 33.96987099327084)	(130, 33.857428874389534)	(135, 33.753545869282604)	(140, 33.62314142842949)	(145, 33.57669199937745)	(150, 33.218764928409676)
