Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR29492887_1	(1, 34.521555134848754)	(2, 35.41783699049762)	(3, 35.44672043999131)	(4, 35.553461794830596)	(5, 35.51081940518061)	(6, 35.46000300482111)	(7, 35.465320111216336)	(8, 35.49157570054589)	(9, 35.55016180115983)	(10, 35.658648013797595)	(15, 36.09770744022289)	(20, 36.33805770210969)	(25, 36.277137907424375)	(30, 36.19339177326141)	(35, 36.12772772777639)	(40, 36.0638337606625)	(45, 36.0048965209986)	(50, 35.886226876736664)	(55, 35.83300556696227)	(60, 35.76508937952508)	(65, 35.701032074467335)	(70, 35.58302932325076)	(75, 35.45029682449244)	(80, 35.4232547633897)	(85, 35.37966453175444)	(90, 35.21924286704798)	(95, 35.099708111682574)	(100, 34.99449724787719)	(105, 34.857293889360776)	(110, 34.710486909685635)	(115, 34.58636898629193)	(120, 34.50634678921976)	(125, 34.31507539323386)	(130, 34.06844130058848)	(135, 33.832291402295354)	(140, 33.79468683589185)	(145, 33.77180730453853)	(150, 33.356718281755455)
SRR29492887_2	(1, 36.166596134954275)	(2, 36.50236725937912)	(3, 36.43878262959564)	(4, 36.403509224885674)	(5, 36.293054000202325)	(6, 36.225431430417714)	(7, 36.20073922403397)	(8, 36.190090588033954)	(9, 36.17636054547316)	(10, 36.2327736228173)	(15, 36.29236541007801)	(20, 36.26857782040372)	(25, 36.171530730326126)	(30, 36.08496284660967)	(35, 35.99373499532548)	(40, 35.88740108122981)	(45, 35.81570556850652)	(50, 35.74151139806503)	(55, 35.64072870012334)	(60, 35.56193867588207)	(65, 35.38960094949583)	(70, 35.2681585621812)	(75, 35.20092173862008)	(80, 35.0479143371552)	(85, 34.91980633817495)	(90, 34.73433973900823)	(95, 34.5671517057277)	(100, 34.45076460645192)	(105, 34.28242837480832)	(110, 34.06369422485264)	(115, 33.98323973749298)	(120, 33.873317363829486)	(125, 33.517231122299236)	(130, 33.490734984369475)	(135, 33.263130211682515)	(140, 32.995463341918125)	(145, 32.6841497469134)	(150, 32.1105728919734)
SRR29492888_1	(1, 34.48534500389532)	(2, 35.38568852470116)	(3, 35.41902235239135)	(4, 35.53290982563819)	(5, 35.48050073891355)	(6, 35.42995866905731)	(7, 35.44224608834654)	(8, 35.46578280776577)	(9, 35.52769173840887)	(10, 35.65254144557539)	(15, 36.09579989158199)	(20, 36.33965207769171)	(25, 36.28006326295933)	(30, 36.196698903409)	(35, 36.131020431529535)	(40, 36.06620857944646)	(45, 36.0104991091237)	(50, 35.89136090672916)	(55, 35.84111866663888)	(60, 35.77023479245236)	(65, 35.70771780211723)	(70, 35.58822322878891)	(75, 35.45730438627063)	(80, 35.43150252775827)	(85, 35.38881687967343)	(90, 35.23071165154796)	(95, 35.11078082335081)	(100, 35.00976699547371)	(105, 34.869777753803)	(110, 34.72741622525407)	(115, 34.600586611686424)	(120, 34.528156129655635)	(125, 34.33359104838108)	(130, 34.094590383449045)	(135, 33.85770868121429)	(140, 33.831534707705636)	(145, 33.81606029110214)	(150, 33.40438414337535)
SRR29492888_2	(1, 36.0078494581823)	(2, 36.446517025387465)	(3, 36.367216103801056)	(4, 36.35876939120921)	(5, 36.25380155730122)	(6, 36.18706214897788)	(7, 36.16997383403046)	(8, 36.155760196024204)	(9, 36.14884337866281)	(10, 36.209498290153455)	(15, 36.27071734611556)	(20, 36.24849114391948)	(25, 36.145358970314575)	(30, 36.05899470036468)	(35, 35.966765776584765)	(40, 35.85804627540851)	(45, 35.78838716800763)	(50, 35.710027998882964)	(55, 35.609832717086576)	(60, 35.52850251793287)	(65, 35.35660845795489)	(70, 35.23349420345666)	(75, 35.16799864865543)	(80, 35.01138981114334)	(85, 34.88032690096427)	(90, 34.695288364927244)	(95, 34.525882650133475)	(100, 34.40895214440494)	(105, 34.23781589077194)	(110, 34.01521159593187)	(115, 33.93355930167329)	(120, 33.825035038062154)	(125, 33.459325445139406)	(130, 33.434197325590894)	(135, 33.20173865244124)	(140, 32.927847085420595)	(145, 32.60824104552098)	(150, 32.02520537985118)
SRR29492889_1	(1, 34.26355856838937)	(2, 35.274897560573436)	(3, 35.32703989728275)	(4, 35.45688733605819)	(5, 35.41827824933957)	(6, 35.36924528321005)	(7, 35.37073238624378)	(8, 35.39489918286146)	(9, 35.46032799769269)	(10, 35.59185623493214)	(15, 36.04792735460315)	(20, 36.29910860097552)	(25, 36.23595405503754)	(30, 36.14847069724702)	(35, 36.07834299095413)	(40, 36.01250080654687)	(45, 35.95113423884402)	(50, 35.829430331100106)	(55, 35.77453233390903)	(60, 35.70500664003045)	(65, 35.63701709514995)	(70, 35.51460017353692)	(75, 35.3755009645828)	(80, 35.35051696630545)	(85, 35.30798174676253)	(90, 35.14180042767172)	(95, 35.020604122221165)	(100, 34.91214580993134)	(105, 34.773800518666135)	(110, 34.620294814888496)	(115, 34.49704871209413)	(120, 34.41478573125774)	(125, 34.224205163565486)	(130, 33.9726043405368)	(135, 33.738544925623344)	(140, 33.708044306107666)	(145, 33.70101898430762)	(150, 33.260157249422676)
SRR29492889_2	(1, 36.16502478180385)	(2, 36.47029893150575)	(3, 36.39998803685406)	(4, 36.38800564262285)	(5, 36.28074550766488)	(6, 36.217884132834264)	(7, 36.18023272211492)	(8, 36.1794726567077)	(9, 36.14542556929995)	(10, 36.203270537006496)	(15, 36.26673596848717)	(20, 36.25259890065901)	(25, 36.151655241935075)	(30, 36.067206413589034)	(35, 35.97429941453491)	(40, 35.86865510327708)	(45, 35.79432846171919)	(50, 35.71501990985651)	(55, 35.61395399478172)	(60, 35.53305245243144)	(65, 35.36011607369769)	(70, 35.23628918346937)	(75, 35.17044674319148)	(80, 35.01239682822906)	(85, 34.88119093748948)	(90, 34.69421301869143)	(95, 34.524536732666284)	(100, 34.40589699851437)	(105, 34.23467558072628)	(110, 34.009668245000654)	(115, 33.9285517590408)	(120, 33.82049000187396)	(125, 33.456622076683615)	(130, 33.43514429000181)	(135, 33.20497899201499)	(140, 32.93860180532285)	(145, 32.624583177961576)	(150, 32.04160831011032)
SRR29492890_1	(1, 34.54107381955864)	(2, 35.4451313216901)	(3, 35.47409340337175)	(4, 35.57582089292593)	(5, 35.52393451370947)	(6, 35.47746734436219)	(7, 35.48029929242939)	(8, 35.49491239191711)	(9, 35.55394650808426)	(10, 35.677556241215136)	(15, 36.11160253558521)	(20, 36.35501448871541)	(25, 36.296365160352394)	(30, 36.21636399424404)	(35, 36.1517482664086)	(40, 36.09172980072439)	(45, 36.035093465261646)	(50, 35.92212120206632)	(55, 35.87158878119578)	(60, 35.8061741639059)	(65, 35.743677828136676)	(70, 35.629131731373626)	(75, 35.50115815178469)	(80, 35.474645640849545)	(85, 35.434023518096936)	(90, 35.277375320951094)	(95, 35.16346850379485)	(100, 35.06050717722262)	(105, 34.930301693869396)	(110, 34.7860519777178)	(115, 34.66757688340475)	(120, 34.58953692179885)	(125, 34.40509858515475)	(130, 34.16464842392202)	(135, 33.93585753589137)	(140, 33.901789468246044)	(145, 33.88558298084261)	(150, 33.47522131559253)
SRR29492890_2	(1, 36.21089030103683)	(2, 36.41539728515769)	(3, 36.34450313425327)	(4, 36.2852425419873)	(5, 36.17277105425732)	(6, 36.09750431354858)	(7, 36.06806257279545)	(8, 36.03219590304634)	(9, 36.02971788168953)	(10, 36.07044411233339)	(15, 36.13706534593659)	(20, 36.116153096675376)	(25, 36.005709985531176)	(30, 35.90846744291906)	(35, 35.8041547690839)	(40, 35.68457549249334)	(45, 35.603898024646654)	(50, 35.52201596456925)	(55, 35.41358731793697)	(60, 35.32202870921934)	(65, 35.12759217895797)	(70, 34.991019300046915)	(75, 34.923088344414865)	(80, 34.753100333856885)	(85, 34.611898032736406)	(90, 34.40686066662593)	(95, 34.22270451439151)	(100, 34.098948271222994)	(105, 33.913986197039165)	(110, 33.671457271731335)	(115, 33.589360557776)	(120, 33.476315938971425)	(125, 33.09000258411716)	(130, 33.07090724413738)	(135, 32.827058754267426)	(140, 32.54606745825013)	(145, 32.22274044473518)	(150, 31.613745993845605)
SRR29492891_1	(1, 35.41774869236785)	(2, 35.688743840773874)	(3, 35.89361981935636)	(4, 35.845798026288215)	(5, 36.09033218575518)	(6, 36.242931994707355)	(7, 36.196654894646784)	(8, 36.19582593466169)	(9, 36.22257991779904)	(10, 36.20320885082471)	(15, 36.17730836449935)	(20, 36.14533378926402)	(25, 36.04844845054278)	(30, 35.97880239362318)	(35, 35.94689100330813)	(40, 35.90038166166268)	(45, 35.836101856721385)	(50, 35.76002661999574)	(55, 35.70717652957935)	(60, 35.64706418938855)	(65, 35.58220606866723)	(70, 35.54316812927876)	(75, 35.449008868948795)	(80, 35.350768689946555)	(85, 35.17673140575873)	(90, 35.0267445194879)	(95, 34.81365548261082)	(100, 34.628016570649386)	(105, 34.45912253703017)	(110, 34.29249833803158)	(115, 34.26194721291637)	(120, 34.34698410787032)	(125, 34.339434797301394)	(130, 34.31063051548259)	(135, 34.335835394424635)	(140, 34.30386792178452)	(145, 34.200385127133224)	(150, 33.94581851790699)
SRR29492891_2	(1, 34.46682516390218)	(2, 34.79170352102818)	(3, 34.85704428787139)	(4, 34.89346542778578)	(5, 34.80738322060622)	(6, 35.11247341708803)	(7, 34.97751528223925)	(8, 34.95495722281466)	(9, 35.09140168826065)	(10, 34.925442147078584)	(15, 34.83671570491007)	(20, 34.764921846514106)	(25, 34.665607416987896)	(30, 34.585666214687265)	(35, 34.50506583454781)	(40, 34.44713174987023)	(45, 34.31902038402725)	(50, 34.23504567198681)	(55, 34.15424445001655)	(60, 34.05220050901609)	(65, 33.96155914175258)	(70, 33.900732762409476)	(75, 33.76857959236869)	(80, 33.74488500759067)	(85, 33.6338192743512)	(90, 33.533993564847925)	(95, 33.441183619478636)	(100, 33.2824610949112)	(105, 33.10615138509675)	(110, 32.914987648350476)	(115, 32.73139147581047)	(120, 32.63064965135747)	(125, 32.53733868315617)	(130, 32.395472537635825)	(135, 32.423256834312745)	(140, 32.35467542823985)	(145, 32.118640351459604)	(150, 31.849919912004253)
SRR29492892_1	(1, 35.40214644421218)	(2, 35.618557387279395)	(3, 35.85110866700636)	(4, 35.79574812688158)	(5, 36.016376260551546)	(6, 36.205920263468855)	(7, 36.15469876072588)	(8, 36.15197318298443)	(9, 36.17867611541126)	(10, 36.15482447604573)	(15, 36.12717503222676)	(20, 36.09120188601701)	(25, 35.98863829001259)	(30, 35.912720383529994)	(35, 35.87131920820748)	(40, 35.82164482105102)	(45, 35.75478054636098)	(50, 35.67246532498147)	(55, 35.61479743032885)	(60, 35.54959825428992)	(65, 35.47854185828648)	(70, 35.431173586694875)	(75, 35.32286421262925)	(80, 35.241942210740476)	(85, 35.116176501707244)	(90, 35.01167549425436)	(95, 34.85305999426163)	(100, 34.69473870292094)	(105, 34.52539806929866)	(110, 34.31351891487456)	(115, 34.22742072562316)	(120, 34.282159559761546)	(125, 34.231777710670414)	(130, 34.172301177875056)	(135, 34.17695588009221)	(140, 34.122808712719866)	(145, 34.00013814155527)	(150, 33.73062367861255)
SRR29492892_2	(1, 34.92900073426859)	(2, 35.28395330500623)	(3, 35.31618962908307)	(4, 35.37725576263148)	(5, 35.30013016291532)	(6, 35.56551541148149)	(7, 35.45047917807985)	(8, 35.43174576232075)	(9, 35.56794835461705)	(10, 35.416727084179634)	(15, 35.34602151743594)	(20, 35.28099622984976)	(25, 35.19325586839386)	(30, 35.12370224999758)	(35, 35.05027027765991)	(40, 34.99876987872087)	(45, 34.880206545827136)	(50, 34.804866463515225)	(55, 34.732708353481144)	(60, 34.639618611718625)	(65, 34.55540214534604)	(70, 34.49025746959863)	(75, 34.37727088642718)	(80, 34.358319109076376)	(85, 34.25761605249981)	(90, 34.164265221818084)	(95, 34.08201756334195)	(100, 33.934795366892345)	(105, 33.76458579785477)	(110, 33.57797251678841)	(115, 33.38628489674714)	(120, 33.27430437684929)	(125, 33.17119701407672)	(130, 33.02762478282422)	(135, 33.03685572992848)	(140, 32.95989286518254)	(145, 32.713312793673815)	(150, 32.43907313011309)
SRR29492893_1	(1, 35.56605708988782)	(2, 35.66124587133759)	(3, 35.822709184943044)	(4, 35.913813044895456)	(5, 36.039845876714324)	(6, 36.10332018672272)	(7, 36.03600280202652)	(8, 36.04582235868144)	(9, 36.04868891811975)	(10, 36.05003314665944)	(15, 36.029693132486145)	(20, 36.03649944165229)	(25, 35.95188313525473)	(30, 35.82348395901377)	(35, 35.77475368584773)	(40, 35.69153217899169)	(45, 35.57812883927072)	(50, 35.604067557048054)	(55, 35.66150877928938)	(60, 35.60680280958972)	(65, 35.55699515816622)	(70, 35.49050390094355)	(75, 35.495966915599055)	(80, 35.42408637136519)	(85, 35.31388622667863)	(90, 35.217403469272014)	(95, 35.06276426293834)	(100, 35.015434390455596)	(105, 34.908971356679785)	(110, 34.58463094912257)	(115, 34.608638276762484)	(120, 34.45766396391106)	(125, 34.537510638795666)	(130, 34.49380095983313)	(135, 34.521280146261674)	(140, 34.455011084847605)	(145, 34.33091103814464)	(150, 34.16622523179728)
SRR29492893_2	(1, 35.46070918066713)	(2, 35.74410598476238)	(3, 35.68231794594759)	(4, 35.75494336015953)	(5, 35.77458483886763)	(6, 35.874924244709)	(7, 35.83569325024053)	(8, 35.80317116208332)	(9, 35.87873118642206)	(10, 35.7735588109804)	(15, 35.7266504433704)	(20, 35.71422297144695)	(25, 35.65863189397788)	(30, 35.59149791255878)	(35, 35.5199351292559)	(40, 35.478695626601514)	(45, 35.44445836087088)	(50, 35.37464327026984)	(55, 35.294449312464394)	(60, 35.244217348015844)	(65, 35.193841006328974)	(70, 35.148179473501465)	(75, 35.101625078643806)	(80, 35.05502120450659)	(85, 34.940810924331075)	(90, 34.93849705232711)	(95, 34.85430575037871)	(100, 34.73004549343186)	(105, 34.69562458485176)	(110, 34.5220496224468)	(115, 34.31453544965516)	(120, 34.26879987076434)	(125, 34.27929845138134)	(130, 34.28109382202097)	(135, 34.13991702819732)	(140, 33.93738017191866)	(145, 33.94736663774664)	(150, 33.74622874774951)
SRR29492894_1	(1, 34.87124507277399)	(2, 35.38155758876123)	(3, 35.68273134960797)	(4, 35.63277013687346)	(5, 36.0167057794091)	(6, 36.18032415806272)	(7, 36.142128181408594)	(8, 36.16533013218494)	(9, 36.13790494235138)	(10, 36.169133501860045)	(15, 36.15598263806737)	(20, 36.11202975366699)	(25, 36.01015893914435)	(30, 35.95777998030961)	(35, 35.90839090430711)	(40, 35.877499879549404)	(45, 35.812131492791615)	(50, 35.75085496756792)	(55, 35.66624551123693)	(60, 35.63435291051576)	(65, 35.55131859222096)	(70, 35.5034714597448)	(75, 35.387959226318436)	(80, 35.20529230666241)	(85, 34.879266662817486)	(90, 34.42091902453156)	(95, 33.95200496308192)	(100, 33.506479944411296)	(105, 33.253493227738694)	(110, 33.07481973422091)	(115, 33.102845594494205)	(120, 33.20378186337295)	(125, 33.23010281961151)	(130, 33.283839726827765)	(135, 33.33881185210738)	(140, 33.33698072784186)	(145, 33.30367699429113)	(150, 33.07599311132206)
SRR29492894_2	(1, 34.77107563306798)	(2, 35.23823066270338)	(3, 35.28171524303021)	(4, 35.2706433245367)	(5, 35.27562339055707)	(6, 35.498470199797396)	(7, 35.3831039076078)	(8, 35.35477813620005)	(9, 35.47855246988482)	(10, 35.328828550522196)	(15, 35.267250707441704)	(20, 35.210842515179)	(25, 35.12565208252106)	(30, 35.04054475819157)	(35, 34.945906792770494)	(40, 34.903379249095345)	(45, 34.7613066290818)	(50, 34.695073635605)	(55, 34.59288470323713)	(60, 34.53942861917439)	(65, 34.40734993598069)	(70, 34.35462638189007)	(75, 34.30157507804361)	(80, 34.2305956689212)	(85, 34.08484758132401)	(90, 33.97372994435442)	(95, 33.91531353596438)	(100, 33.836300563108885)	(105, 33.56758296905259)	(110, 33.40759831556584)	(115, 33.14982232786524)	(120, 33.04723359673313)	(125, 33.01643886418838)	(130, 32.81156174335017)	(135, 32.77308104609417)	(140, 32.74577945543668)	(145, 32.62493493960889)	(150, 32.26081371253906)
SRR29492895_1	(1, 30.74648908125232)	(2, 29.72445284419116)	(3, 31.7572363356428)	(4, 32.2473741284109)	(5, 32.40066376460033)	(6, 34.03995669053672)	(7, 33.9676471663316)	(8, 33.88156977420373)	(9, 34.17346708314641)	(10, 34.12638156634046)	(15, 34.13708541711665)	(20, 34.17053605152829)	(25, 33.87887076389696)	(30, 33.699310726015035)	(35, 33.61123554920498)	(40, 33.57476209148155)	(45, 33.43927320960783)	(50, 33.28334640370845)	(55, 33.158378132597846)	(60, 33.03859915485625)	(65, 32.92684128355514)	(70, 32.82026933833995)	(75, 32.67844797049197)	(80, 32.63952251039815)	(85, 32.60729936143464)	(90, 32.53998948831697)	(95, 32.368227862052166)	(100, 32.333833590864025)	(105, 32.39281541971965)	(110, 32.16664110189908)	(115, 31.91030179274594)	(120, 31.87247509705861)	(125, 31.91952280392776)	(130, 31.71624294282818)	(135, 31.698878633813507)	(140, 31.667203188949998)	(145, 31.39801773361911)	(150, 30.905937384041955)
SRR29492895_2	(1, 34.6606614662081)	(2, 35.97257624847005)	(3, 35.97020192621884)	(4, 35.97920475628735)	(5, 35.925599935755784)	(6, 36.097836880610984)	(7, 36.03270767219942)	(8, 36.00169111823705)	(9, 36.20151195440876)	(10, 35.98322083395639)	(15, 35.91491288262692)	(20, 35.84896006335809)	(25, 35.79003265378459)	(30, 35.696874153333226)	(35, 35.62200491800555)	(40, 35.572242161928656)	(45, 35.4732144372262)	(50, 35.35343754188335)	(55, 35.26225974601381)	(60, 35.13117820016504)	(65, 35.061670349632536)	(70, 34.97895086978916)	(75, 34.86367324062229)	(80, 34.787786122141554)	(85, 34.63985929408898)	(90, 34.613036968116035)	(95, 34.53274604704227)	(100, 34.43828196565149)	(105, 34.33443043625146)	(110, 34.12448077381051)	(115, 34.05521892878307)	(120, 33.931654150121005)	(125, 33.847154235964574)	(130, 33.69847384540405)	(135, 33.544899911941116)	(140, 33.425139520715994)	(145, 33.36107231905007)	(150, 32.646086281090604)
SRR29492896_1	(1, 35.75407808643803)	(2, 35.91312554679746)	(3, 36.02307820131434)	(4, 36.07949619126079)	(5, 36.208838401736685)	(6, 36.2309826740052)	(7, 36.18035675622004)	(8, 36.20296145978835)	(9, 36.189262606568334)	(10, 36.18334533142538)	(15, 36.16093185422517)	(20, 36.16073085907921)	(25, 36.083697477234)	(30, 35.98202359206162)	(35, 35.951231600083354)	(40, 35.886968057293416)	(45, 35.804923597315295)	(50, 35.820658830774185)	(55, 35.856999712199375)	(60, 35.797039339783296)	(65, 35.757175319816234)	(70, 35.71648272001445)	(75, 35.728229617823274)	(80, 35.66807493368638)	(85, 35.533180366694396)	(90, 35.40468387489405)	(95, 35.190329718501545)	(100, 35.07688226280403)	(105, 34.913568868619215)	(110, 34.57252543755881)	(115, 34.53438828906711)	(120, 34.340892964776884)	(125, 34.38518067134475)	(130, 34.31935617045476)	(135, 34.362956213785225)	(140, 34.30072371623916)	(145, 34.22836102764923)	(150, 34.13383919679098)
SRR29492896_2	(1, 35.73889341904199)	(2, 36.01662464172301)	(3, 35.955440606214445)	(4, 36.01674296251595)	(5, 36.04278166819827)	(6, 36.10374264806294)	(7, 36.08972141387938)	(8, 36.056368084478855)	(9, 36.14711200142134)	(10, 36.04439946138686)	(15, 35.997729544032296)	(20, 35.99768313499665)	(25, 35.95359067524187)	(30, 35.89719444313065)	(35, 35.844136472334164)	(40, 35.81942742267837)	(45, 35.79826894545489)	(50, 35.7449403490189)	(55, 35.68480296634756)	(60, 35.64920805816436)	(65, 35.61562817668799)	(70, 35.58107279973355)	(75, 35.54680467905713)	(80, 35.504794626860466)	(85, 35.408142239097856)	(90, 35.40903552551033)	(95, 35.33881345058396)	(100, 35.22150823335187)	(105, 35.18837028912827)	(110, 35.019615909271295)	(115, 34.8276373091514)	(120, 34.75901579144967)	(125, 34.74135281333801)	(130, 34.72140046509773)	(135, 34.58186457442709)	(140, 34.413732692718334)	(145, 34.41330365251104)	(150, 34.247999433343125)
SRR29492897_1	(1, 35.4484339726804)	(2, 35.73484766082684)	(3, 35.90995402490051)	(4, 35.889341781645186)	(5, 36.06807040308978)	(6, 36.268317441719525)	(7, 36.195264648398044)	(8, 36.188569085592505)	(9, 36.23253025919407)	(10, 36.175622806275506)	(15, 36.13476228864491)	(20, 36.107944082436056)	(25, 36.01395635056412)	(30, 35.93922838976202)	(35, 35.88692634420074)	(40, 35.84899416469284)	(45, 35.789565730930065)	(50, 35.71686956145711)	(55, 35.64424179042008)	(60, 35.583067964741325)	(65, 35.52846870612551)	(70, 35.462660796849114)	(75, 35.347895867843725)	(80, 35.236176000464624)	(85, 35.083183078461474)	(90, 34.960637104940204)	(95, 34.70196070676437)	(100, 34.52289854608147)	(105, 34.30220742501566)	(110, 34.01014034786473)	(115, 33.90755145151964)	(120, 33.93183773666973)	(125, 33.988172308694594)	(130, 33.97138969290383)	(135, 33.98339594707032)	(140, 33.997186096963254)	(145, 33.91055696613269)	(150, 33.63834918443952)
SRR29492897_2	(1, 35.02932787911347)	(2, 35.87507840592299)	(3, 35.91001354743243)	(4, 35.921893149519214)	(5, 35.89244864790817)	(6, 36.053238978980644)	(7, 35.966266230404834)	(8, 35.93265253171589)	(9, 36.11024384115793)	(10, 35.91874136556352)	(15, 35.85815238999182)	(20, 35.815358820729465)	(25, 35.76425703128156)	(30, 35.691842925854004)	(35, 35.629817336925775)	(40, 35.59894858572634)	(45, 35.52517581991636)	(50, 35.445099228945296)	(55, 35.37752269005544)	(60, 35.276807587950984)	(65, 35.227368193456826)	(70, 35.156501517615446)	(75, 35.053737839822126)	(80, 34.98510271680942)	(85, 34.869503328148355)	(90, 34.850066690802905)	(95, 34.76373605169993)	(100, 34.61645268593946)	(105, 34.46943165017323)	(110, 34.14674427769332)	(115, 33.91073287916397)	(120, 33.7010110544776)	(125, 33.58741495450941)	(130, 33.459589432623936)	(135, 33.33628728384711)	(140, 33.24415367529342)	(145, 33.208377287786355)	(150, 32.70171789144884)
SRR29492898_1	(1, 35.584181231723775)	(2, 36.01001648135318)	(3, 36.10450368888942)	(4, 36.129979771753916)	(5, 36.285452850734075)	(6, 36.40853791805384)	(7, 36.35586724590172)	(8, 36.35537322205012)	(9, 36.40797951280219)	(10, 36.362994186072775)	(15, 36.32594259369002)	(20, 36.3036688666999)	(25, 36.23755336165111)	(30, 36.1715365853129)	(35, 36.14601145976244)	(40, 36.11577529538157)	(45, 36.06274471171291)	(50, 36.006296615013596)	(55, 35.960402339540536)	(60, 35.90029485984004)	(65, 35.85732317033663)	(70, 35.8246642940993)	(75, 35.75910738445151)	(80, 35.6914922855855)	(85, 35.5272985169983)	(90, 35.40070941235628)	(95, 35.237285808842)	(100, 35.07538434135015)	(105, 34.94135801083119)	(110, 34.752645558176994)	(115, 34.77086765258365)	(120, 34.71209370293655)	(125, 34.763921927910296)	(130, 34.79227154138183)	(135, 34.830778419614575)	(140, 34.8337596349665)	(145, 34.85383610384367)	(150, 34.49416319938574)
SRR29492898_2	(1, 35.10158104587497)	(2, 35.486892458770356)	(3, 35.61585637347893)	(4, 35.63604684322847)	(5, 35.60682938179484)	(6, 35.78727377634973)	(7, 35.72949710298753)	(8, 35.70660800200113)	(9, 35.86865204030488)	(10, 35.69351587712987)	(15, 35.60317069283878)	(20, 35.51057410857708)	(25, 35.47379255679076)	(30, 35.4100319880325)	(35, 35.360233103451755)	(40, 35.27427124509745)	(45, 35.19861052800845)	(50, 35.11959456863107)	(55, 35.0539973061225)	(60, 34.97844784224779)	(65, 34.854241559298174)	(70, 34.77237203182612)	(75, 34.71185466302216)	(80, 34.62782595484406)	(85, 34.52047533724136)	(90, 34.47573762299275)	(95, 34.382081342753565)	(100, 34.22789309974796)	(105, 34.08906850889271)	(110, 33.84026064785245)	(115, 33.760570320643616)	(120, 33.5442867798238)	(125, 33.43339326471044)	(130, 33.30636003457486)	(135, 33.276869924329596)	(140, 33.13637890261927)	(145, 33.022434786656945)	(150, 32.54333590790269)
SRR29492899_1	(1, 34.3165801215691)	(2, 34.711314341389965)	(3, 34.99798492011647)	(4, 34.963551412216695)	(5, 35.36588536188399)	(6, 35.632061913883014)	(7, 35.50471772273829)	(8, 35.51175500171614)	(9, 35.51487283960186)	(10, 35.45291821211484)	(15, 35.416521440671396)	(20, 35.38592012754791)	(25, 35.22187933878807)	(30, 35.11549640717901)	(35, 35.05410511630997)	(40, 35.00479367574929)	(45, 34.939608277328134)	(50, 34.86759065091509)	(55, 34.77972829637175)	(60, 34.71701458164949)	(65, 34.657635270541086)	(70, 34.582153035352476)	(75, 34.43259424927203)	(80, 34.23283295873515)	(85, 33.811221116265685)	(90, 33.225735005923454)	(95, 32.54674387448931)	(100, 31.988893145406838)	(105, 31.575269876770115)	(110, 31.276308196503503)	(115, 31.283777721188233)	(120, 31.41326586875408)	(125, 31.577152537118433)	(130, 31.710693431061014)	(135, 31.836060186671688)	(140, 31.956416257930226)	(145, 31.99900264617633)	(150, 31.91270939669394)
SRR29492899_2	(1, 34.032225777521894)	(2, 34.94561498687984)	(3, 35.00347213764546)	(4, 35.017573268083126)	(5, 35.09464232332068)	(6, 35.30991042859199)	(7, 35.15482456625959)	(8, 35.11660447967759)	(9, 35.3531748580033)	(10, 35.11100078610259)	(15, 35.045435401189124)	(20, 34.98806984134014)	(25, 34.93792801071757)	(30, 34.858938207907535)	(35, 34.798740907228826)	(40, 34.760259967448704)	(45, 34.695193702321774)	(50, 34.59640518606274)	(55, 34.53251253888993)	(60, 34.42849588680123)	(65, 34.34741217241112)	(70, 34.25169144919674)	(75, 34.128705587971524)	(80, 34.04972552840487)	(85, 33.94873592488845)	(90, 33.89346471949424)	(95, 33.793824555187726)	(100, 33.6090129430131)	(105, 33.42221238056223)	(110, 33.07751104418783)	(115, 32.826087091309695)	(120, 32.62998350291744)	(125, 32.562633332964275)	(130, 32.42952424185387)	(135, 32.33650416855811)	(140, 32.27132541325746)	(145, 32.26367253844706)	(150, 31.786346173009)
SRR29492900_1	(1, 35.50426602410517)	(2, 35.80336879025867)	(3, 35.968214581396495)	(4, 35.94473719116322)	(5, 36.1237250200561)	(6, 36.30889290685265)	(7, 36.23666489100438)	(8, 36.22704258185492)	(9, 36.27011993425276)	(10, 36.217249208594865)	(15, 36.17775857774455)	(20, 36.15326810966191)	(25, 36.0633213255224)	(30, 35.99352398935277)	(35, 35.94429854790926)	(40, 35.90813312621292)	(45, 35.84805119139738)	(50, 35.77712734243606)	(55, 35.71045450133363)	(60, 35.64794417004618)	(65, 35.59329324079145)	(70, 35.53010246435203)	(75, 35.43626099728468)	(80, 35.356031743113874)	(85, 35.25031800342689)	(90, 35.15658280060575)	(95, 34.97197033555558)	(100, 34.84442465048678)	(105, 34.70444034059618)	(110, 34.45905307865999)	(115, 34.33226929293577)	(120, 34.309562673256515)	(125, 34.325827827681906)	(130, 34.25541547846683)	(135, 34.226685170815124)	(140, 34.20074440466946)	(145, 34.06590981997401)	(150, 33.72086439193939)
