Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR29492886_1	(1.0, 73.23344883580631)	(2.0, 16.56226102995056)	(3.0, 3.2825619499018113)	(4.0, 0.8173606041639754)	(5.0, 0.3957952695040097)	(6.0, 0.3029235566795702)	(7.0, 0.20200251823878426)	(8.0, 0.19305351271555857)	(9.0, 0.17309378608426523)	('>10', 2.561864322450327)	('>50', 0.8697210399162439)	('>100', 1.1896581423751873)	('>500', 0.14430168005752972)	('>1k', 0.060364869377126054)	('>5k', 0.0)	('>10k+', 0.011588882778574658)
SRR29492886_2	(1.0, 81.38611481999924)	(2.0, 15.25206707757373)	(3.0, 2.2858661028316964)	(4.0, 0.42008661377236745)	(5.0, 0.1410664202989411)	(6.0, 0.068050044964925)	(7.0, 0.05705705081551066)	(8.0, 0.053067091341320316)	(9.0, 0.030045927118704553)	('>10', 0.19981649905791557)	('>50', 0.018316507585176715)	('>100', 0.01712154813653036)	('>500', 0.004725921433689718)	('>1k', 0.0210923862323733)	('>5k', 0.012759544539713548)	('>10k+', 0.0327464442981743)
SRR29492887_1	(1.0, 72.51388289603165)	(2.0, 16.880993805958965)	(3.0, 3.6403173939162836)	(4.0, 0.972242685021924)	(5.0, 0.389787048550055)	(6.0, 0.2609181261673758)	(7.0, 0.19798389857234827)	(8.0, 0.17102583607325428)	(9.0, 0.15806059815467804)	('>10', 2.5209247758427953)	('>50', 0.9024534942604129)	('>100', 1.1595420490267785)	('>500', 0.13970882518438732)	('>1k', 0.08002271507948065)	('>5k', 0.0)	('>10k+', 0.01213585215963326)
SRR29492887_2	(1.0, 81.09917311632815)	(2.0, 15.167267678364253)	(3.0, 2.5344632819436965)	(4.0, 0.460009321662822)	(5.0, 0.14703708632717125)	(6.0, 0.07203487300332653)	(7.0, 0.057040837220926385)	(8.0, 0.05705406869223915)	(9.0, 0.04605431406284284)	('>10', 0.23582972042458702)	('>50', 0.022353411527258903)	('>100', 0.013762707321725983)	('>500', 0.009330067406421347)	('>1k', 0.023703069410487096)	('>5k', 0.006251084169448188)	('>10k+', 0.048635362134708364)
SRR29492888_1	(1.0, 67.56092978727077)	(2.0, 19.410799206202142)	(3.0, 4.960105865935021)	(4.0, 1.388645579067735)	(5.0, 0.5076129653371931)	(6.0, 0.3218231174034105)	(7.0, 0.22292490691691452)	(8.0, 0.20497455425164285)	(9.0, 0.17101513678383964)	('>10', 2.691269477987186)	('>50', 0.976013215918289)	('>100', 1.2647594017346422)	('>500', 0.20275337378877217)	('>1k', 0.1012029752117351)	('>5k', 0.002843285459571622)	('>10k+', 0.01232715073115678)
SRR29492888_2	(1.0, 76.02086958950758)	(2.0, 18.46701062626512)	(3.0, 3.762966208705567)	(4.0, 0.7859506931250898)	(5.0, 0.23703536501120734)	(6.0, 0.12004334402985202)	(7.0, 0.07304184440148286)	(8.0, 0.06405025610558665)	(9.0, 0.043042884856970554)	('>10', 0.27892423376238856)	('>50', 0.03753142665461879)	('>100', 0.019718668276097317)	('>500', 0.007161862570407871)	('>1k', 0.02352225260430169)	('>5k', 0.011442882637563273)	('>10k+', 0.04768786148618456)
SRR29492889_1	(1.0, 69.5698311929148)	(2.0, 18.459710230126785)	(3.0, 4.449500115680355)	(4.0, 1.226714387732325)	(5.0, 0.507563493060176)	(6.0, 0.31978509048195664)	(7.0, 0.24388192953160398)	(8.0, 0.1859449114521907)	(9.0, 0.16698189200178482)	('>10', 2.2693880029475872)	('>50', 0.8347820784283215)	('>100', 1.3556600224341313)	('>500', 0.2676411615916705)	('>1k', 0.12924496997279417)	('>5k', 0.0)	('>10k+', 0.013370521643556727)
SRR29492889_2	(1.0, 78.68770733045162)	(2.0, 16.735654919737662)	(3.0, 3.106219130900948)	(4.0, 0.5819627912824008)	(5.0, 0.20802568470280666)	(6.0, 0.10803357981438501)	(7.0, 0.05102541777172662)	(8.0, 0.053036351351974716)	(9.0, 0.043037555548805985)	('>10', 0.27373723487996504)	('>50', 0.03844826687792164)	('>100', 0.027104556269191657)	('>500', 0.01146899913507714)	('>1k', 0.017261188909106183)	('>5k', 0.009445166694114578)	('>10k+', 0.04783182567232109)
SRR29492890_1	(1.0, 71.69180249637319)	(2.0, 17.535526590256083)	(3.0, 3.7526073105897466)	(4.0, 0.9760770604628672)	(5.0, 0.41869827861073533)	(6.0, 0.2688667112934542)	(7.0, 0.2039447442175377)	(8.0, 0.16199251678719423)	(9.0, 0.16202891861565014)	('>10', 2.285442209474468)	('>50', 0.9048662085756563)	('>100', 1.344198436540906)	('>500', 0.1871482926823719)	('>1k', 0.09467128834838584)	('>5k', 0.0)	('>10k+', 0.012128937171712257)
SRR29492890_2	(1.0, 80.66571413926091)	(2.0, 15.536987941169707)	(3.0, 2.5925774599660323)	(4.0, 0.45302759987345076)	(5.0, 0.15304358071480426)	(6.0, 0.07803968554830043)	(7.0, 0.06404689729923245)	(8.0, 0.04804592567644573)	(9.0, 0.04405195665025023)	('>10', 0.24582715105750547)	('>50', 0.022328358879920587)	('>100', 0.01582290346926116)	('>500', 0.00933911018241308)	('>1k', 0.024269438575124966)	('>5k', 0.007676265963563191)	('>10k+', 0.0392015857130871)
SRR29492891_1	(1.0, 72.95395550693155)	(2.0, 14.90339489580093)	(3.0, 3.2305609547773617)	(4.0, 0.9558707459062612)	(5.0, 0.3848553160741699)	(6.0, 0.25448142963887693)	(7.0, 0.18730947750596152)	(8.0, 0.157713888617193)	(9.0, 0.12508871170320612)	('>10', 1.8657431520016476)	('>50', 0.8290916176130725)	('>100', 2.536686395698558)	('>500', 1.0039339968498215)	('>1k', 0.5624081811219145)	('>5k', 0.0)	('>10k+', 0.04890572975923982)
SRR29492891_2	(1.0, 76.7061382305248)	(2.0, 12.708632414727475)	(3.0, 2.65888740633548)	(4.0, 0.6962404596366575)	(5.0, 0.3558524220904182)	(6.0, 0.21528147018294969)	(7.0, 0.18269895897152846)	(8.0, 0.14807295549043573)	(9.0, 0.11040368663488018)	('>10', 1.729395093250085)	('>50', 0.7961181969727779)	('>100', 2.3694047558355265)	('>500', 0.8222696387420708)	('>1k', 0.42270962821537383)	('>5k', 0.009920940010408665)	('>10k+', 0.06797374237913884)
SRR29492892_1	(1.0, 70.73710279092367)	(2.0, 14.257299792447087)	(3.0, 3.1831750971564987)	(4.0, 0.9251034906729503)	(5.0, 0.43113120408625705)	(6.0, 0.2436131108007375)	(7.0, 0.1772189846852815)	(8.0, 0.17049482139191288)	(9.0, 0.14120647992303556)	('>10', 2.096487842621377)	('>50', 0.9382279135172984)	('>100', 3.058077581401062)	('>500', 1.7171524594050331)	('>1k', 1.8980152571536673)	('>5k', 0.025693173814314654)	('>10k+', 0.0)
SRR29492892_2	(1.0, 73.048501882402)	(2.0, 13.081175718159061)	(3.0, 2.8468218759346104)	(4.0, 0.860862690483963)	(5.0, 0.4067442877807856)	(6.0, 0.24717365436699798)	(7.0, 0.19337309702219277)	(8.0, 0.1444026846547889)	(9.0, 0.13664720596614877)	('>10', 1.9370720084224495)	('>50', 0.878166454669109)	('>100', 2.9378378861243304)	('>500', 1.636041222587574)	('>1k', 1.5893054205289259)	('>5k', 0.03448661944807933)	('>10k+', 0.02138729144889888)
SRR29492893_1	(1.0, 65.19091864618493)	(2.0, 18.27534887371918)	(3.0, 4.936230233238257)	(4.0, 1.452294691304981)	(5.0, 0.4946032014415431)	(6.0, 0.2636710384752367)	(7.0, 0.175593200186229)	(8.0, 0.13548093063599015)	(9.0, 0.1247806191463741)	('>10', 1.6538184915875012)	('>50', 0.864935948490724)	('>100', 3.1527635118253525)	('>500', 1.7299416166195902)	('>1k', 1.4741638650385922)	('>5k', 0.038601994722656664)	('>10k+', 0.03685313738282388)
SRR29492893_2	(1.0, 67.12239602165046)	(2.0, 17.24351730579969)	(3.0, 4.681038545329588)	(4.0, 1.3025154131737877)	(5.0, 0.4619790443831424)	(6.0, 0.25816686771194597)	(7.0, 0.16209588824243992)	(8.0, 0.12977922970191166)	(9.0, 0.09544344593431085)	('>10', 1.665535566886203)	('>50', 0.7899970736024472)	('>100', 3.0327126795441)	('>500', 1.5671717102145402)	('>1k', 1.398753221387931)	('>5k', 0.035090699695427295)	('>10k+', 0.053807286741969794)
SRR29492894_1	(1.0, 73.0263418349392)	(2.0, 15.657592530250538)	(3.0, 3.6816923680192786)	(4.0, 1.0883119437586262)	(5.0, 0.40610513370222245)	(6.0, 0.2579409402169083)	(7.0, 0.192318018779429)	(8.0, 0.13459798042572044)	(9.0, 0.1336754442459044)	('>10', 1.7282368636500862)	('>50', 0.7506430107678063)	('>100', 1.9916897458461555)	('>500', 0.6220092768159148)	('>1k', 0.294530651750164)	('>5k', 0.0)	('>10k+', 0.03431425683204469)
SRR29492894_2	(1.0, 75.29120266494593)	(2.0, 14.253051197368752)	(3.0, 3.296194466649951)	(4.0, 0.9394492507460124)	(5.0, 0.4092456911340952)	(6.0, 0.2351230547466723)	(7.0, 0.16148757068810896)	(8.0, 0.13265284154409082)	(9.0, 0.13771612297677077)	('>10', 1.6746082400820588)	('>50', 0.7142413497335894)	('>100', 1.8994429330545495)	('>500', 0.5465076580659958)	('>1k', 0.24704510018004872)	('>5k', 0.0)	('>10k+', 0.06203185808346544)
SRR29492895_1	(1.0, 87.71761795790546)	(2.0, 7.46735593545125)	(3.0, 1.2043303564241068)	(4.0, 0.38866207163384897)	(5.0, 0.22269701815304466)	(6.0, 0.19287829172477786)	(7.0, 0.15492561917784767)	(8.0, 0.12593099445304395)	(9.0, 0.12308418478067779)	('>10', 1.518084073040658)	('>50', 0.4215308852140271)	('>100', 0.3594200875641234)	('>500', 0.04804885784306702)	('>1k', 0.055433666634142856)	('>5k', 0.0)	('>10k+', 0.0)
SRR29492895_2	(1.0, 83.55407604109124)	(2.0, 10.094964792081452)	(3.0, 1.6183394249622138)	(4.0, 0.5172197985374379)	(5.0, 0.3105817865757447)	(6.0, 0.19865928448610917)	(7.0, 0.17784678719263203)	(8.0, 0.1509359845942061)	(9.0, 0.1259621357743472)	('>10', 1.925200598895938)	('>50', 0.592948048120716)	('>100', 0.5644097545665459)	('>500', 0.07083367728573513)	('>1k', 0.0819212218933726)	('>5k', 0.016100663942485365)	('>10k+', 0.0)
SRR29492896_1	(1.0, 72.46005408860292)	(2.0, 13.737693293244318)	(3.0, 3.3720345168836894)	(4.0, 1.211262509955439)	(5.0, 0.5562683060639754)	(6.0, 0.3507045998271732)	(7.0, 0.2129123045263007)	(8.0, 0.17654504611886346)	(9.0, 0.14506922281409307)	('>10', 1.793349502047745)	('>50', 0.7302491755983831)	('>100', 2.3378106795007287)	('>500', 1.272837149959909)	('>1k', 1.588169199495491)	('>5k', 0.02398236185931526)	('>10k+', 0.031058043501790127)
SRR29492896_2	(1.0, 73.24096865010512)	(2.0, 13.431706690215561)	(3.0, 3.3306379909970873)	(4.0, 1.0875720859693148)	(5.0, 0.5416437175446974)	(6.0, 0.3143380104733916)	(7.0, 0.19817890327041296)	(8.0, 0.16475284792043662)	(9.0, 0.12832605924862403)	('>10', 1.7356287596170912)	('>50', 0.6851282372948573)	('>100', 2.216718122976855)	('>500', 1.2341587449058289)	('>1k', 1.6289876015443314)	('>5k', 0.03099819429737725)	('>10k+', 0.030255383618988194)
SRR29492897_1	(1.0, 74.58238454779897)	(2.0, 15.201027392601945)	(3.0, 3.691612285806238)	(4.0, 1.0780067060784497)	(5.0, 0.4753220728213854)	(6.0, 0.285713235684465)	(7.0, 0.19488670312670564)	(8.0, 0.18197102045600722)	(9.0, 0.1300341473082199)	('>10', 1.890699280193176)	('>50', 0.7027121619467438)	('>100', 1.213562068135859)	('>500', 0.18449179707374277)	('>1k', 0.14813070313079854)	('>5k', 0.03944587783726222)	('>10k+', 0.0)
SRR29492897_2	(1.0, 76.00807156768063)	(2.0, 14.41006483496598)	(3.0, 3.3228858512601303)	(4.0, 1.0631724104962579)	(5.0, 0.4773807060551069)	(6.0, 0.29174449311947065)	(7.0, 0.18491594799438016)	(8.0, 0.14299520537988739)	(9.0, 0.13905384797481793)	('>10', 1.8828362057493897)	('>50', 0.6677045237539869)	('>100', 1.0314523482136861)	('>500', 0.19612414508129444)	('>1k', 0.12534565109712725)	('>5k', 0.029466047122166432)	('>10k+', 0.026786214055871928)
SRR29492898_1	(1.0, 79.93167766616617)	(2.0, 9.907017561678515)	(3.0, 2.1285149497990212)	(4.0, 0.7597481395900078)	(5.0, 0.36975142196161165)	(6.0, 0.2476993482672425)	(7.0, 0.15531329019174514)	(8.0, 0.1673985566957736)	(9.0, 0.160556026063512)	('>10', 2.0605031451122713)	('>50', 0.9038041582340197)	('>100', 2.3567884559903574)	('>500', 0.592680729255991)	('>1k', 0.22350437711602394)	('>5k', 0.0)	('>10k+', 0.03504217387767396)
SRR29492898_2	(1.0, 81.74151482493515)	(2.0, 8.936531616111834)	(3.0, 1.8737796405284401)	(4.0, 0.647965518142322)	(5.0, 0.3391690882878407)	(6.0, 0.2329352577143024)	(7.0, 0.18231728737922692)	(8.0, 0.1415866790931216)	(9.0, 0.13571571887779757)	('>10', 1.9052100570720463)	('>50', 0.850809472964939)	('>100', 2.244272780005226)	('>500', 0.5294899540487952)	('>1k', 0.19403238084087884)	('>5k', 0.025816033316350573)	('>10k+', 0.018853690681593663)
SRR29492899_1	(1.0, 97.8093656253948)	(2.0, 1.4561857977526116)	(3.0, 0.35145605234468313)	(4.0, 0.13283114347925304)	(5.0, 0.07438529167360186)	(6.0, 0.03760139189055006)	(7.0, 0.01876082840284842)	(8.0, 0.014349400095044039)	(9.0, 0.008920232022537262)	('>10', 0.09614423694405978)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR29492899_2	(1.0, 97.90118292351681)	(2.0, 1.4148088964527576)	(3.0, 0.3163292984985967)	(4.0, 0.13703258505918625)	(5.0, 0.05579122018473908)	(6.0, 0.032474978330998605)	(7.0, 0.01500904102373017)	(8.0, 0.012299719417936929)	(9.0, 0.011150441593844018)	('>10', 0.07636154027737631)	('>50', 0.0)	('>100', 0.027559355644021934)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
SRR29492900_1	(1.0, 73.02529482637422)	(2.0, 15.414243424180373)	(3.0, 3.750300720415664)	(4.0, 1.1378439467858272)	(5.0, 0.5004389424424815)	(6.0, 0.30920023430666055)	(7.0, 0.23252236985520552)	(8.0, 0.18771428648003238)	(9.0, 0.1408604941377326)	('>10', 2.1324776875206104)	('>50', 0.9080366678121619)	('>100', 1.728826376266508)	('>500', 0.2658024056523594)	('>1k', 0.179036610846854)	('>5k', 0.07581268267848906)	('>10k+', 0.01158832424487555)
SRR29492900_2	(1.0, 75.33161408531804)	(2.0, 14.07589916624891)	(3.0, 3.320115306086066)	(4.0, 0.9707478847879061)	(5.0, 0.45970372596236864)	(6.0, 0.2743717252096287)	(7.0, 0.18667140148406022)	(8.0, 0.17378604935421216)	(9.0, 0.15888841286270441)	('>10', 2.036963859085707)	('>50', 0.8981910275703959)	('>100', 1.6441371280171666)	('>500', 0.1980882742392185)	('>1k', 0.17796259072846185)	('>5k', 0.06348245443304001)	('>10k+', 0.029376908612368344)
SRR29492901_1	(1.0, 72.19712147496843)	(2.0, 13.779713255817288)	(3.0, 2.945965985374258)	(4.0, 0.8479510313090164)	(5.0, 0.38365076251840907)	(6.0, 0.19838790662463704)	(7.0, 0.19365755416124192)	(8.0, 0.15841574985931386)	(9.0, 0.13000215501644877)	('>10', 2.070163382752389)	('>50', 1.0413953604954291)	('>100', 3.4065006255453065)	('>500', 1.5609871367554946)	('>1k', 1.0641940643710996)	('>5k', 0.021893554431129506)	('>10k+', 0.0)
SRR29492901_2	(1.0, 75.17678130485042)	(2.0, 12.063795492360807)	(3.0, 2.5372876283403953)	(4.0, 0.7368366257223287)	(5.0, 0.3599081579105799)	(6.0, 0.22933327155867864)	(7.0, 0.17437524405478794)	(8.0, 0.120301678212858)	(9.0, 0.1263345082625748)	('>10', 1.901197884772179)	('>50', 0.967458355077221)	('>100', 3.2277984125305954)	('>500', 1.3993967741504283)	('>1k', 0.9423032282541726)	('>5k', 0.03689143394213039)	('>10k+', 0.0)
SRR29492902_1	(1.0, 64.20502618550225)	(2.0, 19.800356853628877)	(3.0, 6.153470169279372)	(4.0, 2.290925713827082)	(5.0, 1.014727284540324)	(6.0, 0.5224712032174451)	(7.0, 0.32215367702752823)	(8.0, 0.22547505178068772)	(9.0, 0.15668202704739545)	('>10', 1.9445714398321305)	('>50', 0.6986293255753088)	('>100', 1.689668130748149)	('>500', 0.541200709725423)	('>1k', 0.3770270910773784)	('>5k', 0.02687823074358182)	('>10k+', 0.030736906447189554)
SRR29492902_2	(1.0, 65.35572345241273)	(2.0, 19.17386808929612)	(3.0, 6.008997108732126)	(4.0, 2.1613720903292304)	(5.0, 0.9220214655703145)	(6.0, 0.4915588480151946)	(7.0, 0.3231490586285169)	(8.0, 0.2294642296159837)	(9.0, 0.1626687103615788)	('>10', 1.8674554580212004)	('>50', 0.6987309487516491)	('>100', 1.6456824689326208)	('>500', 0.547224915376011)	('>1k', 0.34348222575116794)	('>5k', 0.026666999014541934)	('>10k+', 0.0419339311909879)
SRR29492903_1	(1.0, 66.50492476292817)	(2.0, 16.669808196391934)	(3.0, 4.580657725507738)	(4.0, 1.5251977281298217)	(5.0, 0.6676597458919122)	(6.0, 0.3801266930914719)	(7.0, 0.23386512322095104)	(8.0, 0.1789084971930636)	(9.0, 0.14849354724109523)	('>10', 1.9785354577048726)	('>50', 0.7974374646795047)	('>100', 2.2675744708626726)	('>500', 1.3888725378183575)	('>1k', 2.4808067983802866)	('>5k', 0.1363428941587691)	('>10k+', 0.06078835679938756)
SRR29492903_2	(1.0, 68.33168873780737)	(2.0, 15.789841551465248)	(3.0, 4.241865887327384)	(4.0, 1.4017404764177395)	(5.0, 0.5719223356144931)	(6.0, 0.3273623397976919)	(7.0, 0.24684741943703767)	(8.0, 0.19283297711666958)	(9.0, 0.16042911289236025)	('>10', 1.8097783658811162)	('>50', 0.7822085982758982)	('>100', 2.232728438301719)	('>500', 1.3583061127853857)	('>1k', 2.368746907740329)	('>5k', 0.10695692737611989)	('>10k+', 0.0767438117633859)
SRR29492904_1	(1.0, 75.68514727685299)	(2.0, 12.379860205929841)	(3.0, 2.6930232433115866)	(4.0, 0.8746073596526072)	(5.0, 0.42328782128396747)	(6.0, 0.2665822041025783)	(7.0, 0.19265968529028515)	(8.0, 0.1334685014609579)	(9.0, 0.13256794702398716)	('>10', 1.6849748001825944)	('>50', 0.6698728350952826)	('>100', 2.422612825178605)	('>500', 1.2447092669328368)	('>1k', 1.1640775083369739)	('>5k', 0.0)	('>10k+', 0.0325485193648659)
SRR29492904_2	(1.0, 76.81232545430775)	(2.0, 11.839757962379514)	(3.0, 2.474621697313565)	(4.0, 0.764583753418616)	(5.0, 0.33960182048287385)	(6.0, 0.23610088135821267)	(7.0, 0.1888083300057315)	(8.0, 0.13255026323982358)	(9.0, 0.12966866525762338)	('>10', 1.6359403210128958)	('>50', 0.7362685295039482)	('>100', 2.3609273702578024)	('>500', 1.210582534622195)	('>1k', 1.0993042684633252)	('>5k', 0.00665381434921813)	('>10k+', 0.03230433402708811)
SRR29492905_1	(1.0, 73.54367827826256)	(2.0, 15.114482598157833)	(3.0, 3.4624941581346573)	(4.0, 1.0150248030402267)	(5.0, 0.38894864422896774)	(6.0, 0.2816867883521546)	(7.0, 0.19122547821408376)	(8.0, 0.1624413394129746)	(9.0, 0.14159948649572038)	('>10', 1.820464918467665)	('>50', 0.7682939742844632)	('>100', 2.1203769995643436)	('>500', 0.6527158793424866)	('>1k', 0.2955044066101879)	('>5k', 0.00883196944673656)	('>10k+', 0.03223027798509848)
SRR29492905_2	(1.0, 76.79606131437644)	(2.0, 13.270629145716557)	(3.0, 2.8337055943962173)	(4.0, 0.8347069368102686)	(5.0, 0.38027481722666057)	(6.0, 0.2380642557293033)	(7.0, 0.18438689719553666)	(8.0, 0.1296473556393677)	(9.0, 0.10477834635084327)	('>10', 1.7577059483603916)	('>50', 0.7030357298857169)	('>100', 1.8683465413037976)	('>500', 0.5950025042180601)	('>1k', 0.24302638198896992)	('>5k', 0.0)	('>10k+', 0.06062823080177886)
SRR29492906_1	(1.0, 69.85332578244348)	(2.0, 14.694375776759996)	(3.0, 3.3377016725474453)	(4.0, 0.9542044462978162)	(5.0, 0.4139332838420837)	(6.0, 0.28914658124228404)	(7.0, 0.19744199282023403)	(8.0, 0.15061583370871073)	(9.0, 0.15559969227670892)	('>10', 1.9663105057077819)	('>50', 0.858814835730791)	('>100', 2.8669677823942408)	('>500', 1.6609656806652457)	('>1k', 2.5012914146395957)	('>5k', 0.03905117650391714)	('>10k+', 0.060253542419445826)
SRR29492906_2	(1.0, 71.64069116141299)	(2.0, 13.751884882839288)	(3.0, 3.0364323000946767)	(4.0, 0.8844071173703644)	(5.0, 0.42633487082596794)	(6.0, 0.2250364496182353)	(7.0, 0.20069636416299944)	(8.0, 0.13812278183205634)	(9.0, 0.13918584044804466)	('>10', 1.8988835377094213)	('>50', 0.8261405118933948)	('>100', 2.753158334414545)	('>500', 1.6861272143367727)	('>1k', 2.29331693179045)	('>5k', 0.01876983500478676)	('>10k+', 0.08081186624587582)
SRR29492907_1	(1.0, 73.1288645561008)	(2.0, 16.48324954877827)	(3.0, 3.325969928843344)	(4.0, 0.838176423000193)	(5.0, 0.3937033304685175)	(6.0, 0.3058395689638228)	(7.0, 0.23792965537713567)	(8.0, 0.17398837471646997)	(9.0, 0.16902737403982998)	('>10', 2.4834726517555694)	('>50', 0.8909312178939529)	('>100', 1.270092066468908)	('>500', 0.18592071518201872)	('>1k', 0.09102833036159837)	('>5k', 0.010108725419813261)	('>10k+', 0.011697532629937024)
SRR29492907_2	(1.0, 82.39314966516073)	(2.0, 14.37379124542915)	(3.0, 2.114274736157088)	(4.0, 0.4009538736866982)	(5.0, 0.13701546627795624)	(6.0, 0.0780265861373752)	(7.0, 0.04002275351624667)	(8.0, 0.042033468226000126)	(9.0, 0.021021523357027744)	('>10', 0.24790582645018402)	('>50', 0.024359191292615517)	('>100', 0.026364016579758447)	('>500', 0.005965919706836489)	('>1k', 0.026466435996207068)	('>5k', 0.01020791111389843)	('>10k+', 0.05844138091222402)
SRR29492908_1	(1.0, 71.2832855164061)	(2.0, 17.604814765374073)	(3.0, 4.021478455629751)	(4.0, 1.0630698190549084)	(5.0, 0.43073048144653137)	(6.0, 0.28389310392952766)	(7.0, 0.21597247839408718)	(8.0, 0.22202699658659675)	(9.0, 0.16105967765278126)	('>10', 2.4876091905743745)	('>50', 0.8109599318843647)	('>100', 1.141061316843324)	('>500', 0.16755334938790978)	('>1k', 0.09348516053558965)	('>5k', 0.0)	('>10k+', 0.012999756300136046)
SRR29492908_2	(1.0, 79.49488507340699)	(2.0, 16.498113388718107)	(3.0, 2.7856979346739044)	(4.0, 0.5190725944851105)	(5.0, 0.1850718190743124)	(6.0, 0.07804965400027095)	(7.0, 0.05404779050589482)	(8.0, 0.04404987268349405)	(9.0, 0.033045605072036376)	('>10', 0.20176343219912096)	('>50', 0.017292593175701285)	('>100', 0.013657306137429805)	('>500', 0.008365910566340267)	('>1k', 0.018948719206835468)	('>5k', 0.012390625595911869)	('>10k+', 0.035547680498579856)
SRR29492909_1	(1.0, 67.61867025674934)	(2.0, 18.33276286674837)	(3.0, 5.561351020761318)	(4.0, 1.787186777423011)	(5.0, 0.7194003002618106)	(6.0, 0.3477730096510532)	(7.0, 0.20290426435375936)	(8.0, 0.17494908979721097)	(9.0, 0.1679814855661968)	('>10', 2.4413423031324886)	('>50', 1.0253849156145016)	('>100', 1.2712510617300463)	('>500', 0.20707735229646873)	('>1k', 0.11703587975070466)	('>5k', 0.005990675946472516)	('>10k+', 0.018938740217184287)
SRR29492909_2	(1.0, 74.6137902610447)	(2.0, 18.089675159482443)	(3.0, 4.691911303988694)	(4.0, 1.2876596152031377)	(5.0, 0.4179650741819972)	(6.0, 0.17701720201025367)	(7.0, 0.09202557134077291)	(8.0, 0.07703532251768223)	(9.0, 0.04302750023718004)	('>10', 0.34185278116931517)	('>50', 0.03847711503742519)	('>100', 0.02798003363971227)	('>500', 0.005690365284089206)	('>1k', 0.022374702054345094)	('>5k', 0.014103815440224895)	('>10k+', 0.05941417736805535)
SRR29492910_1	(1.0, 73.61885940220813)	(2.0, 16.36390567415336)	(3.0, 3.3303960936387726)	(4.0, 0.8033459478705504)	(5.0, 0.33281818469337554)	(6.0, 0.26092732756861436)	(7.0, 0.17899806013575273)	(8.0, 0.21205444407849972)	(9.0, 0.17609231346615375)	('>10', 2.542532048010092)	('>50', 0.8739842171580303)	('>100', 1.0680017538266406)	('>500', 0.15140551666765137)	('>1k', 0.07005269006769968)	('>5k', 0.003865202123876641)	('>10k+', 0.012761124332843352)
SRR29492910_2	(1.0, 81.9429020961087)	(2.0, 14.74929943693383)	(3.0, 2.2415797471414822)	(4.0, 0.4100324913177752)	(5.0, 0.13004497833039574)	(6.0, 0.07804779641863319)	(7.0, 0.04804222125361953)	(8.0, 0.04004585966821538)	(9.0, 0.03304664290498661)	('>10', 0.20291187797388766)	('>50', 0.01524661998699097)	('>100', 0.01814451509320151)	('>500', 0.007244572448693999)	('>1k', 0.025807246453918357)	('>5k', 0.011902143260516774)	('>10k+', 0.045701754705220615)
SRR29492911_1	(1.0, 67.09956311450432)	(2.0, 19.586894531337627)	(3.0, 5.114000973276979)	(4.0, 1.4232917386530475)	(5.0, 0.5604217153150776)	(6.0, 0.32172217123061514)	(7.0, 0.2128520043593611)	(8.0, 0.19589674928969636)	(9.0, 0.15994260085908854)	('>10', 2.4333767954167826)	('>50', 0.8889924828299031)	('>100', 1.518348383211335)	('>500', 0.3007940116204247)	('>1k', 0.16345263523389575)	('>5k', 0.0025614831339506048)	('>10k+', 0.017888609728004826)
SRR29492911_2	(1.0, 77.24805200710642)	(2.0, 17.626326007643293)	(3.0, 3.4618758992685295)	(4.0, 0.7228862537960471)	(5.0, 0.21700216374646547)	(6.0, 0.10601879235128354)	(7.0, 0.08402894809171298)	(8.0, 0.043022014821863054)	(9.0, 0.05203532587369846)	('>10', 0.3047189088614824)	('>50', 0.03131475306399444)	('>100', 0.019781145701530438)	('>500', 0.003427659728523895)	('>1k', 0.017529414292056702)	('>5k', 0.009573361622001376)	('>10k+', 0.05240734403111239)
SRR29492912_1	(1.0, 43.55123362170968)	(2.0, 17.187308720200818)	(3.0, 7.0850316563646825)	(4.0, 3.2374571511218835)	(5.0, 1.8017601244932884)	(6.0, 1.2152592459304665)	(7.0, 0.904010206220404)	(8.0, 0.725695587008377)	(9.0, 0.6085875852890412)	('>10', 5.785330254234998)	('>50', 1.7442720460014616)	('>100', 3.4690838150482546)	('>500', 1.4624850979684345)	('>1k', 3.0739368355169194)	('>5k', 1.470125588739328)	('>10k+', 6.678422464152059)
SRR29492912_2	(1.0, 42.18125565557194)	(2.0, 16.258571096912338)	(3.0, 6.986501189767906)	(4.0, 3.459346910216414)	(5.0, 2.0433479750337136)	(6.0, 1.381439330234155)	(7.0, 1.0548950659366996)	(8.0, 0.8455316702883036)	(9.0, 0.6916401405717368)	('>10', 6.5866135082555095)	('>50', 1.8188462531938527)	('>100', 3.5403340758465047)	('>500', 1.4257492555610725)	('>1k', 3.088268654227356)	('>5k', 1.4794802371897866)	('>10k+', 7.158178981192546)
