Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR29492940_1	(1.0, 39.88947449779107)	(2.0, 17.13435755921517)	(3.0, 7.865243920206806)	(4.0, 3.886588696040575)	(5.0, 2.250439452085511)	(6.0, 1.4050905438770567)	(7.0, 1.0349319360032692)	(8.0, 0.8172283362707807)	(9.0, 0.6708806822898329)	('>10', 6.632435351005074)	('>50', 1.9164172219993374)	('>100', 4.400958708132528)	('>500', 1.821845505843058)	('>1k', 4.021345913412824)	('>5k', 1.6206343047937795)	('>10k+', 4.632127371033469)
SRR29492940_2	(1.0, 39.73114842597665)	(2.0, 16.27794912729941)	(3.0, 7.7244753223161435)	(4.0, 3.843216328841563)	(5.0, 2.2569212741614106)	(6.0, 1.5211129398022252)	(7.0, 1.1554409899606133)	(8.0, 0.8495294403560328)	(9.0, 0.7395430819337482)	('>10', 7.088925794627022)	('>50', 2.026494121523986)	('>100', 4.170370598811888)	('>500', 1.6880850173387287)	('>1k', 3.6323719906969676)	('>5k', 1.410902533117403)	('>10k+', 5.883513013236179)
SRR29492941_1	(1.0, 53.12026429103671)	(2.0, 16.84940977469726)	(3.0, 6.157198099719397)	(4.0, 2.804899494325851)	(5.0, 1.6134962985048487)	(6.0, 1.103700292430713)	(7.0, 0.792892621165626)	(8.0, 0.606521116363718)	(9.0, 0.49132717393346803)	('>10', 4.9418864040474535)	('>50', 1.5673644770198936)	('>100', 3.378613411122413)	('>500', 1.3563689982825013)	('>1k', 2.147553607187068)	('>5k', 0.8071465045259365)	('>10k+', 2.2613574356371275)
SRR29492941_2	(1.0, 52.0590072895211)	(2.0, 16.05303455422012)	(3.0, 6.274696251077816)	(4.0, 2.9608356703093417)	(5.0, 1.8252735932409165)	(6.0, 1.2581203438408117)	(7.0, 0.8652988360804321)	(8.0, 0.7043432508930872)	(9.0, 0.6007967310299959)	('>10', 5.228872355267718)	('>50', 1.420547051466178)	('>100', 3.1232677181569035)	('>500', 1.2618045044564086)	('>1k', 2.2799751156125496)	('>5k', 0.8668733370494403)	('>10k+', 3.217253397777308)
SRR29492942_1	(1.0, 44.10891581893257)	(2.0, 19.59017937537326)	(3.0, 8.89165425021928)	(4.0, 4.216395244119489)	(5.0, 2.330489171797936)	(6.0, 1.512872191683549)	(7.0, 1.0959688796802451)	(8.0, 0.8187406734674181)	(9.0, 0.6713060634759807)	('>10', 5.8139127491884635)	('>50', 1.521323580751915)	('>100', 3.126573436778082)	('>500', 1.1903404024422437)	('>1k', 2.014186902191421)	('>5k', 0.7564940158094507)	('>10k+', 2.340647244088665)
SRR29492942_2	(1.0, 43.33457517003165)	(2.0, 18.51792860849974)	(3.0, 8.568620129690501)	(4.0, 4.277130955605964)	(5.0, 2.4484559505005197)	(6.0, 1.6008363389485996)	(7.0, 1.1620549824074586)	(8.0, 0.8863910019892457)	(9.0, 0.7286812917514426)	('>10', 6.496512516190867)	('>50', 1.5483954334783772)	('>100', 3.0053607364042185)	('>500', 1.1307337364449543)	('>1k', 2.1379804223281895)	('>5k', 0.9380182957227744)	('>10k+', 3.218324430005288)
SRR29492943_1	(1.0, 50.544465189590106)	(2.0, 17.85548565348616)	(3.0, 6.701847625175635)	(4.0, 3.1201629497075407)	(5.0, 1.7025011309314668)	(6.0, 1.1399244619060227)	(7.0, 0.8525619630420187)	(8.0, 0.60552357661389)	(9.0, 0.5266862676030023)	('>10', 4.9772672050499285)	('>50', 1.5061573573312552)	('>100', 3.6394653417800473)	('>500', 1.4167994306762501)	('>1k', 2.414606427656347)	('>5k', 1.0082221081368592)	('>10k+', 1.9883233113136167)
SRR29492943_2	(1.0, 48.922698709879086)	(2.0, 16.995186473932765)	(3.0, 6.769589209802135)	(4.0, 3.2656546300968743)	(5.0, 1.8846309936430876)	(6.0, 1.3553243332971259)	(7.0, 0.9619943702721614)	(8.0, 0.7515844951638044)	(9.0, 0.6137328582632208)	('>10', 5.543439284372368)	('>50', 1.5379411325372703)	('>100', 3.3840794988700913)	('>500', 1.3499438194124829)	('>1k', 2.574744355930436)	('>5k', 1.0350918185123537)	('>10k+', 3.054364016014744)
SRR29492944_1	(1.0, 47.796980501337515)	(2.0, 16.3257525214762)	(3.0, 6.197196758556943)	(4.0, 3.106210958742716)	(5.0, 1.8196571577724765)	(6.0, 1.2298656919857809)	(7.0, 0.9122459557635638)	(8.0, 0.7076034139557154)	(9.0, 0.5708103338600516)	('>10', 6.168450537935472)	('>50', 1.8336849637962627)	('>100', 3.9478763696402477)	('>500', 1.5877599613478577)	('>1k', 3.1543832814197668)	('>5k', 1.178274436854781)	('>10k+', 3.4632471555545226)
SRR29492944_2	(1.0, 47.64808532051158)	(2.0, 15.188608684999497)	(3.0, 6.1659135068512425)	(4.0, 2.983192814142698)	(5.0, 1.901752489541963)	(6.0, 1.2961889716432933)	(7.0, 0.9548118277696039)	(8.0, 0.8113529861004202)	(9.0, 0.639473699378788)	('>10', 6.30155716862019)	('>50', 1.8283504038918863)	('>100', 3.7590829637675793)	('>500', 1.516108480976073)	('>1k', 2.990776357874725)	('>5k', 1.2096851841425966)	('>10k+', 4.805059139787773)
SRR29492945_1	(1.0, 53.04079672498679)	(2.0, 14.752253399914018)	(3.0, 5.143357301726956)	(4.0, 2.3385965375107203)	(5.0, 1.506571798184424)	(6.0, 0.9923292120294174)	(7.0, 0.8115921130006835)	(8.0, 0.6656293943613755)	(9.0, 0.515376633139649)	('>10', 5.493716726422935)	('>50', 1.8196379889066523)	('>100', 3.8746586530079514)	('>500', 1.4637007727670863)	('>1k', 3.2085257441645614)	('>5k', 0.9478066235738355)	('>10k+', 3.4254503763030226)
SRR29492945_2	(1.0, 53.180339453528966)	(2.0, 14.019698332115011)	(3.0, 4.975812232221801)	(4.0, 2.3857295386003794)	(5.0, 1.468051984058943)	(6.0, 1.0487251093878345)	(7.0, 0.819057522616347)	(8.0, 0.6181136236556288)	(9.0, 0.5508349793732229)	('>10', 5.462534207903827)	('>50', 1.6782714146434163)	('>100', 3.6569260679905735)	('>500', 1.4143970592590633)	('>1k', 2.882083599227418)	('>5k', 1.152641443411221)	('>10k+', 4.6867834320064485)
SRR29492946_1	(1.0, 51.167232131198816)	(2.0, 17.96558031902513)	(3.0, 6.819648090761747)	(4.0, 3.1750379887976723)	(5.0, 1.8209977229556817)	(6.0, 1.1510179366684985)	(7.0, 0.7933108676558263)	(8.0, 0.6564717703816041)	(9.0, 0.49761419408160845)	('>10', 4.496563650767614)	('>50', 1.4146134052813886)	('>100', 3.317716983088003)	('>500', 1.4079793017077655)	('>1k', 2.370878162742755)	('>5k', 0.8224409252983652)	('>10k+', 2.1228965495872907)
SRR29492946_2	(1.0, 49.747055401831)	(2.0, 16.752810303211348)	(3.0, 6.871940674267093)	(4.0, 3.335944145701)	(5.0, 2.0290357805974457)	(6.0, 1.378971233298064)	(7.0, 1.0056076723505563)	(8.0, 0.7301302578877857)	(9.0, 0.6088056669454288)	('>10', 5.206648509012611)	('>50', 1.3522660086596425)	('>100', 3.0154854485856903)	('>500', 1.3230285638539558)	('>1k', 2.636116745191155)	('>5k', 0.8998532002254641)	('>10k+', 3.1063003883817792)
SRR29492947_1	(1.0, 35.83492192445446)	(2.0, 10.044419766854867)	(3.0, 3.7533189148494897)	(4.0, 1.8627484352079087)	(5.0, 1.2010040723709674)	(6.0, 0.8877660805019404)	(7.0, 0.617386083381752)	(8.0, 0.5280093804158007)	(9.0, 0.41241372213821137)	('>10', 4.367620840475642)	('>50', 1.3807830072855123)	('>100', 4.114720617566227)	('>500', 2.771810482415)	('>1k', 12.503070885553091)	('>5k', 7.1466465021329055)	('>10k+', 12.57335928439613)
SRR29492947_2	(1.0, 34.73714429666291)	(2.0, 9.571554410305774)	(3.0, 3.8010551920186333)	(4.0, 2.0426680441940226)	(5.0, 1.2591149623496218)	(6.0, 0.9403502564151742)	(7.0, 0.7593042151154297)	(8.0, 0.5542193938446525)	(9.0, 0.5245915049247812)	('>10', 4.580544096210391)	('>50', 1.2802143284031682)	('>100', 3.896948052817369)	('>500', 2.8805747991712796)	('>1k', 12.807401843476562)	('>5k', 6.97708820529155)	('>10k+', 13.38722639879855)
SRR29492948_1	(1.0, 50.00661714685285)	(2.0, 16.5417113348232)	(3.0, 6.567165704214481)	(4.0, 3.288285033892882)	(5.0, 1.9628635333446414)	(6.0, 1.2909689897081058)	(7.0, 0.9082354034925342)	(8.0, 0.7517078910390484)	(9.0, 0.5669804819154651)	('>10', 5.126187373013333)	('>50', 1.4253263979288335)	('>100', 3.268802619337305)	('>500', 1.3497215752017973)	('>1k', 2.4248701431887296)	('>5k', 1.0796610029372744)	('>10k+', 3.440895369109502)
SRR29492948_2	(1.0, 48.159235511712616)	(2.0, 15.657187000519531)	(3.0, 6.753995918556289)	(4.0, 3.4439404183315645)	(5.0, 2.2154248777120267)	(6.0, 1.4902609986219284)	(7.0, 1.1428217934855367)	(8.0, 0.8441192737708221)	(9.0, 0.6448472237175218)	('>10', 5.9209305917098805)	('>50', 1.502044228614384)	('>100', 2.932810372626276)	('>500', 1.302247858201212)	('>1k', 2.702396365701589)	('>5k', 0.8951992072233131)	('>10k+', 4.392538359495591)
SRR29492949_1	(1.0, 47.18179479759695)	(2.0, 19.594280140633952)	(3.0, 8.571691947152987)	(4.0, 4.0178634479704884)	(5.0, 2.1866915647042)	(6.0, 1.3444404591242436)	(7.0, 0.9521862344416784)	(8.0, 0.7404054395343919)	(9.0, 0.5634553112655177)	('>10', 5.1465187713688145)	('>50', 1.42266589710246)	('>100', 3.222945406590942)	('>500', 1.1124208073558597)	('>1k', 1.7828468307073897)	('>5k', 0.6807162729327207)	('>10k+', 1.479076671517499)
SRR29492949_2	(1.0, 45.69288204634343)	(2.0, 18.31354582867753)	(3.0, 8.432748986577218)	(4.0, 4.14251788674951)	(5.0, 2.4255234841742217)	(6.0, 1.5578525166551676)	(7.0, 1.1687753154011198)	(8.0, 0.9120531918248886)	(9.0, 0.7266412338355666)	('>10', 6.0351941433466605)	('>50', 1.5180475641239433)	('>100', 3.0133957016400226)	('>500', 1.1926716606653538)	('>1k', 2.0382745575821257)	('>5k', 0.6087443236303703)	('>10k+', 2.2211315587729406)
SRR29492950_1	(1.0, 35.55458587399683)	(2.0, 18.5529120011759)	(3.0, 9.799414427302944)	(4.0, 4.87081398470577)	(5.0, 2.4412678730920363)	(6.0, 1.541684435116076)	(7.0, 0.996841474975951)	(8.0, 0.7344631375374892)	(9.0, 0.5866927449113123)	('>10', 6.027070977008191)	('>50', 1.7926148399368032)	('>100', 4.2167430934297165)	('>500', 1.9790453610036032)	('>1k', 4.088402612356899)	('>5k', 1.5049839657331325)	('>10k+', 5.312463197717604)
SRR29492950_2	(1.0, 34.91000913118481)	(2.0, 17.44308246755073)	(3.0, 9.40470272316913)	(4.0, 4.931401307002433)	(5.0, 2.7997731038077736)	(6.0, 1.6876291764054117)	(7.0, 1.1955839157390762)	(8.0, 0.9104743758914781)	(9.0, 0.7048523168187265)	('>10', 6.397597715688644)	('>50', 1.8863019277185207)	('>100', 4.0975927825948775)	('>500', 1.9448744805340559)	('>1k', 4.088934164365817)	('>5k', 1.5136247506453502)	('>10k+', 6.083565660882938)
SRR29492951_1	(1.0, 49.62001993623627)	(2.0, 18.07321308606627)	(3.0, 7.2105563077560175)	(4.0, 3.1956252922268567)	(5.0, 1.8242918785017084)	(6.0, 1.1679673163444235)	(7.0, 0.830289410446149)	(8.0, 0.7185408843158045)	(9.0, 0.5696678375211727)	('>10', 5.515052774890596)	('>50', 1.5906939627727643)	('>100', 3.3600337910475098)	('>500', 1.141254600011974)	('>1k', 2.06638622755468)	('>5k', 0.780289828025619)	('>10k+', 2.336116866282273)
SRR29492951_2	(1.0, 48.1777138221419)	(2.0, 17.20305033088722)	(3.0, 7.2142923143906845)	(4.0, 3.3879417024339644)	(5.0, 2.019401477037934)	(6.0, 1.3415327883382473)	(7.0, 0.9988676375226746)	(8.0, 0.7798474085756257)	(9.0, 0.6552193776721126)	('>10', 5.889264620023658)	('>50', 1.5897860697251749)	('>100', 3.263075585698823)	('>500', 1.221586846921357)	('>1k', 2.1471722021674413)	('>5k', 0.8589773887212592)	('>10k+', 3.2522704277421246)
SRR29492952_1	(1.0, 51.013962706575654)	(2.0, 17.382188971497094)	(3.0, 6.7525166164989825)	(4.0, 3.251726420334277)	(5.0, 1.781003970431183)	(6.0, 1.1686080620590777)	(7.0, 0.9403432538135503)	(8.0, 0.7323508458046127)	(9.0, 0.5522827404726415)	('>10', 5.498228550311439)	('>50', 1.4760169294439767)	('>100', 3.2364732055991543)	('>500', 1.2538216289073316)	('>1k', 2.101293363094044)	('>5k', 0.7956266628780138)	('>10k+', 2.063556072278963)
SRR29492952_2	(1.0, 50.17635856799453)	(2.0, 16.33182512992719)	(3.0, 6.669967253430806)	(4.0, 3.292461139951423)	(5.0, 1.9621967147545014)	(6.0, 1.3824630098903565)	(7.0, 0.9619743016349032)	(8.0, 0.8135162237173387)	(9.0, 0.6562744466125044)	('>10', 5.916442832369705)	('>50', 1.4801203429978573)	('>100', 3.0164804293167107)	('>500', 1.1925046016629315)	('>1k', 2.3046443956402745)	('>5k', 0.7958007744457316)	('>10k+', 3.046969835653252)
SRR29492953_1	(1.0, 53.59600264816737)	(2.0, 17.382074096714184)	(3.0, 6.40960027731959)	(4.0, 2.8275511650234044)	(5.0, 1.6193995446298677)	(6.0, 1.0859912720537732)	(7.0, 0.7258522940222041)	(8.0, 0.596347083306493)	(9.0, 0.5232900368168775)	('>10', 4.447274172195683)	('>50', 1.303401114992222)	('>100', 3.0061467642908686)	('>500', 1.3909538170054963)	('>1k', 2.3873513861575173)	('>5k', 0.899569166516178)	('>10k+', 1.7991951607881016)
SRR29492953_2	(1.0, 52.83981680968694)	(2.0, 16.266716245562534)	(3.0, 6.323368118638653)	(4.0, 3.0967937307156674)	(5.0, 1.7988955434545737)	(6.0, 1.2428096787670513)	(7.0, 0.9003377830044987)	(8.0, 0.6805593128726711)	(9.0, 0.5211449192265705)	('>10', 4.828692724708225)	('>50', 1.3512525452506399)	('>100', 2.8620190549462468)	('>500', 1.215855730329562)	('>1k', 2.4212945355534576)	('>5k', 0.8808305564723975)	('>10k+', 2.769612710810122)
SRR29492954_1	(1.0, 47.07823491738786)	(2.0, 18.894718098286507)	(3.0, 7.731626949222538)	(4.0, 3.6539177135863863)	(5.0, 1.9815635569346588)	(6.0, 1.3729789512431434)	(7.0, 0.9482562238539615)	(8.0, 0.7288877791139736)	(9.0, 0.5816296880143899)	('>10', 5.719008953354305)	('>50', 1.6156086928541953)	('>100', 3.3357244464334865)	('>500', 1.2794418390713997)	('>1k', 2.1133201640899624)	('>5k', 0.7992702648607344)	('>10k+', 2.1658117616926256)
SRR29492954_2	(1.0, 45.13205670941671)	(2.0, 17.332478947720187)	(3.0, 7.750601338292956)	(4.0, 3.9351741912304496)	(5.0, 2.3834114897310714)	(6.0, 1.571321830908681)	(7.0, 1.1155446838664345)	(8.0, 0.8826776504502445)	(9.0, 0.7274089417458133)	('>10', 6.651618624223332)	('>50', 1.6498053558763555)	('>100', 3.1870055354983466)	('>500', 1.3045639167546281)	('>1k', 2.242577530314807)	('>5k', 0.9279540949824503)	('>10k+', 3.20579915898732)
SRR29492955_1	(1.0, 72.94674555773616)	(2.0, 14.56237583735636)	(3.0, 3.3389705358417983)	(4.0, 1.0604051814626976)	(5.0, 0.46702825687522426)	(6.0, 0.3144963849926398)	(7.0, 0.20746115167945794)	(8.0, 0.16685293126250952)	(9.0, 0.13514422305044677)	('>10', 1.9319559567939504)	('>50', 0.8171352132404658)	('>100', 2.2982163516013925)	('>500', 1.01138901307526)	('>1k', 0.6969916983907046)	('>5k', 0.007235706378726002)	('>10k+', 0.0375960002622608)
SRR29492955_2	(1.0, 74.91866774475501)	(2.0, 13.595392555824413)	(3.0, 2.9695186815630157)	(4.0, 0.9649176743874179)	(5.0, 0.4395560621387404)	(6.0, 0.2749941161672595)	(7.0, 0.1787924521348147)	(8.0, 0.129197178470761)	(9.0, 0.11037370350195214)	('>10', 1.8206542510179526)	('>50', 0.7499727935334828)	('>100', 2.254091607469818)	('>500', 0.9159382561336941)	('>1k', 0.6108374753469304)	('>5k', 0.010190206157556468)	('>10k+', 0.056905241397372935)
SRR29492956_1	(1.0, 71.04120783294377)	(2.0, 15.25797151330354)	(3.0, 3.494964002336276)	(4.0, 0.9031886048322569)	(5.0, 0.43474373648419545)	(6.0, 0.22837422263359328)	(7.0, 0.1783140695064547)	(8.0, 0.13507514745041543)	(9.0, 0.1174220336340111)	('>10', 1.7898514220144368)	('>50', 0.827727508269537)	('>100', 3.0121061758568186)	('>500', 1.459395910503497)	('>1k', 1.0730659122568182)	('>5k', 0.02659496927329955)	('>10k+', 0.01999693870091352)
SRR29492956_2	(1.0, 74.44843671357987)	(2.0, 13.484920165740602)	(3.0, 2.8839004725297515)	(4.0, 0.7708335998335063)	(5.0, 0.36401966575649086)	(6.0, 0.2093046353861982)	(7.0, 0.1729121250706384)	(8.0, 0.139428268722593)	(9.0, 0.11281862559459124)	('>10', 1.6911642231071038)	('>50', 0.8087085849576822)	('>100', 2.719881805757747)	('>500', 1.332507308393333)	('>1k', 0.7920909377233097)	('>5k', 0.03946664178554467)	('>10k+', 0.029606226060960014)
SRR29492957_1	(1.0, 71.81438192857743)	(2.0, 14.798916674256807)	(3.0, 3.2767258739102267)	(4.0, 0.9097799951366323)	(5.0, 0.41826143028364404)	(6.0, 0.24878814919056325)	(7.0, 0.17685985862726042)	(8.0, 0.1621687211351092)	(9.0, 0.15339169641080289)	('>10', 2.087203762736741)	('>50', 0.9705447090856615)	('>100', 2.876011682452713)	('>500', 1.2398516811702034)	('>1k', 0.8257297141512604)	('>5k', 0.023453887238870912)	('>10k+', 0.017930235635994888)
SRR29492957_2	(1.0, 74.464934650743)	(2.0, 13.292377384949056)	(3.0, 2.8588717604263105)	(4.0, 0.8135195529001197)	(5.0, 0.3418702281417031)	(6.0, 0.2244684708382919)	(7.0, 0.15834111179398183)	(8.0, 0.16341870960605032)	(9.0, 0.1159705531035554)	('>10', 2.0220154421550522)	('>50', 0.912619383231701)	('>100', 2.783434971207844)	('>500', 1.1186465569382986)	('>1k', 0.6577916213843208)	('>5k', 0.025521382994106685)	('>10k+', 0.04619821958678475)
SRR29492958_1	(1.0, 71.51356110731946)	(2.0, 15.414241944813442)	(3.0, 3.5950715618033127)	(4.0, 1.0943817680104826)	(5.0, 0.5197369451191756)	(6.0, 0.2882224494270316)	(7.0, 0.20710548329582654)	(8.0, 0.16655783018662612)	(9.0, 0.1448168364349107)	('>10', 1.878722812946544)	('>50', 0.755851325976807)	('>100', 2.275269203260662)	('>500', 1.0869638725504869)	('>1k', 0.9670839136638756)	('>5k', 0.04901824881878789)	('>10k+', 0.0433946963726277)
SRR29492958_2	(1.0, 72.60681117146501)	(2.0, 14.621558305239565)	(3.0, 3.5255568767959655)	(4.0, 1.1018366904606838)	(5.0, 0.47838695126065783)	(6.0, 0.2734962469691177)	(7.0, 0.19035030567757855)	(8.0, 0.1547344355735762)	(9.0, 0.13099246081727195)	('>10', 1.8285316014626103)	('>50', 0.792373278990801)	('>100', 2.2594491245324053)	('>500', 1.0345360112674116)	('>1k', 0.9012798410868886)	('>5k', 0.029246266089044334)	('>10k+', 0.07086043231114458)
SRR29492959_1	(1.0, 75.29598295108653)	(2.0, 13.755827144847608)	(3.0, 3.078406484181495)	(4.0, 0.945168145410462)	(5.0, 0.4086904723014941)	(6.0, 0.26364689356644294)	(7.0, 0.2199850223959738)	(8.0, 0.1653228728395052)	(9.0, 0.12056859587615898)	('>10', 1.79295497084766)	('>50', 0.7689283177409735)	('>100', 2.0475710745512448)	('>500', 0.6401138833030751)	('>1k', 0.43268572937457267)	('>5k', 0.015291007586842832)	('>10k+', 0.048856434090035115)
SRR29492959_2	(1.0, 75.42217035949363)	(2.0, 13.67119515594559)	(3.0, 3.0215119377180932)	(4.0, 0.924213088986437)	(5.0, 0.407659010487466)	(6.0, 0.2636228480319988)	(7.0, 0.2010538940045773)	(8.0, 0.18323264455790464)	(9.0, 0.1374953407920061)	('>10', 1.8577078577776553)	('>50', 0.7126601537623172)	('>100', 2.0617497304190677)	('>500', 0.6379187177226766)	('>1k', 0.4148829843520609)	('>5k', 0.0)	('>10k+', 0.08292627594845663)
SRR29492960_1	(1.0, 72.58020368154693)	(2.0, 17.161783519971866)	(3.0, 3.6676038665456288)	(4.0, 0.9393668164737117)	(5.0, 0.35984806851297946)	(6.0, 0.24895756489161622)	(7.0, 0.21101713950097364)	(8.0, 0.1830609251006814)	(9.0, 0.18810991616125047)	('>10', 2.377554393970168)	('>50', 0.8050986805925354)	('>100', 1.0830434568189222)	('>500', 0.1163040264231525)	('>1k', 0.06148954399726807)	('>5k', 0.0)	('>10k+', 0.016558399492267374)
SRR29492960_2	(1.0, 80.86523798270511)	(2.0, 15.462602216017501)	(3.0, 2.5425861524309927)	(4.0, 0.4620407251057051)	(5.0, 0.11804001155962249)	(6.0, 0.08304897451533035)	(7.0, 0.05704794097530246)	(8.0, 0.04204586933561138)	(9.0, 0.03404566969383575)	('>10', 0.21784204272134833)	('>50', 0.01626587643953143)	('>100', 0.019075656435441256)	('>500', 0.006056450927788122)	('>1k', 0.021411911129507206)	('>5k', 0.007464270961102952)	('>10k+', 0.04518824904635209)
SRR29492961_1	(1.0, 69.46942222485796)	(2.0, 19.006917869344004)	(3.0, 4.511508914277605)	(4.0, 1.2270470713219384)	(5.0, 0.4587441138564036)	(6.0, 0.2958996737873261)	(7.0, 0.20197568691166706)	(8.0, 0.16201591619409722)	(9.0, 0.16905355439081046)	('>10', 2.3443685877611276)	('>50', 0.7747993932347084)	('>100', 1.114071811032727)	('>500', 0.1567450420479532)	('>1k', 0.09434566338572876)	('>5k', 0.0)	('>10k+', 0.01308447759593566)
SRR29492961_2	(1.0, 77.85004749831502)	(2.0, 17.35498242334864)	(3.0, 3.3171911740113282)	(4.0, 0.6289838067676278)	(5.0, 0.16603192379292833)	(6.0, 0.10104145041058987)	(7.0, 0.08805530975012694)	(8.0, 0.05704826026776622)	(9.0, 0.035037269908317785)	('>10', 0.27994897662775375)	('>50', 0.020270229185014494)	('>100', 0.016815911663385943)	('>500', 0.00809252668777873)	('>1k', 0.01788124398824198)	('>5k', 0.009492565028518718)	('>10k+', 0.049079430246939115)
SRR29492962_1	(1.0, 70.96452554320479)	(2.0, 17.558764028382807)	(3.0, 4.103060567817934)	(4.0, 1.1348340198775195)	(5.0, 0.4326317907396936)	(6.0, 0.30779230821061854)	(7.0, 0.1939033376552807)	(8.0, 0.1939374981759721)	(9.0, 0.1529776515158952)	('>10', 2.2475779733747934)	('>50', 0.8927825689112865)	('>100', 1.428155867717271)	('>500', 0.2392572470742909)	('>1k', 0.13299496705596484)	('>5k', 0.0028564107197424854)	('>10k+', 0.013948219566259601)
SRR29492962_2	(1.0, 80.6527433237327)	(2.0, 15.288345529031345)	(3.0, 2.6313162675976756)	(4.0, 0.5069571797503815)	(5.0, 0.18501681299844103)	(6.0, 0.11102955272003766)	(7.0, 0.05802561400969927)	(8.0, 0.046028382988493946)	(9.0, 0.04803803724528855)	('>10', 0.3288800739110516)	('>50', 0.030344604251944997)	('>100', 0.028031152487422165)	('>500', 0.00897968213639261)	('>1k', 0.02010693743468584)	('>5k', 0.010527065482892154)	('>10k+', 0.045629784221478946)
SRR29492963_1	(1.0, 73.21015551611544)	(2.0, 16.44157043385131)	(3.0, 3.343213964311091)	(4.0, 0.8782089262769488)	(5.0, 0.40372983241178256)	(6.0, 0.24389326036163977)	(7.0, 0.20295815200630152)	(8.0, 0.17800448518948253)	(9.0, 0.17004361839657225)	('>10', 2.4560835160998917)	('>50', 0.9102251253598999)	('>100', 1.3003403966487348)	('>500', 0.1591498471490137)	('>1k', 0.09045482574877856)	('>5k', 0.0)	('>10k+', 0.011968100073064035)
SRR29492963_2	(1.0, 81.65933793622034)	(2.0, 14.88756969520613)	(3.0, 2.2856944842707505)	(4.0, 0.41804069815420103)	(5.0, 0.17305681493019284)	(6.0, 0.08904979474972566)	(7.0, 0.048037949217907064)	(8.0, 0.042042913979301724)	(9.0, 0.03904886503776919)	('>10', 0.23683011196473036)	('>50', 0.02436695662939124)	('>100', 0.0222073062986073)	('>500', 0.004804361138284637)	('>1k', 0.023611931182708358)	('>5k', 0.007625968559837905)	('>10k+', 0.03867421246013568)
SRR29492964_1	(1.0, 69.20174421054438)	(2.0, 17.763827627499737)	(3.0, 5.203623536744399)	(4.0, 1.5047686227459287)	(5.0, 0.5916429555506116)	(6.0, 0.310879160025057)	(7.0, 0.21496259867879747)	(8.0, 0.18100736025754663)	(9.0, 0.149038042551466)	('>10', 2.485380209921154)	('>50', 0.9518160512040538)	('>100', 1.2030414374107572)	('>500', 0.16282714249371846)	('>1k', 0.05405954166120121)	('>5k', 0.003295932647931527)	('>10k+', 0.01808557006319002)
SRR29492964_2	(1.0, 75.50410527115828)	(2.0, 17.717817242321455)	(3.0, 4.53011484889096)	(4.0, 1.0847817658506103)	(5.0, 0.3170043493502131)	(6.0, 0.1430326910768792)	(7.0, 0.09404169165793852)	(8.0, 0.061040167182169834)	(9.0, 0.05204541988266178)	('>10', 0.3410618906020729)	('>50', 0.02939767490918358)	('>100', 0.0218001488598624)	('>500', 0.005865911766745053)	('>1k', 0.025048541737596984)	('>5k', 0.013311333772409218)	('>10k+', 0.059531050981029746)
SRR29492965_1	(1.0, 70.0768021265139)	(2.0, 17.39112348089184)	(3.0, 4.769815655283366)	(4.0, 1.3858103241635222)	(5.0, 0.5826328820338013)	(6.0, 0.29388191724229135)	(7.0, 0.21596251439403635)	(8.0, 0.15000818816539158)	(9.0, 0.15004241320327377)	('>10', 2.5890400020948507)	('>50', 0.9169658625942859)	('>100', 1.2119504230465805)	('>500', 0.18784575680389387)	('>1k', 0.05876266939423624)	('>5k', 0.0037350056365968716)	('>10k+', 0.015620778538190003)
SRR29492965_2	(1.0, 76.7800175743057)	(2.0, 17.15718542333838)	(3.0, 3.9878617597731876)	(4.0, 1.0119421496494692)	(5.0, 0.2930501178574536)	(6.0, 0.1370547041689571)	(7.0, 0.08205146197043736)	(8.0, 0.0680582014867403)	(9.0, 0.04604987587421821)	('>10', 0.2860585753756048)	('>50', 0.03654413735393107)	('>100', 0.02925208393414723)	('>500', 0.0035035305478721534)	('>1k', 0.015178203166352)	('>5k', 0.017203584037669594)	('>10k+', 0.04898861715989379)
SRR29492966_1	(1.0, 71.5624755986411)	(2.0, 17.360122015083686)	(3.0, 3.648171527483141)	(4.0, 0.9582515159612275)	(5.0, 0.4217836837507606)	(6.0, 0.2749327174633793)	(7.0, 0.24800578288294087)	(8.0, 0.18805477338098983)	(9.0, 0.18810517196012377)	('>10', 2.751894990514843)	('>50', 0.9350749121649271)	('>100', 1.2574481572320324)	('>500', 0.1422695613165693)	('>1k', 0.05331295804450769)	('>5k', 0.0)	('>10k+', 0.01009663411987146)
SRR29492966_2	(1.0, 78.99893788841167)	(2.0, 16.306046485102645)	(3.0, 2.831682019437048)	(4.0, 0.59388246790035)	(5.0, 0.23301620305771314)	(6.0, 0.15305156026188177)	(7.0, 0.09705863620908917)	(8.0, 0.06105319483503634)	(9.0, 0.047053563249480186)	('>10', 0.49096286985327875)	('>50', 0.0498467598150547)	('>100', 0.02729850215823878)	('>500', 0.007155493923155979)	('>1k', 0.019398894727996135)	('>5k', 0.004619258526189044)	('>10k+', 0.07893620253111548)
