Sample	FastQC_mqc_generalstats_fastqc_percent_duplicates	FastQC_mqc_generalstats_fastqc_percent_gc	FastQC_mqc_generalstats_fastqc_avg_sequence_length	FastQC_mqc_generalstats_fastqc_median_sequence_length	FastQC_mqc_generalstats_fastqc_percent_fails	FastQC_mqc_generalstats_fastqc_total_sequences
SRR29492885_1	17.633690678704838	21.0	151.0	151	9.090909090909092	272.962741
SRR29492885_2	9.901251896671297	23.0	151.0	151	18.181818181818183	272.962741
SRR29492886_1	16.835648429929606	22.0	151.0	151	9.090909090909092	205.585137
SRR29492886_2	10.050002709688172	24.0	151.0	151	18.181818181818183	205.585137
SRR29492887_1	17.250992701720563	22.0	151.0	151	9.090909090909092	234.48317699999998
SRR29492887_2	10.280213563897973	24.0	151.0	151	18.181818181818183	234.48317699999998
SRR29492888_1	20.34412785075955	22.0	151.0	151	9.090909090909092	264.51876699999997
SRR29492888_2	13.186101291063594	24.0	151.0	151	18.181818181818183	264.51876699999997
SRR29492889_1	19.044244481117843	22.0	151.0	151	9.090909090909092	293.116879
SRR29492889_2	11.667109609754363	24.0	151.0	151	18.181818181818183	293.116879
SRR29492890_1	17.712373858365424	22.0	151.0	151	9.090909090909092	243.270704
SRR29492890_2	10.508309012314939	24.0	151.0	151	18.181818181818183	243.270704
SRR29492891_1	17.97888583468516	46.0	151.0	151	18.181818181818183	61.752075999999995
SRR29492891_2	15.6019603900112	46.0	151.0	151	18.181818181818183	61.752075999999995
SRR29492892_1	20.513373469544447	46.0	151.0	151	18.181818181818183	71.027143
SRR29492892_2	18.933652326463502	46.0	151.0	151	18.181818181818183	71.027143
SRR29492893_1	23.348587018666706	47.0	151.0	151	18.181818181818183	65.950839
SRR29492893_2	22.071336857882045	47.0	151.0	151	18.181818181818183	65.950839
SRR29492894_1	17.35025340950213	47.0	151.0	151	18.181818181818183	96.67863799999999
SRR29492894_2	15.966020017059861	47.0	151.0	151	18.181818181818183	96.67863799999999
SRR29492895_1	7.8322670057820005	45.0	151.0	151	9.090909090909092	36.1122
SRR29492895_2	10.463232085822	44.0	151.0	151	9.090909090909092	36.1122
SRR29492896_1	18.888794689772183	49.0	151.0	151	18.181818181818183	88.547412
SRR29492896_2	18.323216924083553	49.0	151.0	151	18.181818181818183	88.547412
SRR29492897_1	15.995266394447654	47.0	151.0	151	18.181818181818183	126.72511999999999
SRR29492897_2	15.097674665417543	47.0	151.0	151	18.181818181818183	126.72511999999999
SRR29492898_1	13.908787203187174	48.0	151.0	151	18.181818181818183	63.108289
SRR29492898_2	12.719379607839656	47.0	151.0	151	18.181818181818183	63.108289
SRR29492899_1	1.2798402072154715	47.0	151.0	151	18.181818181818183	0.45159499999999997
SRR29492899_2	1.2256276817239495	46.0	151.0	151	18.181818181818183	0.45159499999999997
SRR29492900_1	17.376841267769635	45.0	151.0	151	18.181818181818183	100.910705
SRR29492900_2	15.95005158794281	45.0	151.0	151	18.181818181818183	100.910705
SRR29492901_1	19.409489906419154	45.0	151.0	151	18.181818181818183	58.715188999999995
SRR29492901_2	17.468108700379304	45.0	151.0	151	18.181818181818183	58.715188999999995
SRR29492902_1	22.76584600504725	49.0	151.0	151	18.181818181818183	179.899698
SRR29492902_2	22.036089490175584	48.0	151.0	151	18.181818181818183	179.899698
SRR29492903_1	22.854727307667716	48.0	151.0	151	18.181818181818183	135.487847
SRR29492903_2	21.643470119331255	47.0	151.0	151	18.181818181818183	135.487847
SRR29492904_1	16.71033138237786	48.0	151.0	151	18.181818181818183	78.13986299999999
SRR29492904_2	15.97814353351093	48.0	151.0	151	18.181818181818183	78.13986299999999
SRR29492905_1	17.18578647069431	48.0	151.0	151	18.181818181818183	88.561225
SRR29492905_2	15.135652932814764	47.0	151.0	151	18.181818181818183	88.561225
SRR29492906_1	21.121756349807313	47.0	151.0	151	18.181818181818183	89.225946
SRR29492906_2	19.93896299531511	46.0	151.0	151	18.181818181818183	89.225946
SRR29492907_1	16.963345272296266	22.0	151.0	151	9.090909090909092	239.009512
SRR29492907_2	9.545606816395747	24.0	151.0	151	18.181818181818183	239.009512
SRR29492908_1	17.952629877624332	22.0	151.0	151	9.090909090909092	220.38620999999998
SRR29492908_2	11.117179638316202	24.0	151.0	151	18.181818181818183	220.38620999999998
SRR29492909_1	20.504451408990235	22.0	151.0	151	9.090909090909092	303.124848
SRR29492909_2	14.29251414227555	24.0	151.0	151	18.181818181818183	303.124848
SRR29492910_1	16.55626343173718	22.0	151.0	151	9.090909090909092	204.548656
SRR29492910_2	9.76561177298106	24.0	151.0	151	18.181818181818183	204.548656
SRR29492911_1	20.660051343810196	22.0	151.0	151	9.090909090909092	330.708013
SRR29492911_2	12.499971839025378	24.0	151.0	151	18.181818181818183	330.708013
SRR29492912_1	43.464753421456116	50.0	151.0	151	18.181818181818183	39.033378
SRR29492912_2	45.10438085364608	49.0	151.0	151	18.181818181818183	39.033378
SRR29492913_1	42.65870036942826	49.0	151.0	151	9.090909090909092	43.857478
SRR29492913_2	44.809441280443494	48.0	151.0	151	9.090909090909092	43.857478
SRR29492914_1	41.919131541297126	49.0	151.0	151	9.090909090909092	38.006009
SRR29492914_2	43.58950006661778	48.0	151.0	151	9.090909090909092	38.006009
SRR29492915_1	39.142577493701566	48.0	151.0	151	9.090909090909092	40.508081
SRR29492915_2	40.34669243305834	48.0	151.0	151	9.090909090909092	40.508081
SRR29492916_1	40.123762212902555	49.0	151.0	151	9.090909090909092	47.593540999999995
SRR29492916_2	41.64698824738326	48.0	151.0	151	9.090909090909092	47.593540999999995
SRR29492917_1	38.152336067141555	47.0	151.0	151	9.090909090909092	37.859564999999996
SRR29492917_2	39.6791602271373	46.0	151.0	151	9.090909090909092	37.859564999999996
SRR29492918_1	44.76853454560617	48.0	151.0	151	9.090909090909092	40.622113
SRR29492918_2	45.55171993097461	47.0	151.0	151	9.090909090909092	40.622113
SRR29492919_1	34.64861669874824	47.0	151.0	151	9.090909090909092	40.172536
SRR29492919_2	37.02559223705937	47.0	151.0	151	9.090909090909092	40.172536
SRR29492920_1	34.58749072573865	47.0	151.0	151	9.090909090909092	44.345737
SRR29492920_2	36.98035377024734	46.0	151.0	151	9.090909090909092	44.345737
SRR29492921_1	40.165763998011464	48.0	151.0	151	9.090909090909092	41.170234
SRR29492921_2	41.255395801797846	47.0	151.0	151	9.090909090909092	41.170234
SRR29492922_1	37.26786092681236	48.0	151.0	151	9.090909090909092	37.710164999999996
SRR29492922_2	39.342678073842265	48.0	151.0	151	9.090909090909092	37.710164999999996
SRR29492923_1	12.185563800288946	47.0	151.0	151	18.181818181818183	72.560101
SRR29492923_2	14.486973563457994	46.0	151.0	151	18.181818181818183	72.560101
SRR29492924_1	15.30167063828003	45.0	151.0	151	18.181818181818183	90.88233799999999
SRR29492924_2	12.997254034686534	46.0	151.0	151	18.181818181818183	90.88233799999999
SRR29492925_1	15.014009065757492	46.0	151.0	151	18.181818181818183	60.425816999999995
SRR29492925_2	12.844263873672986	46.0	151.0	151	18.181818181818183	60.425816999999995
SRR29492926_1	7.60496945379424	46.0	151.0	151	9.090909090909092	40.424596
SRR29492926_2	10.808507793539633	45.0	151.0	151	18.181818181818183	40.424596
SRR29492927_1	13.7102323758442	46.0	151.0	151	18.181818181818183	66.67585799999999
SRR29492927_2	13.324793970219716	46.0	151.0	151	18.181818181818183	66.67585799999999
SRR29492928_1	14.622439592265138	46.0	151.0	151	9.090909090909092	69.907642
SRR29492928_2	16.62438722331953	46.0	151.0	151	9.090909090909092	69.907642
SRR29492929_1	19.267245712614653	47.0	151.0	151	18.181818181818183	87.81519899999999
SRR29492929_2	18.53546623120755	47.0	151.0	151	18.181818181818183	87.81519899999999
SRR29492930_1	14.57309228250746	47.0	151.0	151	18.181818181818183	87.817285
SRR29492930_2	14.311708659659402	47.0	151.0	151	18.181818181818183	87.817285
SRR29492931_1	17.239382268947836	22.0	151.0	151	9.090909090909092	204.266966
SRR29492931_2	10.812333880131277	24.0	151.0	151	18.181818181818183	204.266966
SRR29492932_1	25.04837389512221	23.0	151.0	151	9.090909090909092	263.819012
SRR29492932_2	19.388290210141676	24.0	151.0	151	18.181818181818183	263.819012
SRR29492933_1	18.670306275776582	22.0	151.0	151	9.090909090909092	215.99656199999998
SRR29492933_2	12.884863755982394	24.0	151.0	151	18.181818181818183	215.99656199999998
SRR29492934_1	18.27817928145477	21.0	151.0	151	9.090909090909092	258.29844099999997
SRR29492934_2	11.027260776627969	23.0	151.0	151	18.181818181818183	258.29844099999997
SRR29492935_1	18.089272292568907	22.0	151.0	151	9.090909090909092	249.420899
SRR29492935_2	11.996425280037073	24.0	151.0	151	18.181818181818183	249.420899
SRR29492936_1	17.596036233612338	22.0	151.0	151	9.090909090909092	277.488003
SRR29492936_2	10.366024041819216	24.0	151.0	151	18.181818181818183	277.488003
SRR29492937_1	16.54440466243156	22.0	151.0	151	9.090909090909092	205.090299
SRR29492937_2	9.903272587111061	24.0	151.0	151	18.181818181818183	205.090299
SRR29492938_1	18.273178727476306	22.0	151.0	151	9.090909090909092	217.307267
SRR29492938_2	12.192338868032877	24.0	151.0	151	18.181818181818183	217.307267
SRR29492939_1	39.55710861190559	48.0	151.0	151	9.090909090909092	37.746124
SRR29492939_2	41.37915762417762	47.0	151.0	151	9.090909090909092	37.746124
SRR29492940_1	46.51812646997144	51.0	151.0	151	18.181818181818183	40.659307
SRR29492940_2	47.08777489338115	50.0	151.0	151	18.181818181818183	40.659307
SRR29492941_1	34.63196047096994	47.0	151.0	151	9.090909090909092	41.039099
SRR29492941_2	35.89005358959231	46.0	151.0	151	9.090909090909092	41.039099
SRR29492942_1	40.651873426454046	48.0	151.0	151	9.090909090909092	43.773303
SRR29492942_2	41.95408501727817	47.0	151.0	151	9.090909090909092	43.773303
SRR29492943_1	36.407686223919036	48.0	151.0	151	9.090909090909092	34.193557999999996
SRR29492943_2	38.25070118484095	47.0	151.0	151	9.090909090909092	34.193557999999996
SRR29492944_1	39.95724479547951	48.0	151.0	151	9.090909090909092	35.651782
SRR29492944_2	40.65117267862086	47.0	151.0	151	9.090909090909092	35.651782
SRR29492945_1	36.20965558718918	48.0	151.0	151	9.090909090909092	26.118405
SRR29492945_2	36.48206482724429	47.0	151.0	151	9.090909090909092	26.118405
SRR29492946_1	35.68320103580159	48.0	151.0	151	9.090909090909092	49.220574
SRR29492946_2	37.47336550118452	47.0	151.0	151	9.090909090909092	49.220574
SRR29492947_1	56.54862388028706	52.0	151.0	151	9.090909090909092	58.989836999999994
SRR29492947_2	57.74802178619833	52.0	151.0	151	18.181818181818183	58.989836999999994
SRR29492948_1	37.48455676621113	47.0	151.0	151	9.090909090909092	47.79409
SRR29492948_2	39.485735899719344	47.0	151.0	151	9.090909090909092	47.79409
SRR29492949_1	37.87573989496364	47.0	151.0	151	9.090909090909092	40.19856
SRR29492949_2	39.80737879139134	47.0	151.0	151	9.090909090909092	40.19856
SRR29492950_1	49.25439950859791	49.0	151.0	151	9.090909090909092	38.705189
SRR29492950_2	50.383419495606624	48.0	151.0	151	18.181818181818183	38.705189
SRR29492951_1	36.95806193059933	48.0	151.0	151	9.090909090909092	35.755632
SRR29492951_2	38.6493366040257	47.0	151.0	151	9.090909090909092	35.755632
SRR29492952_1	36.03824813095389	48.0	151.0	151	9.090909090909092	45.347349
SRR29492952_2	37.29826964566399	47.0	151.0	151	9.090909090909092	45.347349
SRR29492953_1	33.83993606439047	47.0	151.0	151	9.090909090909092	42.737105
SRR29492953_2	34.99173574892403	46.0	151.0	151	9.090909090909092	42.737105
SRR29492954_1	38.70283685166018	48.0	151.0	151	9.090909090909092	40.19233
SRR29492954_2	41.12027362925929	47.0	151.0	151	9.090909090909092	40.19233
SRR29492955_1	18.05955056798055	49.0	151.0	151	18.181818181818183	100.07203
SRR29492955_2	16.74763779700025	48.0	151.0	151	18.181818181818183	100.07203
SRR29492956_1	19.640021519341914	47.0	151.0	151	18.181818181818183	67.991227
SRR29492956_2	17.379949765031853	47.0	151.0	151	18.181818181818183	67.991227
SRR29492957_1	19.140863920723802	47.0	151.0	151	18.181818181818183	68.242643
SRR29492957_2	17.440242529681143	46.0	151.0	151	18.181818181818183	68.242643
SRR29492958_1	18.968282586103072	47.0	151.0	151	18.181818181818183	109.751617
SRR29492958_2	18.310761599638468	46.0	151.0	151	18.181818181818183	109.751617
SRR29492959_1	16.258239708640673	48.0	151.0	151	18.181818181818183	101.59695099999999
SRR29492959_2	16.193149489994738	47.0	151.0	151	18.181818181818183	101.59695099999999
SRR29492960_1	17.053786992083474	22.0	151.0	151	9.090909090909092	218.036917
SRR29492960_2	10.371690849192618	24.0	151.0	151	18.181818181818183	218.036917
SRR29492961_1	18.86800857514197	22.0	151.0	151	9.090909090909092	253.98963799999999
SRR29492961_2	12.117645730650054	24.0	151.0	151	18.181818181818183	253.98963799999999
SRR29492962_1	18.259319695087285	22.0	151.0	151	9.090909090909092	311.16488599999997
SRR29492962_2	10.603522569851293	24.0	151.0	151	18.181818181818183	311.16488599999997
SRR29492963_1	16.894218572475936	22.0	151.0	151	9.090909090909092	235.088611
SRR29492963_2	9.948714079633788	24.0	151.0	151	18.181818181818183	235.088611
SRR29492964_1	19.423095995727877	22.0	151.0	151	9.090909090909092	255.778181
SRR29492964_2	13.719901129465711	24.0	151.0	151	18.181818181818183	255.778181
SRR29492965_1	18.90964874177024	22.0	151.0	151	9.090909090909092	239.56509799999998
SRR29492965_2	12.934401089088695	24.0	151.0	151	18.181818181818183	239.56509799999998
SRR29492966_1	17.93027983277254	22.0	151.0	151	9.090909090909092	204.419763
SRR29492966_2	11.625698964213157	24.0	151.0	151	18.181818181818183	204.419763
SRR29492967_1	18.41195932962772	22.0	151.0	151	9.090909090909092	267.633268
SRR29492967_2	11.235014417972138	24.0	151.0	151	18.181818181818183	267.633268
SRR29492968_1	19.184087821628196	22.0	151.0	151	9.090909090909092	317.219652
SRR29492968_2	11.276262256094782	24.0	151.0	151	18.181818181818183	317.219652
SRR29492969_1	17.732145852175847	22.0	151.0	151	9.090909090909092	260.241609
SRR29492969_2	10.717849215084243	24.0	151.0	151	18.181818181818183	260.241609
SRR29492970_1	17.097881630905164	22.0	151.0	151	9.090909090909092	202.711775
SRR29492970_2	10.130713498398592	24.0	151.0	151	18.181818181818183	202.711775
SRR29492971_1	19.30200037490441	22.0	151.0	151	9.090909090909092	207.992123
SRR29492971_2	13.22441791015406	24.0	151.0	151	18.181818181818183	207.992123
SRR29492972_1	17.129039269761677	22.0	151.0	151	9.090909090909092	262.508495
SRR29492972_2	10.103293047383161	24.0	151.0	151	18.181818181818183	262.508495
SRR29492973_1	18.721080558137643	21.0	151.0	151	9.090909090909092	226.95681399999998
SRR29492973_2	11.991202130115425	23.0	151.0	151	18.181818181818183	226.95681399999998
SRR29492974_1	16.870887262168992	22.0	151.0	151	9.090909090909092	216.284663
SRR29492974_2	10.249120451524249	24.0	151.0	151	18.181818181818183	216.284663
SRR29492975_1	17.10751362369747	22.0	151.0	151	9.090909090909092	201.587877
SRR29492975_2	10.431513884649831	24.0	151.0	151	18.181818181818183	201.587877
SRR29492976_1	39.91792998202155	49.0	151.0	151	9.090909090909092	35.950196
SRR29492976_2	41.091995719752475	48.0	151.0	151	9.090909090909092	35.950196
SRR29492977_1	43.10341291011773	48.0	151.0	151	9.090909090909092	39.660976
SRR29492977_2	45.397237270977676	47.0	151.0	151	9.090909090909092	39.660976
SRR29492978_1	46.31684129976298	51.0	151.0	151	18.181818181818183	48.279092
SRR29492978_2	47.69718297883835	50.0	151.0	151	18.181818181818183	48.279092
SRR29492979_1	32.669541117174845	48.0	151.0	151	9.090909090909092	45.65227
SRR29492979_2	34.28091556520775	47.0	151.0	151	9.090909090909092	45.65227
SRR29492980_1	38.090238390825846	48.0	151.0	151	9.090909090909092	41.484618
SRR29492980_2	39.20848281559902	47.0	151.0	151	9.090909090909092	41.484618
SRR29492981_1	36.05212495262579	48.0	151.0	151	9.090909090909092	45.112379999999995
SRR29492981_2	37.533145113416545	47.0	151.0	151	9.090909090909092	45.112379999999995
SRR29492982_1	35.04613345420378	48.0	151.0	151	9.090909090909092	40.531543
SRR29492982_2	36.477821463467194	47.0	151.0	151	9.090909090909092	40.531543
SRR29492983_1	36.08891996546879	48.0	151.0	151	9.090909090909092	39.467631
SRR29492983_2	36.98134456595194	47.0	151.0	151	9.090909090909092	39.467631
SRR29492984_1	43.16170816983378	48.0	151.0	151	9.090909090909092	47.545441
SRR29492984_2	45.00529507977129	47.0	151.0	151	9.090909090909092	47.545441
SRR29492985_1	36.68878198887041	48.0	151.0	151	9.090909090909092	40.466612999999995
SRR29492985_2	38.6638121946674	47.0	151.0	151	9.090909090909092	40.466612999999995
SRR29492986_1	39.56450876163191	48.0	151.0	151	9.090909090909092	46.201162
SRR29492986_2	41.34372792115029	47.0	151.0	151	9.090909090909092	46.201162
SRR29492987_1	35.244195648911955	48.0	151.0	151	9.090909090909092	41.738191
SRR29492987_2	36.76511010142257	47.0	151.0	151	9.090909090909092	41.738191
SRR29492988_1	40.38871980717258	49.0	151.0	151	9.090909090909092	42.27061
SRR29492988_2	41.60852537143437	48.0	151.0	151	9.090909090909092	42.27061
SRR29492989_1	39.216429247052	48.0	151.0	151	9.090909090909092	39.548684
SRR29492989_2	40.69866183214804	47.0	151.0	151	9.090909090909092	39.548684
SRR29492990_1	34.53007547791299	48.0	151.0	151	9.090909090909092	45.308758999999995
SRR29492990_2	35.80720632665064	48.0	151.0	151	9.090909090909092	45.308758999999995
SRR29492991_1	38.380222782697125	48.0	151.0	151	9.090909090909092	47.267222
SRR29492991_2	40.5958431665295	47.0	151.0	151	9.090909090909092	47.267222
SRR29492992_1	38.30605855339139	49.0	151.0	151	9.090909090909092	37.786901
SRR29492992_2	39.61865400849708	48.0	151.0	151	9.090909090909092	37.786901
SRR29492993_1	33.74414079089463	47.0	151.0	151	9.090909090909092	37.102788
SRR29492993_2	34.98056705733991	47.0	151.0	151	9.090909090909092	37.102788
