Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
SRR29492986_2 - polya	(1, 0.2965964362541358)	(2, 0.3055724009712137)	(3, 0.31429728975214954)	(4, 0.328478751248724)	(5, 0.3369157684821867)	(6, 0.345129847599937)	(7, 0.35600186852443233)	(8, 0.3715945499379431)	(9, 0.3979034120397232)	(10, 0.45067611070041913)	(15, 0.5105053418353417)	(20, 0.5660766714049313)	(25, 0.6297815626368879)	(30, 0.6923063969689767)	(35, 0.7482993609554669)	(40, 0.7967886175676707)	(45, 0.846762685319473)	(50, 0.8937779530307051)	(55, 0.9464255466128751)	(60, 0.9917425886387878)	(65, 1.0396180078760788)	(70, 1.0941374158511425)	(75, 1.1549441115788386)	(80, 1.210477779758007)	(85, 1.2690901583817307)	(90, 1.3295102837456771)	(95, 1.3887758926929155)	(100, 1.4426182614194853)	(105, 1.500823290981296)	(110, 1.5617351788684448)	(115, 1.6183770442829988)	(120, 1.6725813086692494)	(125, 1.7256063819347225)	(130, 1.7843668087828615)	(135, 1.8479634776285496)	(140, 1.880586899524302)
SRR29492986_2 - polyg	(1, 0.2987846929044772)	(2, 0.30196426661303455)	(3, 0.3027456322418904)	(4, 0.3032542774573505)	(5, 0.30375426488190926)	(6, 0.3043040346041513)	(7, 0.30480402202871)	(8, 0.3056741300143057)	(9, 0.3065507313430775)	(10, 0.30907491028039513)	(15, 0.3115796091881845)	(20, 0.3133951479402185)	(25, 0.3151574412782086)	(30, 0.3169976547343117)	(35, 0.318940463012597)	(40, 0.3214784944153569)	(45, 0.32693376846236033)	(50, 0.3362006349537269)	(55, 0.34636271702430343)	(60, 0.3517885545822419)	(65, 0.3558248167004977)	(70, 0.36270689468806)	(75, 0.37867099533124293)	(80, 0.3889486589103538)	(85, 0.3965952198345141)	(90, 0.4053958642858377)	(95, 0.4162704825476034)	(100, 0.4300026046963927)	(105, 0.4538972418053035)	(110, 0.4794152147082361)	(115, 0.510734340404685)	(120, 0.5519159886065204)	(125, 0.5926482974605702)	(130, 0.6404289138874906)	(135, 0.7037403085229761)	(140, 0.7527213276583823)
SRR29492987_1 - illumina_universal_adapter	(1, 0.015379200310813662)	(2, 0.015415138619687662)	(3, 0.015460660477594729)	(4, 0.015467848139369529)	(5, 0.015470244026627795)	(6, 0.015470244026627795)	(7, 0.015475035801144328)	(8, 0.015475035801144328)	(9, 0.015475035801144328)	(10, 0.015485577705080703)	(15, 0.01558572579247625)	(20, 0.018716192084127458)	(25, 0.020854761050856277)	(30, 0.024119397028970424)	(35, 0.029215449227303597)	(40, 0.03650038402478919)	(45, 0.04583092736338285)	(50, 0.05790140737053027)	(55, 0.07623952844530324)	(60, 0.10268820706676052)	(65, 0.13457267469977316)	(70, 0.16956796234891924)	(75, 0.2159350892807022)	(80, 0.27595014839047527)	(85, 0.35526695443029627)	(90, 0.467622087406711)	(95, 0.6327245950836728)	(100, 0.8478441243416611)	(105, 1.1270287205307965)	(110, 1.47609847297886)	(115, 1.910429706931956)	(120, 2.427447322764899)	(125, 3.0201050160511267)	(130, 3.687940859727246)	(135, 4.432044503318316)	(140, 4.925984933079635)
SRR29492987_1 - polya	(1, 0.2995170538176894)	(2, 0.3086429883844271)	(3, 0.314599164108478)	(4, 0.3248272068140184)	(5, 0.33078338253806927)	(6, 0.33674914181115323)	(7, 0.34379544623771546)	(8, 0.3612183383798306)	(9, 0.3847770977903666)	(10, 0.4216694489706082)	(15, 0.4857354742566587)	(20, 0.5372451335995849)	(25, 0.5844824467835705)	(30, 0.6320719553945211)	(35, 0.6771203859793541)	(40, 0.7333504223985174)	(45, 0.7943257531214039)	(50, 0.8591047944555144)	(55, 0.9388250679096274)	(60, 1.0039903262697705)	(65, 1.0772872259844706)	(70, 1.1544774424938542)	(75, 1.2296254047042912)	(80, 1.3001957847190837)	(85, 1.3875632511241323)	(90, 1.4705673276544258)	(95, 1.5569797933983291)	(100, 1.6286369478734717)	(105, 1.7046009492840741)	(110, 1.7835090169576346)	(115, 1.866993229294485)	(120, 1.951445859261126)	(125, 2.037589985632104)	(130, 2.129323716976617)	(135, 2.225342732271267)	(140, 2.277758036997818)
SRR29492987_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 9.583549033066623e-05)	(4, 0.00034261187793213177)	(5, 0.00040011317213053146)	(6, 0.00045042680455413124)	(7, 0.0005342828585934642)	(8, 0.0006636607705398636)	(9, 0.0008816865110421293)	(10, 0.0012985708939805274)	(15, 0.002224820908026416)	(20, 0.0032445105251447046)	(25, 0.0043820777953697135)	(30, 0.005975821999568693)	(35, 0.008189142648755428)	(40, 0.01071105357680691)	(45, 0.013426552195326338)	(50, 0.016427640575031148)	(55, 0.019325226625178844)	(60, 0.02274224103291875)	(65, 0.026763019029741854)	(70, 0.0314517703941697)	(75, 0.03911717208826803)	(80, 0.05907012117511275)	(85, 0.07001165910616489)	(90, 0.08019849255086306)	(95, 0.09076387618236736)	(100, 0.10391442216554139)	(105, 0.12084471988735687)	(110, 0.14296978036254612)	(115, 0.16831635084520075)	(120, 0.19847386294245478)	(125, 0.2260553170596205)	(130, 0.25856559044449245)	(135, 0.2984321960671462)	(140, 0.3278052946760438)
SRR29492987_2 - illumina_universal_adapter	(1, 0.015539724757117528)	(2, 0.015580454840508061)	(3, 0.015606809600348994)	(4, 0.015618789036640327)	(5, 0.015621184923898595)	(6, 0.015621184923898595)	(7, 0.015623580811156862)	(8, 0.015628372585673393)	(9, 0.015633164360189928)	(10, 0.01567772786319369)	(15, 0.01578841785452561)	(20, 0.016552226712461017)	(25, 0.018179034160824076)	(30, 0.021615694844081768)	(35, 0.02693743962214366)	(40, 0.03461482075253334)	(45, 0.04448348036933369)	(50, 0.05716059903027422)	(55, 0.07608762919312914)	(60, 0.10330874186665158)	(65, 0.13631975568850124)	(70, 0.1725944471335617)	(75, 0.22086678361311826)	(80, 0.28305155822397765)	(85, 0.3648897960143984)	(90, 0.47574174932497676)	(95, 0.6371699243026608)	(100, 0.8512798266700156)	(105, 1.1427088442812483)	(110, 1.5054691757004992)	(115, 1.9685826824646042)	(120, 2.5111131433559253)	(125, 3.1265279321760735)	(130, 3.8088497893931246)	(135, 4.568388697056851)	(140, 5.072081346314219)
SRR29492987_2 - polya	(1, 0.2639429198069461)	(2, 0.27391460257585193)	(3, 0.28290397156886843)	(4, 0.2985035935074426)	(5, 0.30735400103947963)	(6, 0.3162307633313576)	(7, 0.32789633839185794)	(8, 0.34526652101429123)	(9, 0.37451551266321054)	(10, 0.4332842312212334)	(15, 0.5021664690738513)	(20, 0.5665856481417701)	(25, 0.6381024036235783)	(30, 0.7089665194162345)	(35, 0.7723856551425528)	(40, 0.8275236461493982)	(45, 0.8845313875725951)	(50, 0.9379251726554226)	(55, 0.9974922008478997)	(60, 1.0479122106657666)	(65, 1.1012403484377173)	(70, 1.1608883576195241)	(75, 1.2272659349323503)	(80, 1.2879259668920486)	(85, 1.3523341248785794)	(90, 1.4185842409892657)	(95, 1.4839071487310027)	(100, 1.5432748391035922)	(105, 1.6070322741107776)	(110, 1.6739369466204224)	(115, 1.7364125819444354)	(120, 1.797556583130304)	(125, 1.8569932750559315)	(130, 1.9217287112419412)	(135, 1.9904997799257758)	(140, 2.0255262141092794)
SRR29492987_2 - polyg	(1, 0.4491953185033822)	(2, 0.45313415715597255)	(3, 0.45407094907395484)	(4, 0.45468429621207107)	(5, 0.45521857907066454)	(6, 0.4559637000079855)	(7, 0.45659861013142616)	(8, 0.45758571568183204)	(9, 0.45869740736966774)	(10, 0.4617928937073483)	(15, 0.46459081084755205)	(20, 0.4663949139530269)	(25, 0.4682248926408909)	(30, 0.47007835102388607)	(35, 0.4720861045463135)	(40, 0.4743904689113144)	(45, 0.4792531616906923)	(50, 0.48732059326672783)	(55, 0.4962227519635434)	(60, 0.5011875095401236)	(65, 0.5050238042180603)	(70, 0.5114131563584057)	(75, 0.5285241039794946)	(80, 0.538558558994567)	(85, 0.5450696222076322)	(90, 0.5529798835795255)	(95, 0.5653800376734104)	(100, 0.5799336152350254)	(105, 0.6045906493647508)	(110, 0.6298533637933661)	(115, 0.6605394086197938)	(120, 0.7016307918088736)	(125, 0.7398059010271911)	(130, 0.7825030078567612)	(135, 0.8354870962184251)	(140, 0.8757854407250185)
SRR29492988_1 - illumina_universal_adapter	(1, 0.008152236270070386)	(2, 0.008159333399730925)	(3, 0.008164064819504616)	(4, 0.008164064819504616)	(5, 0.008164064819504616)	(6, 0.008164064819504616)	(7, 0.008164064819504616)	(8, 0.008164064819504616)	(9, 0.008164064819504616)	(10, 0.008182990498599382)	(15, 0.00835000961661069)	(20, 0.009454796133767646)	(25, 0.012706700944225787)	(30, 0.020649808460299013)	(35, 0.03267991637688692)	(40, 0.050187115823500064)	(45, 0.07209264309173678)	(50, 0.0999744266761232)	(55, 0.1407010686621272)	(60, 0.19926232434308377)	(65, 0.2672537727749848)	(70, 0.3382586624607499)	(75, 0.4293720861847038)	(80, 0.5420144161629084)	(85, 0.6779911621810047)	(90, 0.8610010596014582)	(95, 1.1205572855466244)	(100, 1.4437766571147186)	(105, 1.8427654580806851)	(110, 2.3244088504992004)	(115, 2.9133471222676937)	(120, 3.596992804220237)	(125, 4.35832556000493)	(130, 5.195836066713965)	(135, 6.103677235791014)	(140, 6.700175370073912)
SRR29492988_1 - polya	(1, 0.23098554764173027)	(2, 0.23970082286486993)	(3, 0.24520346406167312)	(4, 0.2556315132428891)	(5, 0.2619290329616724)	(6, 0.26807041582792396)	(7, 0.2751912025873296)	(8, 0.29263358158304315)	(9, 0.3144052096716844)	(10, 0.3501070838580281)	(15, 0.41460863706485424)	(20, 0.46522583894578284)	(25, 0.5136140689713253)	(30, 0.5656421802287689)	(35, 0.6140521747852705)	(40, 0.6761284022161024)	(45, 0.7382708695237661)	(50, 0.8053647676245979)	(55, 0.8918082800319181)	(60, 0.9610791043706254)	(65, 1.0399187520596462)	(70, 1.1211061302403729)	(75, 1.1972446103805932)	(80, 1.2740412310113338)	(85, 1.3674792012701023)	(90, 1.4602642356001012)	(95, 1.559317927988264)	(100, 1.6331810683593162)	(105, 1.708079443376852)	(110, 1.7868821859916384)	(115, 1.8684660571494)	(120, 1.9515327552642368)	(125, 2.0360813340521937)	(130, 2.126007171412951)	(135, 2.217813274991773)	(140, 2.2684981361754657)
SRR29492988_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 7.80684262659091e-05)	(4, 0.000333565094045248)	(5, 0.00036668503246108824)	(6, 0.0004139992301980028)	(7, 0.0004778733971428375)	(8, 0.0006079874409193527)	(9, 0.0007735871329985539)	(10, 0.0012320617090692564)	(15, 0.002062899021329477)	(20, 0.0032036443287664874)	(25, 0.004353379333773513)	(30, 0.00603397963738872)	(35, 0.008614495981960043)	(40, 0.011319448666579452)	(45, 0.014692950965221463)	(50, 0.018438816000052993)	(55, 0.021917355817670958)	(60, 0.025762107525772633)	(65, 0.030338809872864386)	(70, 0.035442592382745365)	(75, 0.04334453654678747)	(80, 0.058574030514345544)	(85, 0.07041535478196317)	(90, 0.0826441823290461)	(95, 0.09594089131905123)	(100, 0.1118649577093872)	(105, 0.13679386221301276)	(110, 0.1711117961155517)	(115, 0.21236788397423173)	(120, 0.26200568196200624)	(125, 0.30562132886182625)	(130, 0.3569785247953602)	(135, 0.4208200449437564)	(140, 0.4693473787106455)
SRR29492988_2 - illumina_universal_adapter	(1, 0.008303641702828513)	(2, 0.008313104542375896)	(3, 0.008322567381923279)	(4, 0.008341493061018045)	(5, 0.008341493061018045)	(6, 0.008341493061018045)	(7, 0.008343858770904891)	(8, 0.008343858770904891)	(9, 0.008350955900565428)	(10, 0.008403474660053404)	(15, 0.008585634321340524)	(20, 0.009708400233637508)	(25, 0.01310887162498956)	(30, 0.021251645055512563)	(35, 0.033707580751732705)	(40, 0.05184405902824681)	(45, 0.07440157594129822)	(50, 0.10292588633095194)	(55, 0.1445410889504552)	(60, 0.20441578676058852)	(65, 0.2744672953619548)	(70, 0.34792873819422054)	(75, 0.44296640147847405)	(80, 0.559914323450738)	(85, 0.7009782920095073)	(90, 0.8810168578120827)	(95, 1.1344894242122365)	(100, 1.4567724478071171)	(105, 1.8842552780761856)	(110, 2.3968284346972992)	(115, 3.0471441031960507)	(120, 3.7833388257231206)	(125, 4.591596383397354)	(130, 5.460170080346606)	(135, 6.399042739151387)	(140, 7.013783335513729)
SRR29492988_2 - polya	(1, 0.21059312841712008)	(2, 0.21989509969219748)	(3, 0.22873575753933997)	(4, 0.24421696303885845)	(5, 0.2525064104823659)	(6, 0.26139201681735846)	(7, 0.27256289890304397)	(8, 0.2882380926132838)	(9, 0.3150060999829432)	(10, 0.3689083266127458)	(15, 0.4294000015613685)	(20, 0.48720233751062497)	(25, 0.553542993583485)	(30, 0.6181566814389478)	(35, 0.6768977310713046)	(40, 0.7273029653463718)	(45, 0.7783275424698154)	(50, 0.8263836268272448)	(55, 0.8804348931799186)	(60, 0.9271396840499818)	(65, 0.9754891164333799)	(70, 1.030473418765426)	(75, 1.0917793710571009)	(80, 1.1465673194685386)	(85, 1.2035265164141233)	(90, 1.2634182473354418)	(95, 1.322270012190503)	(100, 1.3765805603467753)	(105, 1.4334522260265465)	(110, 1.4943422865201141)	(115, 1.5501181553802987)	(120, 1.6025058545405426)	(125, 1.6533941667745036)	(130, 1.7100250031877942)	(135, 1.7704693639386797)	(140, 1.801805083957861)
SRR29492988_2 - polyg	(1, 0.32334522733407445)	(2, 0.3264726958044845)	(3, 0.3272439172275962)	(4, 0.32775964198292856)	(5, 0.3282871952876952)	(6, 0.32875797155517744)	(7, 0.32927606202039666)	(8, 0.33022707739490864)	(9, 0.3311284128617969)	(10, 0.333261336895777)	(15, 0.335481319053593)	(20, 0.3370076750725859)	(25, 0.33856525846208513)	(30, 0.34025626788920244)	(35, 0.3421157158602632)	(40, 0.3444975125743395)	(45, 0.35083714192910864)	(50, 0.36279296655524956)	(55, 0.3744038706798885)	(60, 0.37962120726433807)	(65, 0.3840990229381596)	(70, 0.3910844910920377)	(75, 0.4041157674327388)	(80, 0.4144051860145856)	(85, 0.4237544714873998)	(90, 0.43450189150334007)	(95, 0.44880213462734514)	(100, 0.46815316835976584)	(105, 0.501070602009292)	(110, 0.5375138896741731)	(115, 0.5815757094586523)	(120, 0.6364095526418947)	(125, 0.691334239084792)	(130, 0.7578248811644781)	(135, 0.8434631059263161)	(140, 0.9076850322245172)
SRR29492989_1 - illumina_universal_adapter	(1, 0.006111454934884812)	(2, 0.006113983464026262)	(3, 0.006119040522309162)	(4, 0.006121569051450612)	(5, 0.0061240975805920625)	(6, 0.0061240975805920625)	(7, 0.0061240975805920625)	(8, 0.006126626109733513)	(9, 0.006126626109733513)	(10, 0.006139268755440763)	(15, 0.006222204511280324)	(20, 0.006636377584649846)	(25, 0.007892045156293949)	(30, 0.010865089720810937)	(35, 0.015516571929422482)	(40, 0.02302326924455944)	(45, 0.032859247604800204)	(50, 0.045852853156883804)	(55, 0.06534680142580725)	(60, 0.09453108477642391)	(65, 0.13062432115313877)	(70, 0.17089822761232712)	(75, 0.22444741776995664)	(80, 0.2950247345777675)	(85, 0.38917097721886273)	(90, 0.5238495419974025)	(95, 0.7227310016181574)	(100, 0.9845000152217456)	(105, 1.3234038331085807)	(110, 1.7507717829498446)	(115, 2.2847086391041485)	(120, 2.9116104090846613)	(125, 3.6255244295865823)	(130, 4.4235439035089)	(135, 5.29759372018548)	(140, 5.877169010225473)
SRR29492989_1 - polya	(1, 0.32579845134669966)	(2, 0.33419569662545534)	(3, 0.33959916340073415)	(4, 0.3487119824265202)	(5, 0.3543885303490756)	(6, 0.35986785299859786)	(7, 0.3663004311344468)	(8, 0.38323399079473797)	(9, 0.40463798997711276)	(10, 0.44042780285685357)	(15, 0.5005789826028092)	(20, 0.5483605977887912)	(25, 0.592577998296985)	(30, 0.6374740560267441)	(35, 0.6815619958428958)	(40, 0.7360775898383876)	(45, 0.794468913301894)	(50, 0.8569898305592165)	(55, 0.9347977292999181)	(60, 1.000757446189613)	(65, 1.0744094544334268)	(70, 1.1512357781614173)	(75, 1.2248528927030795)	(80, 1.2960173339775352)	(85, 1.3819392827331498)	(90, 1.4643759069201898)	(95, 1.549195416970132)	(100, 1.6199669248160062)	(105, 1.6927926097363948)	(110, 1.7684502472952073)	(115, 1.84682554797525)	(120, 1.9265156838088469)	(125, 2.008014223684409)	(130, 2.095797675593959)	(135, 2.187567606547919)	(140, 2.238870957122113)
SRR29492989_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 3.5399407980300935e-05)	(4, 0.00033376584667140885)	(5, 0.0003615796672273596)	(6, 0.0004273214249050613)	(7, 0.00048547759515841284)	(8, 0.0005942043482407657)	(9, 0.0007787869755666206)	(10, 0.0012587018066138433)	(15, 0.002150261181889137)	(20, 0.003481784627776742)	(25, 0.004917989180120381)	(30, 0.006647503112872226)	(35, 0.008890308461338436)	(40, 0.011547792589002456)	(45, 0.014502126037872714)	(50, 0.017778594099363713)	(55, 0.020977183463298042)	(60, 0.024631919484349972)	(65, 0.02907201665673629)	(70, 0.03413615482123249)	(75, 0.04109213848936162)	(80, 0.05346979434258799)	(85, 0.06303673720217846)	(90, 0.07264261941054725)	(95, 0.08312994687762557)	(100, 0.09571140217965282)	(105, 0.11326647430291233)	(110, 0.1360252593992761)	(115, 0.16195886568564458)	(120, 0.1934941754319815)	(125, 0.22240234340035184)	(130, 0.2559670506356166)	(135, 0.29741874596889245)	(140, 0.3284862778240611)
SRR29492989_2 - illumina_universal_adapter	(1, 0.006210067571401364)	(2, 0.006217653158825715)	(3, 0.0062252387462500645)	(4, 0.006232824333674415)	(5, 0.006232824333674415)	(6, 0.006237881391957315)	(7, 0.006237881391957315)	(8, 0.0062404099210987655)	(9, 0.0062404099210987655)	(10, 0.006281877799018547)	(15, 0.006370376318969299)	(20, 0.006819443094490831)	(25, 0.008165126303570556)	(30, 0.011330844788666038)	(35, 0.01624933967461471)	(40, 0.02415655600575736)	(45, 0.03448003478446969)	(50, 0.04808048733050131)	(55, 0.06844829527070988)	(60, 0.0987800251457166)	(65, 0.13634132554195735)	(70, 0.17853387991367803)	(75, 0.23455040880753453)	(80, 0.308260573221602)	(85, 0.40622843480708487)	(90, 0.5408478320037148)	(95, 0.7374950832750844)	(100, 1.0012702318994988)	(105, 1.3593453577368086)	(110, 1.810116867605506)	(115, 2.385890261228414)	(120, 3.052419139913733)	(125, 3.8049422832881112)	(130, 4.634672041173355)	(135, 5.543264094451284)	(140, 6.144538210171545)
SRR29492989_2 - polya	(1, 0.29843976603621)	(2, 0.3072087050987588)	(3, 0.31573237683458694)	(4, 0.330440830850402)	(5, 0.338643379385266)	(6, 0.347126594654831)	(7, 0.35838107786342527)	(8, 0.3741767994100638)	(9, 0.4014849141377245)	(10, 0.4571717228315359)	(15, 0.5171342743035394)	(20, 0.5736458892032918)	(25, 0.6380460093185402)	(30, 0.7023889846751917)	(35, 0.759404282579921)	(40, 0.8079909814445406)	(45, 0.8580690067967875)	(50, 0.9047021640467227)	(55, 0.9555867901950922)	(60, 1.000946074463565)	(65, 1.049731010012874)	(70, 1.1034172464499705)	(75, 1.1627896392203596)	(80, 1.217737611699039)	(85, 1.2727609343461341)	(90, 1.3311987827458431)	(95, 1.387569811425331)	(100, 1.4400438709920156)	(105, 1.4949579611802002)	(110, 1.5534246348121215)	(115, 1.6060301778941621)	(120, 1.6560520698994687)	(125, 1.7053988446240083)	(130, 1.761302095412328)	(135, 1.820817602932123)	(140, 1.852400449026319)
SRR29492989_2 - polyg	(1, 0.363862929042089)	(2, 0.36739022719441183)	(3, 0.36836118238472865)	(4, 0.3689907861409497)	(5, 0.36957740490176616)	(6, 0.3701185101380364)	(7, 0.37061663037890213)	(8, 0.37161287086063344)	(9, 0.3725812975218088)	(10, 0.37517455700928004)	(15, 0.37797717870966324)	(20, 0.379711749700698)	(25, 0.3814008071671866)	(30, 0.3830342369925634)	(35, 0.3848203899780837)	(40, 0.3872078271934409)	(45, 0.39273418048499414)	(50, 0.4025044170875572)	(55, 0.41272978893558127)	(60, 0.41801138060624216)	(65, 0.42194476053868185)	(70, 0.4284971909558356)	(75, 0.4389749100121764)	(80, 0.4467870536476005)	(85, 0.4536166108586571)	(90, 0.461431788729051)	(95, 0.47178055279917785)	(100, 0.4854138762240483)	(105, 0.5098915554307697)	(110, 0.5351267819682699)	(115, 0.5655288049534088)	(120, 0.6061405229058949)	(125, 0.6454829192293732)	(130, 0.6909549758975546)	(135, 0.7487611977177294)	(140, 0.7933411893048072)
SRR29492990_1 - illumina_universal_adapter	(1, 0.0059392489650842125)	(2, 0.005945870201388654)	(3, 0.005950284358924949)	(4, 0.005950284358924949)	(5, 0.005950284358924949)	(6, 0.005950284358924949)	(7, 0.005950284358924949)	(8, 0.005950284358924949)	(9, 0.005950284358924949)	(10, 0.005962644000026574)	(15, 0.00604474733020165)	(20, 0.006541781468788407)	(25, 0.007883685359821927)	(30, 0.011146189194897172)	(35, 0.015907299513544387)	(40, 0.02309531364564631)	(45, 0.03252571980618582)	(50, 0.04449868070763095)	(55, 0.06243958259814619)	(60, 0.08885390129533233)	(65, 0.12057977575594159)	(70, 0.15471357315259948)	(75, 0.1997123779090926)	(80, 0.25756918215305785)	(85, 0.3326381108782962)	(90, 0.4394315898168829)	(95, 0.5959841009991026)	(100, 0.8006270928762362)	(105, 1.0642803083615686)	(110, 1.3970199448631997)	(115, 1.8148102445268914)	(120, 2.3133275400458446)	(125, 2.8869331865831946)	(130, 3.5367770721771477)	(135, 4.265004035974589)	(140, 4.750745876751998)
SRR29492990_1 - polya	(1, 0.27158987073559)	(2, 0.2809854050515928)	(3, 0.2868120929995015)	(4, 0.2975716019942193)	(5, 0.303923574688947)	(6, 0.3102181633357029)	(7, 0.3175235940582703)	(8, 0.33633673347795734)	(9, 0.36054618048576437)	(10, 0.397763266921524)	(15, 0.4668134918460248)	(20, 0.5216205546481641)	(25, 0.5735897555702199)	(30, 0.6257884926841629)	(35, 0.6739641666195272)	(40, 0.7337777668993317)	(45, 0.7964332018010027)	(50, 0.8633257865217627)	(55, 0.9454900320708409)	(60, 1.009925255291146)	(65, 1.0820287529835015)	(70, 1.1595687270975574)	(75, 1.2369533228663356)	(80, 1.3087597477564987)	(85, 1.4024418545650303)	(90, 1.488225267878116)	(95, 1.5817303669694418)	(100, 1.6547577478341442)	(105, 1.7346734215342337)	(110, 1.8161459685973742)	(115, 1.9046485029528177)	(120, 1.9944134863636407)	(125, 2.08615424668771)	(130, 2.1830909118477506)	(135, 2.2833532032956367)	(140, 2.335133478275139)
