Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR29492864_1	SRR29492864_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105072553.0	15.8 Gbp	0.0	151.0	48.0	81.17064546698593	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492864_2	SRR29492864_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	105072553.0	15.8 Gbp	0.0	151.0	47.0	82.70096576623402	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492865_1	SRR29492865_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92932991.0	14 Gbp	0.0	151.0	49.0	85.6384275002687	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492865_2	SRR29492865_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	92932991.0	14 Gbp	0.0	151.0	48.0	81.91999097095332	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492866_1	SRR29492866_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104756210.0	15.8 Gbp	0.0	151.0	47.0	82.01562271268605	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492866_2	SRR29492866_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	104756210.0	15.8 Gbp	0.0	151.0	46.0	78.94388101448821	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492867_1	SRR29492867_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	117474743.0	17.7 Gbp	0.0	151.0	48.0	80.52900703578483	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492867_2	SRR29492867_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	117474743.0	17.7 Gbp	0.0	151.0	47.0	82.09770880373621	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492868_1	SRR29492868_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68305244.0	10.3 Gbp	0.0	151.0	46.0	86.49913273623619	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492868_2	SRR29492868_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68305244.0	10.3 Gbp	0.0	151.0	46.0	87.6327333730433	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492869_1	SRR29492869_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80190412.0	12.1 Gbp	0.0	151.0	46.0	84.32870137408973	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492869_2	SRR29492869_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	80190412.0	12.1 Gbp	0.0	151.0	46.0	85.58163266386407	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492870_1	SRR29492870_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100785225.0	15.2 Gbp	0.0	151.0	47.0	84.6461719325154	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492870_2	SRR29492870_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100785225.0	15.2 Gbp	0.0	151.0	46.0	86.15923756302206	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492871_1	SRR29492871_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	129148682.0	19.5 Gbp	0.0	151.0	47.0	82.06160820713913	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492871_2	SRR29492871_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	129148682.0	19.5 Gbp	0.0	151.0	46.0	83.42863729736159	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492872_1	SRR29492872_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72741997.0	10.9 Gbp	0.0	151.0	47.0	83.22999294346447	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492872_2	SRR29492872_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	72741997.0	10.9 Gbp	0.0	151.0	47.0	84.56823638409784	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492873_1	SRR29492873_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63639054.0	9.6 Gbp	0.0	151.0	46.0	82.28036389531124	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492873_2	SRR29492873_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63639054.0	9.6 Gbp	0.0	151.0	46.0	83.82659718060329	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492874_1	SRR29492874_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59061052.0	8.9 Gbp	0.0	151.0	47.0	90.83268880727434	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	warn
SRR29492874_2	SRR29492874_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	59061052.0	8.9 Gbp	0.0	151.0	46.0	86.71198428694407	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492875_1	SRR29492875_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	223673993.0	33.7 Gbp	0.0	151.0	22.0	82.33010034589778	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492875_2	SRR29492875_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	223673993.0	33.7 Gbp	0.0	151.0	24.0	89.2209940328367	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492876_1	SRR29492876_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	270300018.0	40.8 Gbp	0.0	151.0	22.0	81.74783098594786	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492876_2	SRR29492876_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	270300018.0	40.8 Gbp	0.0	151.0	24.0	89.0343295538242	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492877_1	SRR29492877_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	202975906.0	30.6 Gbp	0.0	151.0	22.0	82.88137123320199	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492877_2	SRR29492877_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	202975906.0	30.6 Gbp	0.0	151.0	24.0	89.61278924649032	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492878_1	SRR29492878_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	230911501.0	34.8 Gbp	0.0	151.0	22.0	81.01465894299376	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492878_2	SRR29492878_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	230911501.0	34.8 Gbp	0.0	151.0	24.0	87.00139193181458	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492879_1	SRR29492879_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	250921856.0	37.8 Gbp	0.0	151.0	22.0	79.52679420193735	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492879_2	SRR29492879_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	250921856.0	37.8 Gbp	0.0	151.0	24.0	85.53860705790235	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492880_1	SRR29492880_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	205748640.0	31 Gbp	0.0	151.0	22.0	83.92533692993428	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492880_2	SRR29492880_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	205748640.0	31 Gbp	0.0	151.0	24.0	90.94636447474392	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492881_1	SRR29492881_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	264828342.0	39.9 Gbp	0.0	151.0	22.0	82.07270635235547	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492881_2	SRR29492881_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	264828342.0	39.9 Gbp	0.0	151.0	24.0	88.71675522955805	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492882_1	SRR29492882_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	277487067.0	41.9 Gbp	0.0	151.0	22.0	79.96361933915945	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492882_2	SRR29492882_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	277487067.0	41.9 Gbp	0.0	151.0	24.0	87.62406595720107	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492883_1	SRR29492883_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204883894.0	30.9 Gbp	0.0	151.0	22.0	82.79105508316847	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492883_2	SRR29492883_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204883894.0	30.9 Gbp	0.0	151.0	24.0	89.40404794218915	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492884_1	SRR29492884_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	253105815.0	38.2 Gbp	0.0	151.0	22.0	82.37898613248032	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492884_2	SRR29492884_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	253105815.0	38.2 Gbp	0.0	151.0	24.0	89.2730407753181	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492885_1	SRR29492885_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	272962741.0	41.2 Gbp	0.0	151.0	21.0	82.36630932129516	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492885_2	SRR29492885_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	272962741.0	41.2 Gbp	0.0	151.0	23.0	90.0987481033287	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492886_1	SRR29492886_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	205585137.0	31 Gbp	0.0	151.0	22.0	83.1643515700704	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492886_2	SRR29492886_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	205585137.0	31 Gbp	0.0	151.0	24.0	89.94999729031183	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492887_1	SRR29492887_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	234483177.0	35.4 Gbp	0.0	151.0	22.0	82.74900729827944	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492887_2	SRR29492887_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	234483177.0	35.4 Gbp	0.0	151.0	24.0	89.71978643610203	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492888_1	SRR29492888_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	264518767.0	39.9 Gbp	0.0	151.0	22.0	79.65587214924045	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492888_2	SRR29492888_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	264518767.0	39.9 Gbp	0.0	151.0	24.0	86.8138987089364	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492889_1	SRR29492889_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	293116879.0	44.2 Gbp	0.0	151.0	22.0	80.95575551888216	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492889_2	SRR29492889_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	293116879.0	44.2 Gbp	0.0	151.0	24.0	88.33289039024564	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492890_1	SRR29492890_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	243270704.0	36.7 Gbp	0.0	151.0	22.0	82.28762614163458	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492890_2	SRR29492890_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	243270704.0	36.7 Gbp	0.0	151.0	24.0	89.49169098768506	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492891_1	SRR29492891_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61752076.0	9.3 Gbp	0.0	151.0	46.0	82.02111416531484	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492891_2	SRR29492891_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	61752076.0	9.3 Gbp	0.0	151.0	46.0	84.3980396099888	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492892_1	SRR29492892_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71027143.0	10.7 Gbp	0.0	151.0	46.0	79.48662653045555	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492892_2	SRR29492892_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	71027143.0	10.7 Gbp	0.0	151.0	46.0	81.0663476735365	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492893_1	SRR29492893_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65950839.0	9.9 Gbp	0.0	151.0	47.0	76.6514129813333	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492893_2	SRR29492893_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	65950839.0	9.9 Gbp	0.0	151.0	47.0	77.92866314211795	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492894_1	SRR29492894_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96678638.0	14.5 Gbp	0.0	151.0	47.0	82.64974659049787	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492894_2	SRR29492894_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	96678638.0	14.5 Gbp	0.0	151.0	47.0	84.03397998294014	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492895_1	SRR29492895_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36112200.0	5.4 Gbp	0.0	151.0	45.0	92.167732994218	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	pass
SRR29492895_2	SRR29492895_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36112200.0	5.4 Gbp	0.0	151.0	44.0	89.536767914178	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492896_1	SRR29492896_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88547412.0	13.3 Gbp	0.0	151.0	49.0	81.11120531022782	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492896_2	SRR29492896_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88547412.0	13.3 Gbp	0.0	151.0	49.0	81.67678307591645	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492897_1	SRR29492897_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126725120.0	19.1 Gbp	0.0	151.0	47.0	84.00473360555235	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492897_2	SRR29492897_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	126725120.0	19.1 Gbp	0.0	151.0	47.0	84.90232533458246	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492898_1	SRR29492898_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63108289.0	9.5 Gbp	0.0	151.0	48.0	86.09121279681283	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492898_2	SRR29492898_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	63108289.0	9.5 Gbp	0.0	151.0	47.0	87.28062039216034	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492899_1	SRR29492899_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	451595.0	68.1 Mbp	0.0	151.0	47.0	98.72015979278453	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492899_2	SRR29492899_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	451595.0	68.1 Mbp	0.0	151.0	46.0	98.77437231827605	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492900_1	SRR29492900_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100910705.0	15.2 Gbp	0.0	151.0	45.0	82.62315873223037	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492900_2	SRR29492900_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	100910705.0	15.2 Gbp	0.0	151.0	45.0	84.04994841205719	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492901_1	SRR29492901_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58715189.0	8.8 Gbp	0.0	151.0	45.0	80.59051009358085	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492901_2	SRR29492901_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	58715189.0	8.8 Gbp	0.0	151.0	45.0	82.5318912996207	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492902_1	SRR29492902_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	179899698.0	27.1 Gbp	0.0	151.0	49.0	77.23415399495275	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492902_2	SRR29492902_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	179899698.0	27.1 Gbp	0.0	151.0	48.0	77.96391050982442	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492903_1	SRR29492903_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135487847.0	20.4 Gbp	0.0	151.0	48.0	77.14527269233228	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492903_2	SRR29492903_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	135487847.0	20.4 Gbp	0.0	151.0	47.0	78.35652988066875	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492904_1	SRR29492904_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78139863.0	11.7 Gbp	0.0	151.0	48.0	83.28966861762214	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492904_2	SRR29492904_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	78139863.0	11.7 Gbp	0.0	151.0	48.0	84.02185646648907	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492905_1	SRR29492905_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88561225.0	13.3 Gbp	0.0	151.0	48.0	82.81421352930569	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492905_2	SRR29492905_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	88561225.0	13.3 Gbp	0.0	151.0	47.0	84.86434706718524	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492906_1	SRR29492906_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89225946.0	13.4 Gbp	0.0	151.0	47.0	78.87824365019269	151.0	151	pass	pass	pass	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492906_2	SRR29492906_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	89225946.0	13.4 Gbp	0.0	151.0	46.0	80.06103700468489	151.0	151	pass	pass	warn	pass	fail	pass	pass	pass	pass	pass	fail
SRR29492907_1	SRR29492907_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	239009512.0	36 Gbp	0.0	151.0	22.0	83.03665472770373	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492907_2	SRR29492907_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	239009512.0	36 Gbp	0.0	151.0	24.0	90.45439318360425	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492908_1	SRR29492908_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	220386210.0	33.2 Gbp	0.0	151.0	22.0	82.04737012237567	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492908_2	SRR29492908_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	220386210.0	33.2 Gbp	0.0	151.0	24.0	88.8828203616838	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492909_1	SRR29492909_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	303124848.0	45.7 Gbp	0.0	151.0	22.0	79.49554859100977	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	warn
SRR29492909_2	SRR29492909_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	303124848.0	45.7 Gbp	0.0	151.0	24.0	85.70748585772445	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492910_1	SRR29492910_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204548656.0	30.8 Gbp	0.0	151.0	22.0	83.44373656826282	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492910_2	SRR29492910_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	204548656.0	30.8 Gbp	0.0	151.0	24.0	90.23438822701894	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492911_1	SRR29492911_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	330708013.0	49.9 Gbp	0.0	151.0	22.0	79.3399486561898	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	pass
SRR29492911_2	SRR29492911_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	330708013.0	49.9 Gbp	0.0	151.0	24.0	87.50002816097462	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	pass	pass	fail
SRR29492912_1	SRR29492912_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39033378.0	5.8 Gbp	0.0	151.0	50.0	56.535246578543884	151.0	151	pass	pass	pass	pass	fail	fail	pass	pass	warn	warn	warn
SRR29492912_2	SRR29492912_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39033378.0	5.8 Gbp	0.0	151.0	49.0	54.89561914635392	151.0	151	pass	pass	warn	pass	fail	fail	pass	pass	warn	warn	warn
SRR29492913_1	SRR29492913_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43857478.0	6.6 Gbp	0.0	151.0	49.0	57.34129963057174	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492913_2	SRR29492913_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	43857478.0	6.6 Gbp	0.0	151.0	48.0	55.190558719556506	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492914_1	SRR29492914_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38006009.0	5.7 Gbp	0.0	151.0	49.0	58.080868458702874	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492914_2	SRR29492914_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	38006009.0	5.7 Gbp	0.0	151.0	48.0	56.41049993338222	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492915_1	SRR29492915_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40508081.0	6.1 Gbp	0.0	151.0	48.0	60.857422506298434	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492915_2	SRR29492915_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40508081.0	6.1 Gbp	0.0	151.0	48.0	59.65330756694166	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492916_1	SRR29492916_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47593541.0	7.1 Gbp	0.0	151.0	49.0	59.876237787097445	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492916_2	SRR29492916_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	47593541.0	7.1 Gbp	0.0	151.0	48.0	58.35301175261674	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492917_1	SRR29492917_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37859565.0	5.7 Gbp	0.0	151.0	47.0	61.847663932858445	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492917_2	SRR29492917_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	37859565.0	5.7 Gbp	0.0	151.0	46.0	60.3208397728627	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492918_1	SRR29492918_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40622113.0	6.1 Gbp	0.0	151.0	48.0	55.23146545439383	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492918_2	SRR29492918_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40622113.0	6.1 Gbp	0.0	151.0	47.0	54.44828006902539	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492919_1	SRR29492919_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40172536.0	6 Gbp	0.0	151.0	47.0	65.35138330125176	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492919_2	SRR29492919_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40172536.0	6 Gbp	0.0	151.0	47.0	62.97440776294063	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492920_1	SRR29492920_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44345737.0	6.6 Gbp	0.0	151.0	47.0	65.41250927426135	151.0	151	pass	pass	pass	pass	fail	warn	pass	pass	warn	warn	warn
SRR29492920_2	SRR29492920_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44345737.0	6.6 Gbp	0.0	151.0	46.0	63.01964622975266	151.0	151	pass	pass	warn	pass	fail	warn	pass	pass	warn	warn	warn
