Sample	6.0	41.0	88.0	62.0	22.0	2.0	1.0	94.0	70.0	66.0	8.0	14.0	34.0	3.0	89.0	31.0	58.0	9.0	91.0	65.0	43.0	44.0	59.0	87.0	38.0	97.0	56.0	86.0	11.0	48.0	92.0	90.0	36.0	85.0	42.0	29.0	69.0	0.0	67.0	21.0	80.0	54.0	83.0	82.0	17.0	32.0	33.0	78.0	18.0	84.0	68.0	26.0	75.0	96.0	61.0	15.0	57.0	55.0	4.0	63.0	39.0	45.0	98.0	35.0	28.0	51.0	93.0	99.0	46.0	16.0	10.0	37.0	95.0	60.0	19.0	72.0	74.0	24.0	7.0	76.0	79.0	27.0	77.0	50.0	12.0	64.0	100.0	52.0	20.0	23.0	13.0	47.0	5.0	71.0	53.0	73.0	81.0	25.0	40.0	30.0	49.0
SRR27848283_1	4563.0	2285617.0	25008.0	640853.5	232390.0	498.0	497.0	3643.0	148244.0	324582.5	8489.0	30434.0	1650066.5	842.5	14107.0	1209856.0	2251176.0	9804.0	2976.0	394830.0	2356892.0	2358145.5	1806643.0	22526.5	2102596.0	7494.5	2739498.5	20045.0	14532.5	2432316.0	2746.0	3206.0	1924894.0	26229.5	2321254.5	953864.0	169018.0	496.0	254335.0	191440.0	22141.0	2345538.5	28284.0	24154.0	72202.0	1349962.0	1490068.0	22159.0	91294.0	32414.0	211676.5	616629.0	37590.0	9958.0	744519.0	41772.0	2695709.0	2783288.0	1187.0	537188.0	2165469.0	2359399.0	5031.0	1810065.0	834798.5	2060179.0	3194.5	2836.5	2346554.5	53110.0	11119.0	2039723.0	6800.5	1275581.0	120892.0	99513.5	57353.0	355046.0	6526.0	32031.0	22150.0	715733.0	27095.0	2295550.5	17946.0	466009.0	642.0	1983984.0	150490.0	293718.0	24190.0	2333710.0	2875.0	127470.0	1907789.0	71557.0	23147.5	436285.5	2225543.0	1081860.0	2530922.0
SRR27848283_2	2227.0	2292869.0	34405.0	700349.0	210558.0	613.0	582.0	4549.0	192569.0	380309.5	3964.0	23827.0	1607112.5	896.5	28062.5	1167703.0	1242632.5	5459.5	13560.5	445753.0	2313814.0	2334070.5	1100306.0	25534.0	2048692.5	18294.5	1516911.5	16663.0	10035.0	2287337.5	5401.0	21720.0	1864344.0	19623.0	2303341.5	896251.0	227540.0	551.0	314866.0	169105.5	45718.0	1726686.0	26099.5	29616.0	59514.0	1310458.0	1453213.0	42912.0	75644.0	22583.0	271203.0	569735.5	59384.5	6205.0	830751.0	33605.5	1384959.0	1648864.0	1180.0	569947.0	2129709.0	2354327.0	30384.0	1761012.0	779466.0	2045070.0	4975.0	1832780.0	2332812.0	43384.0	6955.0	1967676.0	5377.0	965528.5	101648.5	126603.0	80229.5	324495.0	3095.5	53918.0	44315.0	662681.0	48415.0	2154224.0	13115.0	507850.0	3635176.0	1924789.0	127653.0	267526.5	18471.0	2311297.0	1703.5	157598.0	1804508.0	95608.0	37667.0	400642.5	2211289.0	1031977.0	2263378.0
SRR27848284_1	4526.0	2702954.0	18701.0	704309.0	309199.0	699.0	547.0	6544.0	154071.0	349401.5	9110.0	41048.0	1998110.0	1125.5	10882.5	1509612.0	1278174.5	11207.5	3166.0	424363.0	2766615.0	2757965.0	1128326.0	17353.5	2491677.0	30554.0	1656452.0	16006.0	18120.5	2757544.5	3268.0	3064.0	2294514.0	22071.0	2734784.5	1201623.0	180856.0	395.0	274440.0	256281.0	18789.0	2890323.0	23698.0	19260.0	97762.0	1668372.0	1827132.0	21489.0	124237.0	28136.0	227648.0	797834.0	41999.5	31686.0	815789.0	56167.5	1428023.0	1884881.0	1552.0	592829.0	2563414.0	2749315.0	29422.0	2169088.0	1061370.0	2413205.0	4906.0	16482.0	2736900.0	71287.0	13305.0	2419940.0	19115.0	972057.5	163800.0	100951.5	61657.5	467388.0	6818.0	35301.0	20139.0	921117.0	28395.0	2601904.5	22936.0	508596.0	3542.0	3154485.0	203363.0	388293.5	31992.0	2724485.0	3039.0	127286.0	3895765.0	74617.0	19024.5	570969.5	2633184.0	1355617.5	2790604.0
SRR27848284_2	2450.0	2701198.0	28994.0	780772.0	274971.0	644.0	539.0	4624.0	195566.5	404418.5	4829.0	31428.0	1911399.5	1030.5	24318.0	1437705.0	1389732.5	6814.5	12583.5	478323.0	2733024.0	2748680.0	1227304.0	22279.5	2420058.5	12662.5	1711448.0	15565.0	12894.5	2686679.0	5525.0	19642.0	2193136.5	18619.0	2717111.0	1125418.0	230412.0	434.0	330514.0	221849.5	41656.0	2000383.0	24753.5	27834.0	78084.5	1595615.5	1753526.0	44722.0	99024.0	21673.0	280463.0	725955.5	63789.0	5112.0	920726.0	44286.5	1552161.0	1870735.0	1417.0	640818.0	2523117.0	2764336.0	20213.0	2069273.0	983542.0	2409664.0	5074.5	1039685.5	2744783.5	57145.0	8800.0	2317000.0	4868.0	1074015.0	133876.0	132148.5	87571.5	419775.0	3639.5	56011.0	43189.0	841666.0	50366.5	2528895.5	16989.0	559570.5	2059158.0	2269847.5	168728.0	347373.0	24208.5	2725231.0	1933.5	160721.0	2130031.0	103576.0	34745.0	515010.0	2612157.5	1281561.5	2648127.0
SRR27848285_1	3419.0	2356592.0	14487.0	621297.5	261670.0	570.0	493.5	2248.0	137383.5	309778.5	6554.0	33125.0	1718971.5	912.5	8412.5	1290187.0	1122360.5	8612.5	2050.5	376168.0	2431513.0	2432283.0	991272.0	13823.5	2159443.5	3422.5	1412144.0	13160.0	14703.0	3046494.0	1763.0	2338.0	1981250.0	18554.5	2394052.5	1023599.0	162125.0	417.0	243389.0	215964.5	17106.0	1705884.5	20520.5	17092.0	81891.0	1428377.5	1566568.0	19077.0	103480.0	23949.0	202757.0	675852.5	38186.5	4995.0	721369.0	46713.5	1253449.0	1570839.0	1255.0	521226.0	2227762.0	2433053.0	1850.0	1871375.0	901365.0	2405596.0	2005.5	1022.5	2473179.5	60302.0	10671.0	2091125.0	3621.5	856320.5	136869.5	89717.0	55497.0	394931.0	4986.5	32171.0	18091.5	779131.0	25624.0	2992639.0	18735.0	448697.0	195.0	2123263.0	170259.0	328300.5	25930.0	2513306.0	2337.0	112642.0	1840930.0	66792.0	17099.0	483752.5	2292177.0	1156893.0	3579682.0
SRR27848285_2	2137.0	2352851.0	23360.0	684101.0	236583.0	588.0	470.5	3364.0	172596.5	353844.5	3967.0	27340.0	1653244.0	871.5	19678.5	1236127.0	1218992.0	5674.0	10066.0	417779.0	2392189.0	2407866.5	1074141.0	18053.0	2098517.0	11347.0	1508742.5	12746.0	10712.0	2364610.5	4135.0	15997.0	1900857.5	15460.0	2372520.0	967394.0	202716.0	353.0	289910.0	191284.5	36922.0	1765227.0	20796.0	23418.0	66854.0	1374694.5	1513262.0	38471.0	84816.0	18174.0	246313.0	625286.5	56781.5	4381.0	807398.0	38116.0	1363843.0	1653642.0	1155.0	560804.0	2188545.0	2423544.0	18313.0	1793226.0	845717.0	2126963.0	3749.5	785837.0	2411283.0	48892.0	7381.0	2008489.0	3872.5	940769.5	115401.0	116448.5	77496.0	360513.0	3052.0	48991.0	37696.5	724040.0	43731.0	2228581.0	14043.0	489291.5	1553361.0	2001887.5	145986.0	298548.0	20691.5	2399022.0	1646.0	142477.0	1876812.0	90420.0	30170.0	443523.0	2270698.0	1101760.5	2330199.0
SRR27848286_1	3657.0	1874935.0	14892.0	498369.5	208756.0	547.0	471.5	2631.0	111570.0	254067.0	7316.0	26938.0	1389160.0	817.0	8506.0	1038969.0	896848.5	8479.5	1958.5	311541.0	1919099.0	1912918.0	806774.0	13274.0	1735857.0	3895.0	1118283.0	11656.0	12721.0	4035517.5	1797.0	2120.0	1602457.0	16303.0	1897017.0	826534.0	132748.0	396.0	196593.0	171729.5	14288.0	1325449.5	18061.5	15173.0	64467.0	1151427.5	1263886.0	15358.0	81343.0	20950.0	164670.5	545416.5	29284.0	6226.0	575822.0	37264.5	986923.0	1249643.0	1087.0	420917.0	1781234.0	1906737.0	1564.0	1514434.0	728204.0	1734054.0	2214.0	894.0	1934891.0	47591.0	9643.0	1690480.0	4428.5	691298.0	108023.0	72511.5	44236.5	319497.0	5486.5	24726.0	14823.0	629874.0	20042.0	3921022.0	15799.0	366229.0	224.0	1567655.0	134703.0	264126.5	21368.5	1963045.0	2372.0	90392.0	1401256.0	54631.0	14730.5	390228.0	1828084.5	932751.5	6107990.0
SRR27848286_2	2609.0	1878738.0	21959.0	557803.0	191127.0	792.0	685.5	4567.0	149959.0	301248.0	4174.0	21876.0	1338550.0	1225.0	18321.0	997252.0	983567.0	5472.0	9622.0	354366.0	1889289.0	1900534.0	872496.0	16882.0	1689515.0	19346.5	1199020.0	11805.0	9497.5	1847240.5	4561.0	14683.0	1538186.0	14069.5	1884013.5	774475.0	176110.0	579.0	248130.0	153630.5	31638.0	1376469.0	18677.5	21021.0	53801.5	1110254.0	1223256.0	33378.0	68097.0	16334.0	212120.0	501796.0	48293.5	6480.0	657433.0	30691.0	1094638.0	1303402.0	1658.0	458173.0	1756502.0	1911779.0	32213.0	1453844.0	677032.0	1640281.0	4564.0	2141522.0	1889768.5	39506.0	6770.0	1622528.0	5523.5	764964.5	92115.5	99342.0	65909.5	291601.0	3391.5	39644.0	32508.0	579589.0	36511.0	1733502.0	12225.0	406269.5	4250831.0	1544908.5	116134.0	241364.0	17050.5	1867758.0	2133.5	123808.0	1449536.0	74876.0	26329.5	357802.0	1817620.0	885863.5	1826723.0
SRR27848287_1	3131.0	1880759.0	16044.0	490041.5	207962.0	482.0	407.5	2782.0	113124.5	247219.5	5928.0	26739.0	1387611.5	796.0	8935.5	1042850.0	900267.5	7450.5	1770.5	298087.0	1931623.0	1952482.5	799789.0	14231.5	1735226.5	8548.5	1122946.0	12419.0	12069.0	2616586.5	1714.0	1827.0	1598200.0	15772.5	1906191.0	827221.0	130514.0	333.0	196352.0	171683.5	15485.0	1340510.5	17093.5	15061.0	63930.5	1153772.5	1264695.0	16698.0	81173.0	19126.0	163433.0	543039.5	30317.0	9663.0	568654.0	36713.5	1000746.0	1245146.0	1110.0	411429.0	1784581.0	1973342.0	7434.0	1510528.0	728300.5	1713509.0	2248.0	4127.5	2512228.5	46688.0	8973.0	1685872.0	6222.5	684221.5	108289.0	74897.5	44512.0	314676.0	4529.5	25670.0	16091.5	629380.0	21184.0	1947783.5	15165.0	354758.0	821.0	1574692.0	135405.0	261319.0	20952.0	3051115.0	2120.5	95735.0	1435875.0	54060.0	15273.0	385687.5	1832670.0	935035.5	2182058.0
SRR27848287_2	1548.0	1878503.0	20348.0	547827.5	181917.0	430.0	368.5	2474.0	139398.0	286247.5	2889.0	19559.0	1333866.0	620.5	15246.0	993157.0	985744.5	4179.5	6534.5	338350.0	1905076.0	1918604.5	869762.0	15221.5	1682567.0	7451.0	1213647.5	10095.0	7895.0	1884539.0	2925.0	10144.0	1531204.5	12820.0	1891789.5	772361.0	163427.0	307.0	234145.0	146238.0	32864.0	1412728.0	18047.0	20549.0	49826.5	1106693.0	1220229.0	32106.0	63548.0	15545.0	198786.0	494409.0	44468.0	2928.0	647179.0	27832.0	1101727.0	1325568.0	811.0	448476.0	1750228.0	1932133.0	11974.0	1447503.0	673363.5	1693788.0	2699.5	731129.0	1921188.5	36105.0	5470.0	1614906.0	2701.0	758470.5	87053.5	94055.0	61327.0	281045.0	2218.5	39023.0	32485.0	574366.0	35564.5	1776311.0	10320.0	393413.0	1450284.0	1596838.0	110559.0	231481.0	14939.5	1910244.0	1179.5	115369.0	1499888.0	72741.0	26706.5	347748.5	1814365.5	882759.0	1858834.0
